indicator,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
dip_vs_trend,45,496,496,1.0022315287028014,1.0022315287028014,0.0,0.0,0.0,-31.782636922024636,-31.782636922024636,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
level,45,623,623,1.1069629735349202,1.1069629735349202,0.0,0.0,0.0,43.976917209123506,43.976917209123506,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
ml_localmin,46,272,318,1.1558207648258547,1.1594854528993896,0.0036646880735349274,-0.0763062286360529,0.07141417333664372,36.987921164500456,35.41391079740986,-1.5740103670905938,-20.27677620112004,14.945425845132894,10,-0.07987414457331803,0.09318576107355137,-15.836642637741694,17.333996857888863,разницы нет,разницы нет,разницы нет,разницы нет
momentum,55,988,988,0.9804468066353104,0.9804468066353104,0.0,0.0,0.0,-6.443570074061485,-6.443570074061485,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
reversal,48,525,525,1.0774007002126214,1.0774007002126214,0.0,0.0,0.0,-9.11381156773621,-9.11381156773621,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality,55,134,134,1.0311448924491056,1.0311448924491056,0.0,0.0,0.0,43.5513928125129,43.5513928125129,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
all,55,3038,3084,1.0408607511577708,1.042817400941856,0.0019566497840852737,-0.005027689686291498,0.008166482929684422,5.391387226907937,5.70037077567397,0.30898354876603307,-1.2710217892261124,1.7475543390068826,11,-0.0057127481567176615,0.00966490249399943,-1.0459937271913928,1.6860583393442115,разницы нет,разницы нет,разницы нет,разницы нет
