corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,144,0.532608695652174,0.22727272727272727,17,0
KGS,130,0.5414364640883977,0.2121212121212121,12,129,0.5414364640883977,0.2121212121212121,12,-1
KZT,181,0.6467391304347826,0.07575757575757575,19,184,0.6467391304347826,0.0606060606060606,19,3
TJS,159,0.5384615384615384,0.07575757575757575,12,157,0.5384615384615384,0.09090909090909088,11,-2
UZS,121,0.3846153846153846,0.2727272727272727,7,123,0.3846153846153846,0.2727272727272727,7,2
