indicator,corridor,split,window,scenario,speed,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share,hit_mean_trunc,base_mean_trunc,n_scored_trunc,lift_mean_trunc,benefit_excess_trunc,base_mean_month_trunc,benefit_excess_month_trunc
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,1,0.0,19,19,0.5263157894736842,0.4745762711864407,1.1090225563909772,0.6654135338345865,1.5526315789473684,0.5263157894736842,0.4745762711864407,1.1090225563909772,7.561001136084524,-1.6952910407747044,9.256292176859228,-19.587710218148075,39.9840982763067,-21.28300125892278,38.288807235532,-12.748395841701903,33.02453495036177,33.977204876976906,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,1,10.0,19,19,0.5789473684210527,0.5338983050847458,1.0843776106934002,0.6900584795321637,1.4786967418546366,0.5789473684210527,0.5338983050847458,1.0843776106934002,7.561001136084524,-1.6952910407747044,9.256292176859228,-19.587710218148075,39.9840982763067,-21.28300125892278,38.288807235532,-12.748395841701903,33.02453495036177,33.977204876976906,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,1,25.0,19,19,0.6842105263157895,0.6271186440677966,1.0910384068278804,0.7553342816500711,1.42674253200569,0.6842105263157895,0.6271186440677966,1.0910384068278804,7.561001136084524,-1.6952910407747044,9.256292176859228,-19.587710218148075,39.9840982763067,-21.28300125892278,38.288807235532,-12.748395841701903,33.02453495036177,33.977204876976906,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,1,50.0,19,19,0.8421052631578947,0.8050847457627118,1.045983379501385,0.8498614958448754,1.2421052631578948,0.8421052631578947,0.8050847457627118,1.045983379501385,7.561001136084524,-1.6952910407747044,9.256292176859228,-19.587710218148075,39.9840982763067,-21.28300125892278,38.288807235532,-12.748395841701903,33.02453495036177,33.977204876976906,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,3,0.0,19,19,0.47368421052631576,0.2966101694915254,1.5969924812030074,0.8872180451127819,2.3067669172932335,0.5263157894736842,0.4406779661016949,1.194331983805668,8.181713337582478,-1.753943134230494,9.935656471812973,-21.736907036654955,42.87792754748806,-23.490850170885448,41.12398441325757,-17.55429143833609,37.46452247558644,38.434776017767526,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,3,10.0,19,19,0.47368421052631576,0.3220338983050847,1.4709141274238227,0.817174515235457,2.1246537396121887,0.5263157894736842,0.4830508474576271,1.0895660203139428,8.181713337582478,-1.753943134230494,9.935656471812973,-21.736907036654955,42.87792754748806,-23.490850170885448,41.12398441325757,-17.55429143833609,37.46452247558644,38.434776017767526,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,3,25.0,19,19,0.5263157894736842,0.3983050847457627,1.3213885778275476,0.7928331466965285,1.8499440089585666,0.631578947368421,0.5932203389830508,1.0646616541353384,8.181713337582478,-1.753943134230494,9.935656471812973,-21.736907036654955,42.87792754748806,-23.490850170885448,41.12398441325757,-17.55429143833609,37.46452247558644,38.434776017767526,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,3,50.0,19,19,0.6842105263157895,0.559322033898305,1.2232854864433813,0.84688995215311,1.5996810207336525,0.7368421052631579,0.7288135593220338,1.0110159118727051,8.181713337582478,-1.753943134230494,9.935656471812973,-21.736907036654955,42.87792754748806,-23.490850170885448,41.12398441325757,-17.55429143833609,37.46452247558644,38.434776017767526,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,5,0.0,19,19,0.2631578947368421,0.2033898305084746,1.293859649122807,0.5110745614035092,2.328947368421052,0.5263157894736842,0.4491525423728814,1.1717974180734854,10.395485926859687,-1.8278022888000809,12.223288215659768,-25.514922821351,50.75528025508132,-27.342725110151083,48.92747796628124,-19.13149239972155,47.984220310532855,42.93835623758139,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,5,10.0,19,19,0.2631578947368421,0.2288135593220339,1.1500974658869394,0.45428849902534146,2.070175438596491,0.5263157894736842,0.4745762711864407,1.1090225563909772,10.395485926859687,-1.8278022888000809,12.223288215659768,-25.514922821351,50.75528025508132,-27.342725110151083,48.92747796628124,-19.13149239972155,47.984220310532855,42.93835623758139,20.298270624048435,0.7348066298342542,0.16666666666666666,0.4624762669809784,16.0,0.0,,,,,,,
