indicator,blocks,events_a,events_b,lift_a,lift_b,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_a,benefit_b,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi
dip_vs_trend,45,496,496,1.0022315287028014,1.0022315287028014,0.0,0.0,0.0,-31.782636922024636,-31.782636922024636,0.0,0.0,0.0
level,45,623,623,1.1069629735349202,1.1069629735349202,0.0,0.0,0.0,43.976917209123506,43.976917209123506,0.0,0.0,0.0
ml_localmin,46,272,297,1.1558207648258547,1.1682039918002378,0.0123832269743831,-0.06407381748636289,0.08302333358681481,36.987921164500456,36.323978754048355,-0.6639424104521012,-16.980133390769346,13.094328154185444
momentum,55,988,988,0.9804468066353104,0.9804468066353104,0.0,0.0,0.0,-6.443570074061485,-6.443570074061485,0.0,0.0,0.0
reversal,48,525,525,1.0774007002126214,1.0774007002126214,0.0,0.0,0.0,-9.11381156773621,-9.11381156773621,0.0,0.0,0.0
seasonality,55,134,134,1.0311448924491056,1.0311448924491056,0.0,0.0,0.0,43.5513928125129,43.5513928125129,0.0,0.0,0.0
all,55,3038,3063,1.0408607511577708,1.042910389350253,0.0020496381924821616,-0.0046904052236190425,0.00822392045323403,5.391387226907937,5.584897658685783,0.19351043177784621,-1.2298103015540303,1.3764729230508854
