corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,115,0.41847826086956524,0.15469613259668508,0.7734806629834254,0.0,0.2424242424242424,120.0,0.0,55,4
KGS,11,121,0.4565217391304348,0.15217391304347827,0.8121546961325967,0.0,0.19696969696969696,124.0,0.0,55,12
KZT,11,107,0.3423913043478261,0.19337016574585636,0.6187845303867403,0.0,0.2424242424242424,94.0,0.0,68,8
TJS,11,98,0.42541436464088395,0.07608695652173914,0.6187845303867403,0.0,0.36363636363636365,155.0,0.0,54,6
UZS,11,104,0.4565217391304348,0.03867403314917127,0.6574585635359116,0.0,0.37878787878787884,159.0,0.0,43,8
