date,corridor,indicator,indicator_label,scenario,direction,strength,speed,split,rate,params,facts,decision,push_scenario
2021-03-18,AMD,level,"level(pct=0.1,rearm=5,stall_days=0,window=120)",BUY_NOW,down,0.33333333333333337,medium,0,0.13957,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""pct_rank"": 0.06666666666666667, ""window"": 120.0, ""days_since_min"": 2.0}",sent,BUY_NOW
2021-03-18,AMD,reversal,"reversal(max_days_since_min=10,rearm=5,rise_bps=50,window=120)",WINDOW_CLOSING,up,0.9066196246276581,slow,0,0.13957,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""rise_pct"": 0.9066196246276581, ""min_rate"": 0.138316, ""days_since_min"": 2.0, ""window"": 120.0}",thinned,
2021-03-25,AMD,reversal,"reversal(max_days_since_min=10,rearm=5,rise_bps=50,window=120)",WINDOW_CLOSING,up,1.0,slow,0,0.144269,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""rise_pct"": 4.303912779432606, ""min_rate"": 0.138316, ""days_since_min"": 7.0, ""window"": 120.0}",sent,WINDOW_CLOSING
2021-03-31,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,0,0.142914,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -0.939217711358642}",sent,BUY_NOW
2021-05-11,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,0,0.141962,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -1.7897045292599834}",sent,BUY_NOW
2021-06-09,AMD,level,"level(pct=0.1,rearm=5,stall_days=0,window=120)",BUY_NOW,down,0.75,medium,0,0.138666,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""pct_rank"": 0.025, ""window"": 120.0, ""days_since_min"": 59.0}",sent,BUY_NOW
2021-06-16,AMD,reversal,"reversal(max_days_since_min=10,rearm=5,rise_bps=50,window=120)",WINDOW_CLOSING,up,1.0,slow,0,0.139684,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""rise_pct"": 1.1931583560929493, ""min_rate"": 0.138037, ""days_since_min"": 2.0, ""window"": 120.0}",sent,WINDOW_CLOSING
2021-06-18,AMD,level,"level(pct=0.1,rearm=5,stall_days=0,window=120)",BUY_NOW,down,0.16666666666666674,medium,0,0.13941,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""pct_rank"": 0.08333333333333333, ""window"": 120.0, ""days_since_min"": 4.0}",cooldown,
2021-06-23,AMD,reversal,"reversal(max_days_since_min=10,rearm=5,rise_bps=50,window=120)",WINDOW_CLOSING,up,1.0,slow,0,0.141637,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""rise_pct"": 2.6079964067605266, ""min_rate"": 0.138037, ""days_since_min"": 7.0, ""window"": 120.0}",sent,WINDOW_CLOSING
2021-07-26,AMD,seasonality,"seasonality(from_day=24,min_share=0.7,min_years=4,rearm=20)",BUY_NOW,down,0.8333333333333334,slow,1,0.152011,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""k_years"": 5.0, ""n_years"": 6.0, ""target_month"": 8.0}",sent,BUY_NOW
