indicator,corridor,windows,silent_windows,events,lift_min_median,lift_mean_median,share_lift_mean_ge_1_3,share_lift_mean_lt_1,hit_mean_pooled,base_mean_pooled,benefit_excess_median_bps,benefit_fwd_median_bps,benefit_sym_median_bps,freq_per_week_median,empty_month_share_mean,lift_mean_pooled
dip_vs_trend,AMD,11,2,47,0.7800000000000001,0.7090909090909091,0.3333333333333333,0.5555555555555556,0.3829787234042553,0.48313984292834006,-55.26361816536088,49.498722157594216,212.08491304898214,0.19021739130434784,0.696969696969697,0.7926871050066951
dip_vs_trend,KGS,11,1,54,0.9413461538461538,0.9215686274509803,0.1,0.5,0.42592592592592593,0.47600435729208773,-29.31888452680584,2.4927974369061943,135.81701611503087,0.19021739130434784,0.6666666666666666,0.8947941744671205
dip_vs_trend,KZT,11,2,56,0.8387096774193548,1.0,0.0,0.4444444444444444,0.3392857142857143,0.4446837546696279,46.01125939515891,-34.7492692208089,145.32067381591665,0.19337016574585636,0.6212121212121212,0.7629820309891515
dip_vs_trend,TJS,11,1,52,0.748081841432225,0.9423536209553158,0.3,0.6,0.4423076923076923,0.5402430485593854,15.632382076006575,24.38345262728459,157.32435248093867,0.19230769230769232,0.6363636363636364,0.8187198215454173
dip_vs_trend,UZS,11,1,51,1.0154471544715447,0.8898565573770492,0.2,0.6,0.4117647058823529,0.46835059122951356,38.83270179489748,21.52350915754991,157.34759857947523,0.19021739130434784,0.6212121212121212,0.8791804976724564
level,AMD,11,3,63,1.0456782199400942,1.489517061885483,0.75,0.0,0.6349206349206349,0.43890252629120935,114.28926390155712,126.59567853458998,150.01411995065823,0.19230769230769232,0.6515151515151515,1.4466096613428208
level,KGS,11,2,73,1.6714285714285715,1.323232323232323,0.5555555555555556,0.0,0.547945205479452,0.41988889007363794,102.5056126177827,94.35410388451747,155.31802560628728,0.2282608695652174,0.5757575757575757,1.3049766698598675
level,KZT,11,2,73,0.8896551724137931,1.1607142857142856,0.1111111111111111,0.3333333333333333,0.410958904109589,0.4032862273890641,31.077541949032984,12.873321312571184,138.94408996146947,0.19021739130434784,0.6363636363636364,1.0190253874281772
level,TJS,11,4,59,1.3764705882352941,1.4333333333333333,0.5714285714285714,0.2857142857142857,0.6101694915254238,0.5156345076188656,77.04259339857154,74.44832387591536,133.32225946180353,0.19021739130434784,0.6515151515151515,1.1833371942911823
level,UZS,11,1,84,1.2173076923076924,1.353699988536054,0.6,0.1,0.5833333333333334,0.45748837994164415,75.31283524258744,54.44163016538387,139.30694279421397,0.34615384615384615,0.5151515151515151,1.275077923088979
ml_localmin,AMD,11,3,41,1.3541666666666665,1.4912178956089481,0.75,0.0,0.5609756097560976,0.3894485913273285,97.09345803008173,74.02823386305974,172.60161066205848,0.07608695652173914,0.7424242424242423,1.4404355857191995
ml_localmin,KGS,11,1,63,0.298469387755102,1.4393939393939394,0.6,0.2,0.5396825396825397,0.4222326555364013,85.30928718207915,69.92856267221175,155.3820292308583,0.19230769230769232,0.5454545454545454,1.2781639046769864
ml_localmin,KZT,11,2,56,0.6290322580645161,1.1754068716094033,0.4444444444444444,0.3333333333333333,0.5,0.46012572378407635,69.88932283075204,104.60481106018325,155.54292192478837,0.2282608695652174,0.6212121212121212,1.086659524027471
ml_localmin,TJS,11,2,53,0.6935483870967741,1.1898305084745762,0.2222222222222222,0.3333333333333333,0.5660377358490566,0.5157769345540867,23.609420416923463,40.32532885438866,116.66426314342812,0.1141304347826087,0.6666666666666666,1.0974467796595493
ml_localmin,UZS,11,2,59,0.9699248120300751,0.8863636363636365,0.3333333333333333,0.6666666666666666,0.423728813559322,0.4314369347103207,13.855853467890363,-41.447501656271456,108.4926188572019,0.15217391304347827,0.5909090909090909,0.9821338403579792
momentum,AMD,11,0,60,1.3,1.1818181818181817,0.09090909090909091,0.36363636363636365,0.5166666666666667,0.5168379692347262,-0.7776313943423503,89.96100020407052,132.96403658740294,0.2282608695652174,0.4242424242424242,0.9996685565336595
momentum,KGS,11,0,67,0.8269230769230769,0.9485294117647058,0.18181818181818182,0.5454545454545454,0.4626865671641791,0.49165691625952884,5.712430135664334,36.83562293772064,129.28967606813882,0.2282608695652174,0.36363636363636365,0.9410760875373158
momentum,KZT,11,0,58,0.6290322580645161,1.2421052631578948,0.36363636363636365,0.2727272727272727,0.5689655172413793,0.49345986351864507,22.896024439460284,33.62943310951827,121.28337687831447,0.15469613259668508,0.3333333333333333,1.15301275606153
momentum,TJS,11,0,61,0.8602941176470588,0.850909090909091,0.18181818181818182,0.6363636363636364,0.5245901639344263,0.5574583070245588,46.95438488748049,44.36011536482432,147.7236391632662,0.19337016574585636,0.3939393939393939,0.9410392801112487
momentum,UZS,11,0,68,0.9285714285714285,0.9063231850117095,0.09090909090909091,0.5454545454545454,0.4852941176470588,0.5007478478743187,46.89395951896253,57.23968003667212,119.01894958798955,0.19337016574585636,0.36363636363636365,0.9691386986626879
reversal,AMD,11,5,29,1.6424731182795698,1.6424731182795698,0.6666666666666666,0.16666666666666666,0.5172413793103449,0.3446057935829999,118.56491327575027,122.91965420781361,73.28757258315065,0.07734806629834254,0.7575757575757575,1.500965418870025
reversal,KGS,11,3,39,1.2097222222222221,1.2097222222222221,0.5,0.5,0.4358974358974359,0.370534930281451,50.25101217609813,2.8681861731680485,67.3193502910394,0.07734806629834254,0.6818181818181818,1.1764003883961407
reversal,KZT,11,2,36,0.7142857142857143,0.7142857142857143,0.4444444444444444,0.5555555555555556,0.3611111111111111,0.3337546341647728,47.26251142766213,29.058290791200335,126.53777312663298,0.1141304347826087,0.6969696969696969,1.081965834016952
reversal,TJS,11,5,34,1.484375,1.484375,0.5,0.3333333333333333,0.5882352941176471,0.45763365835706954,37.409800926000635,42.43651023823326,138.11160397252286,0.07608695652173914,0.7575757575757575,1.2853846813397527
reversal,UZS,11,2,45,1.1517857142857144,1.1517857142857144,0.3333333333333333,0.2222222222222222,0.4666666666666667,0.35750949012544075,98.03067376030315,45.58608356757086,85.65227440758524,0.15217391304347827,0.6515151515151515,1.3053266544139164
seasonality,AMD,11,1,13,0.893939393939394,1.4669066565618292,0.6,0.2,0.7692307692307693,0.5566708029097547,172.19248861237674,126.83042385842252,87.30674808041405,0.03867403314917127,0.8030303030303031,1.381841413650491
seasonality,KGS,11,4,7,0.0,0.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.5034933051882204,-30.877513720249794,-39.029022453515026,9.222150974317334,0.03804347826086957,0.893939393939394,0.5674639221021567
seasonality,KZT,11,1,10,0.0,1.6119414366326064,0.7,0.2,0.8,0.5337320912065981,205.63003216647564,172.8302782511504,106.7999503056638,0.03804347826086957,0.8484848484848485,1.4988793313728899
seasonality,TJS,11,4,8,1.7567567567567568,1.7567567567567568,0.8571428571428571,0.14285714285714285,0.875,0.5702843135916099,289.0532924976948,222.42462771320749,68.22117470351552,0.03804347826086957,0.8787878787878789,1.5343224057651392
seasonality,UZS,11,10,1,5.0,1.8571428571428572,1.0,0.0,1.0,0.5384615384615384,288.0351671930187,319.6962071203302,170.37614840732073,0.0,0.9848484848484849,1.8571428571428572
