corridor,scenario,windows,pushes,hit_mean_pooled,base_mean_pooled,lift_mean_median,lift_min_median,benefit_excess_median_bps,benefit_fwd_median_bps,freq_per_week_scenario_median,lift_mean_pooled
AMD,BUY_NOW,11,100,0.61,0.5258234290907822,1.2206572769953052,0.8645320197044334,34.93648058966792,60.660859427536494,0.3423913043478261,1.16008524202653
AMD,WINDOW_CLOSING,9,37,0.4594594594594595,0.37175292501322227,1.3505154639175259,1.3505154639175259,47.137681590922206,84.43550403807926,0.11602209944751381,1.2359269518676086
KGS,BUY_NOW,11,107,0.5233644859813084,0.47603482236167827,1.0197628458498025,0.9254901960784313,49.601890173436416,85.00220010580544,0.41847826086956524,1.0994247928855723
KGS,WINDOW_CLOSING,3,13,0.23076923076923078,0.41529777439846877,0.3839285714285714,0.3839285714285714,-81.27644852927926,-55.60730180055854,0.19337016574585636,0.5556717251940121
KZT,BUY_NOW,11,153,0.5424836601307189,0.5076480803429374,1.0702947845804989,1.3541666666666665,43.87823783777873,59.743153470492445,0.580110497237569,1.0686215138728559
KZT,WINDOW_CLOSING,4,10,0.3,0.4345498923622692,0.7941798941798942,0.7941798941798942,-51.907151170351696,12.394716201941284,0.09605452798462646,0.6903695186050129
TJS,BUY_NOW,11,137,0.5328467153284672,0.5526285047247055,0.9152542372881357,0.9365079365079364,3.1620291552672435,25.252517496755758,0.5027624309392265,0.964204181964713
TJS,WINDOW_CLOSING,3,13,0.6153846153846154,0.4326495156366901,1.3657407407407407,1.3657407407407407,50.84294867657938,81.40328693549192,0.07734806629834254,1.4223628899225995
UZS,BUY_NOW,11,103,0.47572815533980584,0.48087595461837396,0.9843749999999999,0.921875,26.144566455909526,21.6483333267075,0.3076923076923077,0.9892949538667338
UZS,WINDOW_CLOSING,3,9,0.6666666666666666,0.39562958246442675,1.2999999999999998,1.2999999999999998,55.565011100757474,65.91073161846705,0.11602209944751381,1.685077901692577
