country,date,name,kind,movable,source,verified
KG,2021-07-20,Курман айт,religious,yes,https://24.kg/obschestvo/200812_prazdnovanie_kurman_ayta_budutnbspli_perenosit_vyihodnoy_rasskazali_vnbspkabmine/,secondary
KG,2021-08-31,День независимости,national,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2021-11-07,Дни истории и памяти предков,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2021-11-08,Дни истории и памяти предков,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2022-01-01,Новый год,newyear,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-01-07,Рождество Христово,religious,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-02-23,День защитника Отечества,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2022-03-08,Международный женский день,womens,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-03-21,Народный праздник Нооруз,national,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-04-07,День народной Апрельской революции,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2022-05-01,Праздник труда,labour,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-05-02,Орозо айт,religious,yes,https://24.kg/obschestvo/232706_vnbspbishkeke_vnbspayt_namaze_prinyali_uchastie_okolo_35nbsptyisyach_chelovek/,secondary
KG,2022-05-05,День Конституции,national,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-05-09,День Победы,victory,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-07-09,Курман айт,religious,yes,https://mlsp.gov.kg/ru/2022/07/07/v-kyrgyzstane-11-iyulya-ponedelnik-obyavlen-nerabochim-dnyom/,primary
KG,2022-08-31,День независимости,national,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2022-11-07,Дни истории и памяти предков,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2022-11-08,Дни истории и памяти предков,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2023-01-01,Новый год,newyear,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2023-01-07,Рождество Христово,religious,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2023-02-23,День защитника Отечества,national,no,https://cbd.minjust.gov.kg/3-22/edition/13763/ru,primary
KG,2023-03-08,Международный женский день,womens,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
KG,2023-03-21,Народный праздник Нооруз,national,no,https://cbd.minjust.gov.kg/3-45/edition/25298/ru,primary
