corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,127,0.41847826086956524,0.03867403314917127,0.8508287292817679,0.0,0.30303030303030304,168.0,0.0,55,15
KGS,11,132,0.5414364640883977,0.07734806629834254,0.9668508287292817,0.0,0.2121212121212121,105.0,0.0,55,12
KZT,11,125,0.42541436464088395,0.15217391304347827,0.875,0.0,0.22727272727272727,99.0,0.0,68,12
TJS,11,161,0.6086956521739131,0.19337016574585636,0.9281767955801105,0.0,0.07575757575757575,65.0,0.0,54,14
UZS,11,120,0.38461538461538464,0.07734806629834254,0.7989130434782609,0.0,0.2727272727272727,119.0,0.0,43,7
