indicator,corridor,split,window,scenario,speed,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,20,25.0,8,8,0.125,0.15254237288135594,0.8194444444444444,0.0,2.458333333333333,0.375,0.5338983050847458,0.7023809523809523,21.641334335702197,-2.594269522656172,24.23560385835837,-57.02661138960737,116.07652383249133,-59.62088091226354,113.48225430983516,-75.24767823414109,146.2129219255007,80.95507745980917,-1.1186269042895436,0.32941176470588235,0.0,0.6941940813578052,46.0,0.16666666666666666
momentum,TJS,0,2021-01…2021-06,BUY_NOW,fast,20,50.0,8,8,0.125,0.19491525423728814,0.6413043478260869,0.0,1.9239130434782608,0.5,0.5508474576271186,0.9076923076923077,21.641334335702197,-2.594269522656172,24.23560385835837,-57.02661138960737,116.07652383249133,-59.62088091226354,113.48225430983516,-75.24767823414109,146.2129219255007,80.95507745980917,-1.1186269042895436,0.32941176470588235,0.0,0.6941940813578052,46.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,1,0.0,14,14,0.6428571428571429,0.4745762711864407,1.3545918367346939,0.7525510204081632,1.8061224489795917,0.6428571428571429,0.4745762711864407,1.3545918367346939,23.530494022680642,-1.6952910407747044,25.225785063455348,-3.4226085044722225,55.51198798792473,-5.117899545246927,53.81669694715003,2.025076443369442,48.160971584847765,34.078367968110115,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,1,10.0,14,14,0.7142857142857143,0.5338983050847458,1.3378684807256236,0.9365079365079365,1.7392290249433107,0.7142857142857143,0.5338983050847458,1.3378684807256236,23.530494022680642,-1.6952910407747044,25.225785063455348,-3.4226085044722225,55.51198798792473,-5.117899545246927,53.81669694715003,2.025076443369442,48.160971584847765,34.078367968110115,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,1,25.0,14,14,0.8571428571428571,0.6271186440677966,1.3667953667953667,1.0250965250965252,1.5945945945945945,0.8571428571428571,0.6271186440677966,1.3667953667953667,23.530494022680642,-1.6952910407747044,25.225785063455348,-3.4226085044722225,55.51198798792473,-5.117899545246927,53.81669694715003,2.025076443369442,48.160971584847765,34.078367968110115,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,1,50.0,14,14,0.8571428571428571,0.8050847457627118,1.0646616541353384,0.7984962406015038,1.2421052631578948,0.8571428571428571,0.8050847457627118,1.0646616541353384,23.530494022680642,-1.6952910407747044,25.225785063455348,-3.4226085044722225,55.51198798792473,-5.117899545246927,53.81669694715003,2.025076443369442,48.160971584847765,34.078367968110115,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,3,0.0,14,14,0.5,0.2966101694915254,1.6857142857142857,0.7224489795918367,2.648979591836735,0.5,0.4406779661016949,1.1346153846153846,24.174417564336103,-1.753943134230494,25.928360698566596,-10.431826314233824,60.583993416902,-12.185769448464319,58.8300502826715,4.893726352491411,48.54208446645252,39.2104250035211,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,3,10.0,14,14,0.5,0.3220338983050847,1.5526315789473686,0.6654135338345865,2.4398496240601504,0.5714285714285714,0.4830508474576271,1.1829573934837092,24.174417564336103,-1.753943134230494,25.928360698566596,-10.431826314233824,60.583993416902,-12.185769448464319,58.8300502826715,4.893726352491411,48.54208446645252,39.2104250035211,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,3,25.0,14,14,0.7142857142857143,0.3983050847457627,1.7933130699088147,1.0759878419452886,2.331306990881459,0.7857142857142857,0.5932203389830508,1.3244897959183675,24.174417564336103,-1.753943134230494,25.928360698566596,-10.431826314233824,60.583993416902,-12.185769448464319,58.8300502826715,4.893726352491411,48.54208446645252,39.2104250035211,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,3,50.0,14,14,0.7142857142857143,0.559322033898305,1.2770562770562772,0.7662337662337663,1.6601731601731604,0.9285714285714286,0.7288135593220338,1.2740863787375416,24.174417564336103,-1.753943134230494,25.928360698566596,-10.431826314233824,60.583993416902,-12.185769448464319,58.8300502826715,4.893726352491411,48.54208446645252,39.2104250035211,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,5,0.0,14,14,0.21428571428571427,0.2033898305084746,1.0535714285714284,0.0,2.1071428571428568,0.7142857142857143,0.4491525423728814,1.5902964959568733,30.861528144787705,-1.8278022888000809,32.689330433587784,-10.312268064533153,77.70919711236748,-12.140070353333234,75.88139482356739,4.487807518288448,67.30039224084575,43.597492764503386,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,5,10.0,14,14,0.35714285714285715,0.2288135593220339,1.560846560846561,0.6243386243386243,2.497354497354497,0.7142857142857143,0.4745762711864407,1.5051020408163265,30.861528144787705,-1.8278022888000809,32.689330433587784,-10.312268064533153,77.70919711236748,-12.140070353333234,75.88139482356739,4.487807518288448,67.30039224084575,43.597492764503386,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,5,25.0,14,14,0.5714285714285714,0.288135593220339,1.9831932773109242,0.9915966386554621,2.7268907563025206,0.8571428571428571,0.5932203389830508,1.4448979591836735,30.861528144787705,-1.8278022888000809,32.689330433587784,-10.312268064533153,77.70919711236748,-12.140070353333234,75.88139482356739,4.487807518288448,67.30039224084575,43.597492764503386,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,5,50.0,14,14,0.6428571428571429,0.4576271186440678,1.4047619047619049,0.7804232804232805,1.8730158730158728,0.9285714285714286,0.6949152542372882,1.3362369337979094,30.861528144787705,-1.8278022888000809,32.689330433587784,-10.312268064533153,77.70919711236748,-12.140070353333234,75.88139482356739,4.487807518288448,67.30039224084575,43.597492764503386,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,10,0.0,14,14,0.21428571428571427,0.16101694915254236,1.330827067669173,0.0,2.661654135338346,0.7142857142857143,0.4491525423728814,1.5902964959568733,58.65512878397443,0.06389764753973065,58.5912311364347,4.650186603581318,116.27235074825967,4.714084251121049,116.3362483957994,12.265598690864852,120.5078355747872,69.67996916294439,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,10,10.0,14,14,0.2857142857142857,0.17796610169491525,1.6054421768707483,0.4013605442176871,2.8095238095238098,0.7142857142857143,0.4661016949152542,1.5324675324675325,58.65512878397443,0.06389764753973065,58.5912311364347,4.650186603581318,116.27235074825967,4.714084251121049,116.3362483957994,12.265598690864852,120.5078355747872,69.67996916294439,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,10,25.0,14,14,0.42857142857142855,0.22033898305084745,1.945054945054945,0.6483516483516484,3.241758241758242,0.8571428571428571,0.559322033898305,1.5324675324675325,58.65512878397443,0.06389764753973065,58.5912311364347,4.650186603581318,116.27235074825967,4.714084251121049,116.3362483957994,12.265598690864852,120.5078355747872,69.67996916294439,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,10,50.0,14,14,0.5,0.3050847457627119,1.6388888888888888,0.9365079365079364,2.575396825396825,0.8571428571428571,0.635593220338983,1.3485714285714285,58.65512878397443,0.06389764753973065,58.5912311364347,4.650186603581318,116.27235074825967,4.714084251121049,116.3362483957994,12.265598690864852,120.5078355747872,69.67996916294439,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,20,0.0,14,14,0.14285714285714285,0.11016949152542373,1.2967032967032968,0.0,3.241758241758242,0.7142857142857143,0.4830508474576271,1.4786967418546366,99.52036576884277,-2.594269522656172,102.11463529149894,29.409775050124434,178.35168249343545,26.81550552746826,175.75741297077928,13.461914045104471,188.67597288300254,106.3616783179835,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,20,10.0,14,14,0.21428571428571427,0.1271186440677966,1.6857142857142857,0.0,3.3714285714285714,0.7142857142857143,0.4915254237288136,1.4532019704433496,99.52036576884277,-2.594269522656172,102.11463529149894,29.409775050124434,178.35168249343545,26.81550552746826,175.75741297077928,13.461914045104471,188.67597288300254,106.3616783179835,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,20,25.0,14,14,0.35714285714285715,0.15254237288135594,2.3412698412698414,0.9365079365079364,4.214285714285714,0.7142857142857143,0.5338983050847458,1.3378684807256236,99.52036576884277,-2.594269522656172,102.11463529149894,29.409775050124434,178.35168249343545,26.81550552746826,175.75741297077928,13.461914045104471,188.67597288300254,106.3616783179835,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
level,TJS,0,2021-01…2021-06,BUY_NOW,medium,20,50.0,14,14,0.35714285714285715,0.19491525423728814,1.8322981366459627,0.732919254658385,3.298136645962733,0.7142857142857143,0.5508474576271186,1.2967032967032968,99.52036576884277,-2.594269522656172,102.11463529149894,29.409775050124434,178.35168249343545,26.81550552746826,175.75741297077928,13.461914045104471,188.67597288300254,106.3616783179835,51.37825254201636,0.5764705882352942,0.0,1.2045823285079857,62.0,0.16666666666666666
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,1,0.0,8,8,0.75,0.4745762711864407,1.5803571428571428,1.0535714285714286,2.107142857142857,0.75,0.4745762711864407,1.5803571428571428,22.77525343962666,-1.6952910407747044,24.470544480401365,-4.646693961813209,52.29575289878607,-6.341985002587913,50.600461858011364,6.762299393988342,48.76594460451944,-2.9664319198415017,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,1,10.0,8,8,0.5,0.3813559322033898,1.3111111111111111,0.3277777777777778,2.2944444444444447,0.5,0.3813559322033898,1.3111111111111111,22.77525343962666,-1.6952910407747044,24.470544480401365,-4.646693961813209,52.29575289878607,-6.341985002587913,50.600461858011364,6.762299393988342,48.76594460451944,-2.9664319198415017,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,1,25.0,8,8,0.5,0.2966101694915254,1.6857142857142857,0.42142857142857143,2.95,0.5,0.2966101694915254,1.6857142857142857,22.77525343962666,-1.6952910407747044,24.470544480401365,-4.646693961813209,52.29575289878607,-6.341985002587913,50.600461858011364,6.762299393988342,48.76594460451944,-2.9664319198415017,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,1,50.0,8,8,0.5,0.2033898305084746,2.458333333333333,0.6145833333333333,4.302083333333333,0.5,0.2033898305084746,2.458333333333333,22.77525343962666,-1.6952910407747044,24.470544480401365,-4.646693961813209,52.29575289878607,-6.341985002587913,50.600461858011364,6.762299393988342,48.76594460451944,-2.9664319198415017,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,3,0.0,8,8,0.75,0.423728813559322,1.77,0.885,2.3600000000000003,0.75,0.423728813559322,1.77,41.78879684318862,-1.753943134230494,43.54273997741912,2.1085456986014415,85.81493210618049,0.3546025643709474,84.06098897195,16.916243948744135,80.604380498549,9.309263906436964,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,3,10.0,8,8,0.625,0.4067796610169492,1.5364583333333333,0.6145833333333333,2.1510416666666665,0.625,0.4067796610169492,1.5364583333333333,41.78879684318862,-1.753943134230494,43.54273997741912,2.1085456986014415,85.81493210618049,0.3546025643709474,84.06098897195,16.916243948744135,80.604380498549,9.309263906436964,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,3,25.0,8,8,0.625,0.3898305084745763,1.6032608695652173,0.6413043478260869,2.244565217391304,0.625,0.3898305084745763,1.6032608695652173,41.78879684318862,-1.753943134230494,43.54273997741912,2.1085456986014415,85.81493210618049,0.3546025643709474,84.06098897195,16.916243948744135,80.604380498549,9.309263906436964,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,3,50.0,8,8,0.375,0.3135593220338983,1.195945945945946,0.39864864864864863,2.391891891891892,0.375,0.3135593220338983,1.195945945945946,41.78879684318862,-1.753943134230494,43.54273997741912,2.1085456986014415,85.81493210618049,0.3546025643709474,84.06098897195,16.916243948744135,80.604380498549,9.309263906436964,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,5,0.0,8,8,0.625,0.423728813559322,1.475,0.5900000000000001,2.065,0.625,0.423728813559322,1.475,56.30515654145768,-1.8278022888000809,58.132958830257756,2.70773654465266,123.22890303349457,0.879934255852579,121.40110074469449,-0.7014023194731351,129.4028046605848,13.831357209624642,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,5,10.0,8,8,0.625,0.3644067796610169,1.7151162790697676,0.686046511627907,2.4011627906976747,0.625,0.3644067796610169,1.7151162790697676,56.30515654145768,-1.8278022888000809,58.132958830257756,2.70773654465266,123.22890303349457,0.879934255852579,121.40110074469449,-0.7014023194731351,129.4028046605848,13.831357209624642,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,5,25.0,8,8,0.625,0.3559322033898305,1.755952380952381,0.7023809523809524,2.4583333333333335,0.625,0.3559322033898305,1.755952380952381,56.30515654145768,-1.8278022888000809,58.132958830257756,2.70773654465266,123.22890303349457,0.879934255852579,121.40110074469449,-0.7014023194731351,129.4028046605848,13.831357209624642,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,5,50.0,8,8,0.5,0.3050847457627119,1.6388888888888888,0.4097222222222222,2.8680555555555554,0.5,0.3050847457627119,1.6388888888888888,56.30515654145768,-1.8278022888000809,58.132958830257756,2.70773654465266,123.22890303349457,0.879934255852579,121.40110074469449,-0.7014023194731351,129.4028046605848,13.831357209624642,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,10,0.0,8,8,0.75,0.4491525423728814,1.669811320754717,1.1132075471698113,2.2264150943396226,0.75,0.4491525423728814,1.669811320754717,66.28220100190026,0.06389764753973065,66.21830335436053,-11.559337977102892,144.0723928899893,-11.495440329563161,144.13629053752902,-28.426271638874105,167.4728535965249,15.494063518553675,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,10,10.0,8,8,0.625,0.4152542372881356,1.5051020408163265,0.6020408163265306,2.107142857142857,0.625,0.4152542372881356,1.5051020408163265,66.28220100190026,0.06389764753973065,66.21830335436053,-11.559337977102892,144.0723928899893,-11.495440329563161,144.13629053752902,-28.426271638874105,167.4728535965249,15.494063518553675,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,10,25.0,8,8,0.625,0.3728813559322034,1.6761363636363635,0.6704545454545454,2.346590909090909,0.625,0.3728813559322034,1.6761363636363635,66.28220100190026,0.06389764753973065,66.21830335436053,-11.559337977102892,144.0723928899893,-11.495440329563161,144.13629053752902,-28.426271638874105,167.4728535965249,15.494063518553675,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,10,50.0,8,8,0.625,0.3389830508474576,1.84375,0.7375,2.5812500000000003,0.625,0.3389830508474576,1.84375,66.28220100190026,0.06389764753973065,66.21830335436053,-11.559337977102892,144.0723928899893,-11.495440329563161,144.13629053752902,-28.426271638874105,167.4728535965249,15.494063518553675,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,20,0.0,8,8,0.625,0.4067796610169492,1.5364583333333333,0.6145833333333333,2.1510416666666665,0.625,0.4067796610169492,1.5364583333333333,82.71398056151902,-2.594269522656172,85.3082500841752,-14.694351066093313,183.12637406001932,-17.288620588749485,180.53210453736315,-31.991656968947126,197.41961809198517,41.9916419138544,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
reversal,TJS,0,2021-01…2021-06,WINDOW_CLOSING,slow,20,10.0,8,8,0.625,0.4067796610169492,1.5364583333333333,0.6145833333333333,2.1510416666666665,0.625,0.4067796610169492,1.5364583333333333,82.71398056151902,-2.594269522656172,85.3082500841752,-14.694351066093313,183.12637406001932,-17.288620588749485,180.53210453736315,-31.991656968947126,197.41961809198517,41.9916419138544,74.26798980775139,0.32941176470588235,0.0,1.1196040878852969,82.0,0.3333333333333333
