corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,135,0.4565217391304348,0.2121212121212121,9,-9
KGS,130,0.5414364640883977,0.2121212121212121,12,119,0.4184782608695652,0.2121212121212121,12,-11
KZT,181,0.6467391304347826,0.07575757575757575,19,116,0.3804347826086957,0.19696969696969696,11,-65
TJS,159,0.5384615384615384,0.07575757575757575,12,102,0.3867403314917127,0.19696969696969696,7,-57
UZS,121,0.3846153846153846,0.2727272727272727,7,91,0.3093922651933701,0.25757575757575757,7,-30
