scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,474,0.5295358649789029,19.976143121802064,-0.002247080757531217,-8.91894348521247
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,89,0.47191011235955055,3.2194583951369613,0.016354556803995002,62.11397946188448
all,735,0.5224489795918368,18.145338728594687,563,0.5204262877442274,17.327217827533513,-0.0020226918476093925,-0.8181209010611745
