indicator,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
dip_vs_trend,47,496,312,1.0022315287028014,0.9286808947814074,-0.07355063392139405,-0.16645508489481042,0.015278853739299528,-31.782636922024643,-56.36968132162885,-24.58704439960421,-55.79126576881488,3.9464259217699396,11,-0.19377088009588955,0.01691172809688158,-66.7082686536838,10.116333461497014,разницы нет,разницы нет,разницы нет,разницы нет
level,45,623,319,1.1069629735349202,1.12686457339158,0.019901599856659846,-0.07190576849314263,0.11187753691654935,43.976917209123506,75.49383031230481,31.516913103181302,2.0137808284207344,64.61443403781217,10,-0.04978763081483215,0.11848995234073982,10.859823268936038,75.8051106575335,разницы нет,разницы нет,вариант,вариант
ml_localmin,45,272,272,1.1558207648258547,1.1558207648258547,0.0,0.0,0.0,36.98792116450045,36.98792116450045,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
momentum,55,988,248,0.9804468066353104,0.9625191798375539,-0.017927626797756502,-0.11126726072847738,0.07477049836883663,-6.443570074061485,-5.179785720457207,1.2637843536042785,-30.926076071200235,33.29211487510568,11,-0.1641253779297235,0.12966075889977915,-28.344414479250965,37.911401679960456,разницы нет,разницы нет,разницы нет,разницы нет
reversal,48,525,253,1.0774007002126214,1.1646001740256098,0.08719947381298843,-0.024100418011995473,0.20479433757742008,-9.11381156773621,36.74429057942936,45.85810214716557,13.598210106470013,84.1099426554718,10,-0.03282521619146794,0.19433876445554352,-3.799923414455474,101.99496683359978,разницы нет,разницы нет,вариант,разницы нет
seasonality,55,134,138,1.0311448924491056,1.083283542553391,0.05213865010428553,0.011251668684965492,0.10088697260411479,43.5513928125129,52.57272415189968,9.021331339386776,-6.179089879707298,23.574539624714866,11,0.011805586082741348,0.09566690755741943,-8.252659209172323,23.30725467584185,вариант,вариант,разницы нет,разницы нет
all,55,3038,1542,1.0408607511577708,1.0623687984053496,0.02150804724757882,-0.014094249824028543,0.06310909852879269,5.391387226907937,20.637263582947824,15.245876356039886,2.3792277821713794,28.433873018227587,11,-0.017308445435693553,0.08119522595396651,4.896418314696539,33.85983233505469,разницы нет,разницы нет,вариант,вариант
