scenario,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
BUY_NOW,55,645,443,1.0408172315365805,1.0471107498230954,0.006293518286514921,-0.08165573493635508,0.09208969569740885,34.25731206598712,27.351279694169172,-6.90603237181795,-42.22120676547808,24.487764632358697,11,-0.07042449564428815,0.08826986389320621,-43.649579541502376,22.403697298915613,разницы нет,разницы нет,разницы нет,разницы нет
WINDOW_CLOSING,36,90,62,1.1066079387060088,1.2385232537888924,0.13191531508288357,-0.2006380499674194,0.4516717201539205,-26.55235362957734,81.76135756164041,108.31371119121775,-1.3681771552716464,242.41641709430942,10,-0.1759348634036642,0.41027349239387173,2.406347828928534,226.96380043079722,разницы нет,разницы нет,разницы нет,вариант
all,55,735,505,1.0474663409853064,1.0649732884035277,0.01750694741822123,-0.06404929227295127,0.09527429041979515,26.811230552244535,34.03132885809633,7.220098305851796,-17.531434206716426,31.432942238086262,11,-0.06282859174158859,0.10085685065421962,-13.144223628195784,28.83714226489067,разницы нет,разницы нет,разницы нет,разницы нет
