pair,corridor,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
dip_vs_trend → dip_vs_trend,AMD,10,87,28,1.1762044919628283,1.0571250187589245,-0.11907947320390377,-0.3258912220476712,0.08070672041513545,-5.183818364099823,48.324627979113636,53.50844634321346,-49.39988169136641,148.4647960397073,10,-0.3258912220476712,0.08070672041513545,-49.39988169136641,148.4647960397073,разницы нет,разницы нет,разницы нет,разницы нет
dip_vs_trend → dip_vs_trend,KGS,9,86,27,0.9305249981197918,0.8918614551774872,-0.038663542942304674,-0.4983556477420652,0.33926522992006536,-15.398010329829743,121.06650705763921,136.46451738746896,-141.23207463321805,349.04685125725393,9,-0.4983556477420652,0.33926522992006536,-141.23207463321805,349.04685125725393,разницы нет,разницы нет,разницы нет,разницы нет
dip_vs_trend → dip_vs_trend,KZT,11,132,55,0.9369717722530975,1.1174503558689795,0.18047858361588198,0.030971528037928436,0.46507271070067785,-47.25441396627322,-15.641142574463968,31.61327139180925,-6.2300271898367,95.38898684378414,11,0.030971528037928436,0.46507271070067785,-6.2300271898367,95.38898684378414,вариант,вариант,разницы нет,разницы нет
dip_vs_trend → dip_vs_trend,TJS,9,104,37,0.9214387893439873,0.7164391143836945,-0.2049996749602928,-0.43342364890787616,-0.038482651038510646,-55.51854820962326,-139.91414755791135,-84.39559934828809,-200.32868716643978,18.106062096233202,9,-0.43342364890787616,-0.038482651038510646,-200.32868716643978,18.106062096233202,latest,latest,разницы нет,разницы нет
dip_vs_trend → dip_vs_trend,UZS,9,87,36,1.10543257234363,0.9603946655245444,-0.14503790681908557,-0.32995410151866084,0.06216392707676662,-22.72936976934824,-80.74215126281608,-58.01278149346784,-165.05873235620862,56.66998908099137,9,-0.32995410151866084,0.06216392707676662,-165.05873235620862,56.66998908099137,разницы нет,разницы нет,разницы нет,разницы нет
reversal → reversal,all,48,525,139,1.0774007002126214,1.1933750631445958,0.1159743629319745,-0.05615358384405004,0.30369356344523696,-9.11381156773621,46.90164422186713,56.01545578960334,14.62837846445412,103.64145826049608,10,-0.11317605739109045,0.4229467949927834,-4.283024321562686,109.86863399982639,разницы нет,разницы нет,вариант,разницы нет
reversal → reversal,AMD,9,93,25,1.1336054359058891,1.3126659567406096,0.17906052083472046,-0.5630738521338944,0.6736380047126423,37.88928963439629,56.839198238597355,18.949908604201063,-134.1182950846455,102.07025090274715,9,-0.5630738521338944,0.6736380047126423,-134.1182950846455,102.07025090274715,разницы нет,разницы нет,разницы нет,разницы нет
reversal → reversal,KGS,10,115,33,0.9622468111073544,1.1202862338517305,0.1580394227443761,-0.08203810623195401,0.6147087554073339,-47.65391791689655,20.59697256578023,68.25089048267678,37.747027613929305,114.44757703642277,10,-0.08203810623195401,0.6147087554073339,37.747027613929305,114.44757703642277,разницы нет,разницы нет,вариант,вариант
reversal → reversal,KZT,10,106,34,1.0569429311544163,1.0266355346692033,-0.030307396485212967,-0.34165315574242344,0.17913917788591185,-25.03948207521487,17.60894211421079,42.64842418942566,-76.59248851873532,154.88954128887025,10,-0.34165315574242344,0.17913917788591185,-76.59248851873532,154.88954128887025,разницы нет,разницы нет,разницы нет,разницы нет
reversal → reversal,TJS,9,99,21,1.041245633528159,1.1358282843286804,0.09458265080052142,-0.2193503522464139,0.6583051881707734,-12.798546770904508,29.579375126589532,42.37792189749404,-20.646299928387165,158.91954743097486,9,-0.2193503522464139,0.6583051881707734,-20.646299928387165,158.91954743097486,разницы нет,разницы нет,разницы нет,разницы нет
reversal → reversal,UZS,10,112,26,1.2112723727209884,1.4441717695895315,0.2328993968685431,-0.09261799599748524,0.6729080330645345,9.758810550670196,123.02990717931935,113.27109662864916,-11.231750138210977,299.3703082499574,10,-0.09261799599748524,0.6729080330645345,-11.231750138210977,299.3703082499574,разницы нет,разницы нет,разницы нет,разницы нет
momentum → momentum,all,55,988,154,0.9804468066353104,1.0303987188842112,0.04995191224890083,-0.09669662122453185,0.19002971361524,-6.443570074061485,-2.984183469008239,3.459386605053246,-76.73834935086848,71.20539585085417,11,-0.15699945075440835,0.24884153183654878,-65.9984465190939,93.78212899720286,разницы нет,разницы нет,разницы нет,разницы нет
momentum → momentum,AMD,11,186,32,0.9817382671657228,1.1552804920721085,0.1735422249063857,-0.09416216514031346,0.43557243845231053,-24.0871077332595,26.184958807941307,50.27206654120081,-19.829539783498998,122.26590849821635,11,-0.09416216514031346,0.43557243845231053,-19.829539783498998,122.26590849821635,разницы нет,разницы нет,разницы нет,разницы нет
momentum → momentum,KGS,11,139,33,0.8870908050079526,1.1127094294769706,0.22561862446901804,0.04094718333941733,0.40221352934645255,-7.7925461620332435,70.29679061582338,78.08933677785663,11.541842390070626,156.9636347908848,11,0.04094718333941733,0.40221352934645255,11.541842390070626,156.9636347908848,вариант,вариант,вариант,вариант
momentum → momentum,KZT,11,229,30,1.0391604794783253,1.1072787746711257,0.06811829519280033,-0.30293046266989276,0.6266258554685771,7.85627867059468,-1.9170529011053228,-9.773331571700002,-123.25736675723215,210.50177376929273,11,-0.30293046266989276,0.6266258554685771,-123.25736675723215,210.50177376929273,разницы нет,разницы нет,разницы нет,разницы нет
momentum → momentum,TJS,11,218,36,0.9889024094928547,0.9203192341270535,-0.06858317536580116,-0.4035091172540972,0.18907054886187163,-1.9247955101404122,12.065161866730206,13.989957376870617,-56.45639781333247,82.42328642585541,11,-0.4035091172540972,0.18907054886187163,-56.45639781333247,82.42328642585541,разницы нет,разницы нет,разницы нет,разницы нет
momentum → momentum,UZS,11,216,23,0.9690330891061492,0.8188645736312755,-0.15016851547487364,-0.5328914992831915,0.2699639353964393,-10.103535521386247,-173.65701159011692,-163.55347606873067,-530.2345288811226,130.98998481399013,11,-0.5328914992831915,0.2699639353964393,-530.2345288811226,130.98998481399013,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,all,55,134,134,1.0311448924491056,1.0311448924491056,0.0,0.0,0.0,43.5513928125129,43.5513928125129,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,AMD,11,19,19,1.1924692350026247,1.1924692350026247,0.0,0.0,0.0,117.27718617973183,117.27718617973183,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,KGS,11,29,29,0.8905842467271253,0.8905842467271253,0.0,0.0,0.0,10.364525874683729,10.364525874683729,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,KZT,11,32,32,1.017048410853528,1.017048410853528,0.0,0.0,0.0,25.206193642492604,25.206193642492604,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,TJS,11,28,28,0.9373171769724694,0.9373171769724694,0.0,0.0,0.0,44.69109509289511,44.69109509289511,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
seasonality → seasonality,UZS,11,26,26,1.1810012660158136,1.1810012660158136,0.0,0.0,0.0,48.042307305198804,48.042307305198804,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,разницы нет,разницы нет,разницы нет,разницы нет
