corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,137,0.4945652173913044,0.2424242424242424,17,-7
KGS,130,0.5414364640883977,0.2121212121212121,12,120,0.5027624309392265,0.22727272727272727,12,-10
KZT,181,0.6467391304347826,0.07575757575757575,19,163,0.6086956521739131,0.10606060606060605,19,-18
TJS,159,0.5384615384615384,0.07575757575757575,12,150,0.5027624309392265,0.10606060606060602,12,-9
UZS,121,0.3846153846153846,0.2727272727272727,7,112,0.3076923076923077,0.28787878787878785,7,-9
