corridor,split,window,scenario,sent_total,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
AMD,0,2021-01…2021-06,BUY_NOW,21,1,0.0,13,13,0.46153846153846156,0.4745762711864407,0.9725274725274725,0.3241758241758242,1.4628434065933844,0.46153846153846156,0.4745762711864407,0.9725274725274725,-4.470741038098585,2.439534227944096,-6.910275266042682,-48.97735545617672,32.03869852837059,-46.53782122823262,34.47823275631468,-28.02998075968063,36.46477041239549,17.385901284678447,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,1,10.0,13,13,0.46153846153846156,0.5254237288135594,0.8784119106699751,0.29280397022332505,1.3212779156327343,0.46153846153846156,0.5254237288135594,0.8784119106699751,-4.470741038098585,2.439534227944096,-6.910275266042682,-48.97735545617672,32.03869852837059,-46.53782122823262,34.47823275631468,-28.02998075968063,36.46477041239549,17.385901284678447,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,1,25.0,13,13,0.7692307692307693,0.635593220338983,1.2102564102564104,0.8471794871794872,1.5733333333333335,0.7692307692307693,0.635593220338983,1.2102564102564104,-4.470741038098585,2.439534227944096,-6.910275266042682,-48.97735545617672,32.03869852837059,-46.53782122823262,34.47823275631468,-28.02998075968063,36.46477041239549,17.385901284678447,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,1,50.0,13,13,0.8461538461538461,0.8050847457627118,1.0510121457489878,0.7643724696356277,1.2421052631578948,0.8461538461538461,0.8050847457627118,1.0510121457489878,-4.470741038098585,2.439534227944096,-6.910275266042682,-48.97735545617672,32.03869852837059,-46.53782122823262,34.47823275631468,-28.02998075968063,36.46477041239549,17.385901284678447,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,3,0.0,13,13,0.23076923076923078,0.3050847457627119,0.7564102564102564,0.0,1.5128205128205128,0.5384615384615384,0.5,1.0769230769230769,-17.628230218793817,6.47490088087447,-24.10313109966829,-69.19070521495833,13.434866558472445,-62.71580433408386,19.909767439346915,-28.394488501303062,-2.9882639699039264,10.807527259286944,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,3,10.0,13,13,0.23076923076923078,0.3305084745762712,0.6982248520710059,0.0,1.3964497041420119,0.6153846153846154,0.5847457627118644,1.0523968784838351,-17.628230218793817,6.47490088087447,-24.10313109966829,-69.19070521495833,13.434866558472445,-62.71580433408386,19.909767439346915,-28.394488501303062,-2.9882639699039264,10.807527259286944,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,3,25.0,13,13,0.46153846153846156,0.4152542372881356,1.1114599686028257,0.5557299843014128,1.6671899529042387,0.6923076923076923,0.6610169491525424,1.047337278106509,-17.628230218793817,6.47490088087447,-24.10313109966829,-69.19070521495833,13.434866558472445,-62.71580433408386,19.909767439346915,-28.394488501303062,-2.9882639699039264,10.807527259286944,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,3,50.0,13,13,0.6153846153846154,0.6271186440677966,0.9812889812889813,0.6133056133056134,1.3492723492723493,0.7692307692307693,0.7627118644067796,1.0085470085470087,-17.628230218793817,6.47490088087447,-24.10313109966829,-69.19070521495833,13.434866558472445,-62.71580433408386,19.909767439346915,-28.394488501303062,-2.9882639699039264,10.807527259286944,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,5,0.0,13,13,0.15384615384615385,0.23728813559322035,0.6483516483516484,0.0,1.620879120879121,0.3076923076923077,0.4830508474576271,0.6369770580296896,-28.944569259138436,11.119391346840903,-40.06396060597934,-85.80048990063281,2.443749088642127,-74.68109855379191,13.56314043548303,-48.57624338031504,-5.995064822534499,4.193281529310062,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,5,10.0,13,13,0.15384615384615385,0.2542372881355932,0.6051282051282052,0.0,1.512820512820513,0.38461538461538464,0.5169491525423728,0.7440100882723835,-28.944569259138436,11.119391346840903,-40.06396060597934,-85.80048990063281,2.443749088642127,-74.68109855379191,13.56314043548303,-48.57624338031504,-5.995064822534499,4.193281529310062,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,5,25.0,13,13,0.23076923076923078,0.3389830508474576,0.6807692307692308,0.0,1.3615384615384616,0.5384615384615384,0.635593220338983,0.8471794871794872,-28.944569259138436,11.119391346840903,-40.06396060597934,-85.80048990063281,2.443749088642127,-74.68109855379191,13.56314043548303,-48.57624338031504,-5.995064822534499,4.193281529310062,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,5,50.0,13,13,0.46153846153846156,0.5423728813559322,0.8509615384615385,0.4254807692307693,1.4182692307692308,0.6923076923076923,0.7288135593220338,0.9499105545617174,-28.944569259138436,11.119391346840903,-40.06396060597934,-85.80048990063281,2.443749088642127,-74.68109855379191,13.56314043548303,-48.57624338031504,-5.995064822534499,4.193281529310062,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,10,0.0,13,13,0.0,0.19491525423728814,0.0,0.0,0.0,0.3076923076923077,0.4322033898305085,0.7119155354449472,-33.887029562106314,24.192897170531936,-58.07992673263825,-114.12318066957124,-9.388606141246655,-89.9302834990393,14.804291029285281,-71.83762522603558,21.435253195922073,3.084251503232035,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,10,10.0,13,13,0.0,0.2033898305084746,0.0,0.0,0.0,0.38461538461538464,0.4661016949152542,0.8251748251748252,-33.887029562106314,24.192897170531936,-58.07992673263825,-114.12318066957124,-9.388606141246655,-89.9302834990393,14.804291029285281,-71.83762522603558,21.435253195922073,3.084251503232035,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,10,25.0,13,13,0.0,0.2288135593220339,0.0,0.0,0.0,0.46153846153846156,0.5508474576271186,0.8378698224852071,-33.887029562106314,24.192897170531936,-58.07992673263825,-114.12318066957124,-9.388606141246655,-89.9302834990393,14.804291029285281,-71.83762522603558,21.435253195922073,3.084251503232035,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,10,50.0,13,13,0.23076923076923078,0.4152542372881356,0.5557299843014128,0.0,1.1114599686028257,0.6153846153846154,0.6949152542372882,0.8855534709193246,-33.887029562106314,24.192897170531936,-58.07992673263825,-114.12318066957124,-9.388606141246655,-89.9302834990393,14.804291029285281,-71.83762522603558,21.435253195922073,3.084251503232035,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,20,0.0,13,13,0.0,0.13559322033898305,0.0,0.0,0.0,0.46153846153846156,0.5084745762711864,0.9076923076923078,-30.898714992947983,43.40759409925216,-74.30630909220014,-149.14704762207626,-1.8371317699399157,-105.7394535228241,41.57046232931224,-93.11025205081202,67.4786462837732,13.218354079794429,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,20,10.0,13,13,0.0,0.16101694915254236,0.0,0.0,0.0,0.46153846153846156,0.5338983050847458,0.8644688644688645,-30.898714992947983,43.40759409925216,-74.30630909220014,-149.14704762207626,-1.8371317699399157,-105.7394535228241,41.57046232931224,-93.11025205081202,67.4786462837732,13.218354079794429,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,20,25.0,13,13,0.0,0.1864406779661017,0.0,0.0,0.0,0.46153846153846156,0.5508474576271186,0.8378698224852071,-30.898714992947983,43.40759409925216,-74.30630909220014,-149.14704762207626,-1.8371317699399157,-105.7394535228241,41.57046232931224,-93.11025205081202,67.4786462837732,13.218354079794429,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,BUY_NOW,21,20,50.0,13,13,0.0,0.2796610169491525,0.0,0.0,0.0,0.46153846153846156,0.5932203389830508,0.7780219780219781,-30.898714992947983,43.40759409925216,-74.30630909220014,-149.14704762207626,-1.8371317699399157,-105.7394535228241,41.57046232931224,-93.11025205081202,67.4786462837732,13.218354079794429,-56.99494230913016,0.5027624309392265,0.0,0.779743547584717,40.0,0.0
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,1,0.0,8,8,0.625,0.4745762711864407,1.3169642857142856,0.5267857142857143,1.84375,0.625,0.4745762711864407,1.3169642857142856,0.4872636794416003,2.439534227944096,-1.9522705485024958,-73.05906705252629,51.01997417259936,-70.6195328245822,53.459508400543456,-85.00547970374097,51.94677858038888,-32.148368172325576,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,1,10.0,8,8,0.625,0.4745762711864407,1.3169642857142856,0.5267857142857143,1.84375,0.625,0.4745762711864407,1.3169642857142856,0.4872636794416003,2.439534227944096,-1.9522705485024958,-73.05906705252629,51.01997417259936,-70.6195328245822,53.459508400543456,-85.00547970374097,51.94677858038888,-32.148368172325576,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,1,25.0,8,8,0.625,0.4745762711864407,1.3169642857142856,0.5267857142857143,1.84375,0.625,0.4745762711864407,1.3169642857142856,0.4872636794416003,2.439534227944096,-1.9522705485024958,-73.05906705252629,51.01997417259936,-70.6195328245822,53.459508400543456,-85.00547970374097,51.94677858038888,-32.148368172325576,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,1,50.0,8,8,0.625,0.4745762711864407,1.3169642857142856,0.5267857142857143,1.84375,0.625,0.4745762711864407,1.3169642857142856,0.4872636794416003,2.439534227944096,-1.9522705485024958,-73.05906705252629,51.01997417259936,-70.6195328245822,53.459508400543456,-85.00547970374097,51.94677858038888,-32.148368172325576,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,3,0.0,8,8,0.75,0.5,1.5,0.75,2.0,0.75,0.5,1.5,31.39203589552553,6.47490088087447,24.91713501465106,-53.77019565471488,94.73941219477567,-47.29529477384041,101.21431307565014,-54.741562457571625,97.07315960448938,-18.270681959797617,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,3,10.0,8,8,0.75,0.5,1.5,0.75,2.0,0.75,0.5,1.5,31.39203589552553,6.47490088087447,24.91713501465106,-53.77019565471488,94.73941219477567,-47.29529477384041,101.21431307565014,-54.741562457571625,97.07315960448938,-18.270681959797617,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,3,25.0,8,8,0.75,0.5,1.5,0.75,2.0,0.75,0.5,1.5,31.39203589552553,6.47490088087447,24.91713501465106,-53.77019565471488,94.73941219477567,-47.29529477384041,101.21431307565014,-54.741562457571625,97.07315960448938,-18.270681959797617,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,3,50.0,8,8,0.75,0.5,1.5,0.75,2.0,0.75,0.5,1.5,31.39203589552553,6.47490088087447,24.91713501465106,-53.77019565471488,94.73941219477567,-47.29529477384041,101.21431307565014,-54.741562457571625,97.07315960448938,-18.270681959797617,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,5,0.0,8,8,0.75,0.5084745762711864,1.475,0.7375,1.9666666666666668,0.75,0.5084745762711864,1.475,58.65543287548222,11.119391346840903,47.53604152864132,-48.34098516420859,140.1675044170168,-37.22159381736769,151.2868957638577,-29.123493995378094,137.2070364157617,-6.463619961482877,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,5,10.0,8,8,0.75,0.5084745762711864,1.475,0.7375,1.9666666666666668,0.75,0.5084745762711864,1.475,58.65543287548222,11.119391346840903,47.53604152864132,-48.34098516420859,140.1675044170168,-37.22159381736769,151.2868957638577,-29.123493995378094,137.2070364157617,-6.463619961482877,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
AMD,0,2021-01…2021-06,WINDOW_CLOSING,21,5,25.0,8,8,0.75,0.5084745762711864,1.475,0.7375,1.9666666666666668,0.75,0.5084745762711864,1.475,58.65543287548222,11.119391346840903,47.53604152864132,-48.34098516420859,140.1675044170168,-37.22159381736769,151.2868957638577,-29.123493995378094,137.2070364157617,-6.463619961482877,105.78787492448532,0.30939226519337015,0.0,0.9269438848746169,64.0,0.3333333333333333
