corridor,scenario,windows,pushes,hit_mean_pooled,base_mean_pooled,lift_mean_median,lift_min_median,benefit_excess_median_bps,benefit_fwd_median_bps,freq_per_week_scenario_median,lift_mean_pooled
AMD,BUY_NOW,11,172,0.5523255813953488,0.5404653971728461,1.1073541842772612,0.8493647912885661,9.164415016414686,64.02574309701396,0.6086956521739131,1.0219443914162551
AMD,WINDOW_CLOSING,6,21,0.5714285714285714,0.5296281415879306,0.86369622475856,0.86369622475856,40.85958944729464,41.81090740041138,0.09605452798462646,1.0789241102546303
KGS,BUY_NOW,11,139,0.4676258992805755,0.4856155623297676,0.9774436090225563,0.9369369369369369,17.439074521848475,29.45318748579881,0.41847826086956524,0.9629549288682479
KGS,WINDOW_CLOSING,3,16,0.3125,0.4047371340064482,0.963265306122449,0.963265306122449,-81.27644852927926,-55.60730180055854,0.19337016574585636,0.7721060751372057
KZT,BUY_NOW,11,200,0.515,0.5061102781592269,1.1054421768707483,1.1644736842105263,25.207507187229794,18.86213010930586,0.6574585635359116,1.017564792149857
KZT,WINDOW_CLOSING,4,12,0.3333333333333333,0.45223790465217345,0.803968253968254,0.803968253968254,-46.76573734379788,-10.9550158930602,0.11507626711506125,0.7370751763714004
TJS,BUY_NOW,11,182,0.532967032967033,0.558168042483694,0.9756302521008404,0.7697368421052632,-1.4101559695220782,15.4281264148292,0.6467391304347826,0.9548504973439119
TJS,WINDOW_CLOSING,2,10,0.6,0.41944082283065337,1.678219696969697,1.678219696969697,29.420640856531485,1.6209883837498626,0.19337016574585636,1.4304759273330108
UZS,BUY_NOW,11,172,0.5174418604651163,0.5148227982718934,1.0524737631184407,1.0505050505050506,4.918821840712297,16.991844912986515,0.6086956521739131,1.0050873081029323
UZS,WINDOW_CLOSING,3,10,0.6,0.3945281626795226,1.1727272727272728,1.1727272727272728,96.94876238590307,107.29448290361265,0.11602209944751381,1.5208039799363657
