corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,141,0.4565217391304348,0.03867403314917127,0.9668508287292817,0.0,0.22727272727272727,168.0,0.0,55,16
KGS,11,136,0.41847826086956524,0.15217391304347827,0.9281767955801105,0.0,0.16666666666666666,96.0,0.0,55,12
KZT,11,129,0.3804347826086957,0.15217391304347827,0.9510869565217391,0.0,0.18181818181818182,99.0,0.0,68,11
TJS,11,117,0.41847826086956524,0.1141304347826087,0.8895027624309392,0.0,0.22727272727272727,113.0,0.0,54,9
UZS,11,118,0.38461538461538464,0.07734806629834254,0.7608695652173914,0.0,0.25757575757575757,119.0,0.0,43,9
