indicator,corridor,windows,events,lift_mean_pooled,benefit_excess_pooled_bps,freq_per_week_median,empty_month_share_mean
level_drift,AMD,11,132,1.3387084603764905,75.48976417201492,0.2307692307692307,0.5454545454545454
level_drift,KGS,11,126,1.140081387896756,42.67660636224057,0.266304347826087,0.5303030303030304
level_drift,KZT,11,161,0.946747289966802,-22.98486296612855,0.6187845303867403,0.5454545454545455
level_drift,TJS,11,120,1.1110836836378124,65.06142887032712,0.3423913043478261,0.5454545454545454
level_drift,UZS,11,143,1.2102009380135343,38.14105962472209,0.3480662983425414,0.5151515151515151
level_drift,all,11,682,1.1412675565928145,36.51448874717902,0.3804347826086957,0.5363636363636364
