corridor,family,persona,strategy,label,windows,months,benefit_vs_habit_bps,benefit_vs_habit_ci_lo,benefit_vs_habit_ci_hi,benefit_vs_random_bps,benefit_vs_random_ci_lo,benefit_vs_random_ci_hi,oracle_share,share_shifted,benefit_when_shifted_bps,benefit_when_shifted_ci_lo,benefit_when_shifted_ci_hi,regret_share,not_worse_share,mean_day,rub_per_transfer
AMD,wait,s05_k15,push,"первый пуш потока, иначе срок",66,66,40.6160815539145,-50.01470587122404,134.95154087976496,33.889612609719556,-30.99822055853467,114.80985189474423,0.11258923963155429,0.5757575757575758,140.53324693085096,28.855502643981122,270.5907850764019,0.3181818181818182,0.6818181818181818,8.666666666666666,121.84824466174351
AMD,wait,s05_k15,push_or_calendar,"первый пуш, иначе календарь, иначе срок",66,66,43.99115398831834,-44.486425600961326,139.19806576171808,37.303165188105986,-25.430660602946272,119.11965415936206,0.12392986171740941,0.8939393939393939,49.210443444559495,-44.99683518993464,160.39753998516412,0.3181818181818182,0.6818181818181818,8.196969696969697,131.97346196495502
AMD,wait,s05_k15,oracle,оракул: лучший день окна,66,66,308.68390828615657,222.54685844028091,409.47806653755333,301.00223361151154,241.0433883892527,379.11337517459623,1.0,0.8484848484848485,363.8060347658274,266.6197736591578,478.3035434505014,0.0,1.0,6.4393939393939394,926.0517248584697
AMD,wait,s10_k05,habit,привычка: первый день окна,66,66,0.0,0.0,0.0,-30.298962971834644,-67.65536489740705,7.635751869692655,-0.24446711831731102,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s10_k05,deadline,ждать до срока,66,66,54.009664429423026,-14.264260003544898,122.41244044553831,19.740619322249216,-15.221878260977496,53.443399281646414,0.159277145029531,1.0,54.009664429423026,-14.264260003544898,122.41244044553831,0.3484848484848485,0.6515151515151515,5.0,162.02899328826908
AMD,wait,s10_k05,random,случайный день окна,66,66,32.73899449400798,-5.202364052996245,71.1845273666118,0.0,0.0,0.0,0.0,,,,,0.30303030303030304,0.696969696969697,,98.21698348202395
AMD,wait,s10_k05,calendar25,"календарь: первый день с 25-го, иначе срок",66,66,54.009664429423026,-14.264260003544898,122.41244044553831,19.740619322249216,-15.221878260977496,53.443399281646414,0.159277145029531,0.0,,,,0.3484848484848485,0.6515151515151515,5.0,162.02899328826908
AMD,wait,s10_k05,screen,"экран: первый день с фактом уровня, иначе срок",66,66,16.98994625279509,-38.056816128877394,73.49563926532149,-16.067770656048808,-50.79281290262967,17.546822458219754,-0.12964277337541674,0.07575757575757576,303.1813126683454,89.53479565717304,642.8144329753329,0.2878787878787879,0.7121212121212122,3.5454545454545454,50.96983875838527
AMD,wait,s10_k05,push,"первый пуш потока, иначе срок",66,66,38.79099843778879,-16.907125974917612,93.36302186702846,5.389203634475985,-24.131131661262582,35.99238231026865,0.04348277806637248,0.3484848484848485,135.6504276089585,70.94936247450352,208.0145384178598,0.30303030303030304,0.696969696969697,3.8333333333333335,116.37299531336636
AMD,wait,s10_k05,push_or_calendar,"первый пуш, иначе календарь, иначе срок",66,66,38.79099843778879,-16.907125974917612,93.36302186702846,5.389203634475985,-24.131131661262582,35.99238231026865,0.04348277806637248,0.3484848484848485,135.6504276089585,70.94936247450352,208.0145384178598,0.30303030303030304,0.696969696969697,3.8333333333333335,116.37299531336636
AMD,wait,s10_k05,oracle,оракул: лучший день окна,66,66,157.44263759914926,110.17637871352015,213.56229047621133,123.93880690534215,102.76504778098959,148.4426473468819,1.0,0.803030303030303,196.0606430479972,143.58586782641927,250.8947397366863,0.0,1.0,2.712121212121212,472.3279127974478
AMD,wait,s10_k10,habit,привычка: первый день окна,66,66,0.0,0.0,0.0,-40.85538383337079,-102.37394402611044,17.80999129781122,-0.18269027498475637,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s10_k10,deadline,ждать до срока,66,66,87.47411132091553,-21.67741646712493,208.92584728069616,35.91853868681081,-22.31784268059114,100.71084921485424,0.16061451622892953,1.0,87.47411132091553,-21.67741646712493,208.92584728069616,0.3787878787878788,0.6212121212121212,10.0,262.42233396274656
AMD,wait,s10_k10,random,случайный день окна,66,66,47.175741960546844,-12.73128121161866,111.60321469552164,0.0,0.0,0.0,0.0,,,,,0.3787878787878788,0.6212121212121212,,141.52722588164053
AMD,wait,s10_k10,calendar25,"календарь: первый день с 25-го, иначе срок",66,66,86.56306362315462,-21.977141869306728,208.60656133641413,34.95930536364825,-23.276386981332912,99.6161982267465,0.15632517702463178,0.4696969696969697,33.98908999191314,-138.97244481204672,218.67247599765213,0.3787878787878788,0.6212121212121212,9.924242424242424,259.68919086946386
AMD,wait,s10_k10,screen,"экран: первый день с фактом уровня, иначе срок",66,66,48.62827618647118,-46.42866950283033,148.762560606303,0.3728424176142231,-60.20057824240523,62.77361000243212,0.0016672143891177332,0.12121212121212122,301.02578151350923,86.45330819779886,549.6379251480622,0.2727272727272727,0.7272727272727273,6.787878787878788,145.88482855941353
AMD,wait,s10_k10,push,"первый пуш потока, иначе срок",66,66,58.70653070072986,-18.70320782214494,140.87733855724449,11.237459516298584,-33.56189941196696,63.263136154463446,0.05024979272097257,0.5454545454545454,95.75542381416955,42.72789659913606,153.93654167826676,0.30303030303030304,0.696969696969697,6.424242424242424,176.11959210218956
AMD,wait,s10_k10,push_or_calendar,"первый пуш, иначе календарь, иначе срок",66,66,56.61612410749065,-22.067649954902382,139.39934424395415,9.103271738116876,-35.69311005529655,62.24805054139459,0.040706488620457545,0.7272727272727273,20.83546662144023,-51.78402261105638,87.2151512855707,0.30303030303030304,0.696969696969697,6.393939393939394,169.84837232247196
AMD,wait,s10_k10,oracle,оракул: лучший день окна,66,66,273.72843332844025,186.1320373491171,375.02599805396966,223.63195762215446,181.61743067659035,274.8285550593112,1.0,0.8484848484848485,322.60851070851885,225.08228683413338,430.93144396971604,0.0,1.0,4.848484848484849,821.1852999853207
AMD,wait,s10_k15,habit,привычка: первый день окна,65,65,0.0,0.0,0.0,-30.22006644062872,-108.23728629112699,51.907632905697625,-0.10180431345502657,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s10_k15,deadline,ждать до срока,65,65,19.967772949694048,-130.21249538275777,183.87399053998251,-29.6251493013825,-115.1147796834822,61.90912389184772,-0.09980017719534699,1.0,19.967772949694048,-130.21249538275777,183.87399053998251,0.4153846153846154,0.5846153846153846,15.0,59.90331884908214
AMD,wait,s10_k15,random,случайный день окна,65,65,41.428894762020974,-40.454060679641536,122.5337150894716,0.0,0.0,0.0,0.0,,,,,0.35384615384615387,0.6461538461538462,,124.28668428606291
AMD,wait,s10_k15,calendar25,"календарь: первый день с 25-го, иначе срок",65,65,107.43037329238331,-4.852533934773535,226.38284954298746,62.043544801364575,19.837584445695473,108.11823871580178,0.20901014546835306,1.0,107.43037329238331,-4.852533934773535,226.38284954298746,0.35384615384615387,0.6461538461538462,10.461538461538462,322.2911198771499
AMD,wait,s10_k15,screen,"экран: первый день с фактом уровня, иначе срок",65,65,37.79888505575937,-109.04873115852442,199.96353323517292,-10.686999177689708,-98.18720447511846,83.83100783710067,-0.03600199279232621,0.13846153846153847,310.6183432060202,120.5654464462473,535.2241063088393,0.27692307692307694,0.7230769230769231,10.046153846153846,113.39665516727811
AMD,wait,s10_k15,push,"первый пуш потока, иначе срок",65,65,66.20588628637975,-38.08778231611086,194.14331291163037,24.245852823049063,-42.23250084475148,103.65788168698236,0.08167858947734248,0.5692307692307692,198.5890229446038,76.10524968492105,386.51208179468017,0.27692307692307694,0.7230769230769231,8.323076923076924,198.61765885913925
AMD,wait,s10_k15,push_or_calendar,"первый пуш, иначе календарь, иначе срок",65,65,82.68722756436475,-15.24963628944506,205.36145504940566,41.32681142330833,-19.281939634314323,117.0278058558944,0.13922033138149922,0.9384615384615385,88.10934084727391,-9.172877048271717,224.9852254395115,0.3076923076923077,0.6923076923076923,6.630769230769231,248.06168269309424
AMD,wait,s10_k15,oracle,оракул: лучший день окна,65,65,341.89409176845544,227.22918894375445,481.39311536994643,296.8446563315693,230.4547197259258,377.8521257705248,1.0,0.8923076923076924,383.15717180947587,258.7925508382516,543.2544915363919,0.0,1.0,6.907692307692308,1025.6822753053664
AMD,wait,s15_k05,habit,привычка: первый день окна,66,66,0.0,0.0,0.0,-5.109406140053282,-38.26728715336844,30.132358067701247,-0.039158726539969005,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s15_k05,deadline,ждать до срока,66,66,12.877130230025791,-54.8985666559488,79.09983460846465,4.305161401826689,-33.76000526705494,42.920472722906986,0.032994957422351805,1.0,12.877130230025791,-54.8985666559488,79.09983460846465,0.4393939393939394,0.5606060606060606,5.0,38.631390690077374
AMD,wait,s15_k05,random,случайный день окна,66,66,7.049619801098558,-28.08050684585522,40.439135428431335,0.0,0.0,0.0,0.0,,,,,0.4696969696969697,0.5303030303030303,,21.148859403295674
AMD,wait,s15_k05,calendar25,"календарь: первый день с 25-го, иначе срок",66,66,12.877130230025791,-54.8985666559488,79.09983460846465,4.305161401826689,-33.76000526705494,42.920472722906986,0.032994957422351805,0.0,,,,0.4393939393939394,0.5606060606060606,5.0,38.631390690077374
AMD,wait,s15_k05,screen,"экран: первый день с фактом уровня, иначе срок",66,66,6.917333516316251,-54.19328893651796,66.07196418494426,-1.1058781819400127,-39.12853651063438,35.41114051407253,-0.008475501873619985,0.045454545454545456,380.35976061888465,104.42806229556068,771.6762054354521,0.3333333333333333,0.6666666666666666,3.393939393939394,20.752000548948754
AMD,wait,s15_k05,push,"первый пуш потока, иначе срок",66,66,-1.5288900196369464,-57.82078446435259,47.9853671909296,-9.1956090303157,-45.647389879681015,21.397193749014825,-0.0704755757354703,0.3787878787878788,86.95054960045576,29.6502209383449,153.63140831020934,0.3939393939393939,0.6060606060606061,4.03030303030303,-4.586670058910839
AMD,wait,s15_k05,push_or_calendar,"первый пуш, иначе календарь, иначе срок",66,66,-1.5288900196369464,-57.82078446435259,47.9853671909296,-9.1956090303157,-45.647389879681015,21.397193749014825,-0.0704755757354703,0.3787878787878788,86.95054960045576,29.6502209383449,153.63140831020934,0.3939393939393939,0.6060606060606061,4.03030303030303,-4.586670058910839
AMD,wait,s15_k05,oracle,оракул: лучший день окна,66,66,138.0695206252053,91.10467480684262,191.61384551145352,130.47937436980112,102.7856596664028,161.08188012014716,1.0,0.6666666666666666,207.104280937808,142.53143848497038,280.53822819413836,0.0,1.0,2.227272727272727,414.20856187561594
AMD,wait,s15_k10,habit,привычка: первый день окна,66,66,0.0,0.0,0.0,8.930139799441742,-43.620625316008294,65.48578130278968,0.03972212178179219,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s15_k10,deadline,ждать до срока,66,66,-35.02829294169186,-163.10639692417132,96.67489397293109,-37.793451580721396,-119.19096183521569,45.466913367806136,-0.168108912061772,1.0,-35.02829294169186,-163.10639692417132,96.67489397293109,0.5,0.5,10.0,-105.08487882507558
AMD,wait,s15_k10,random,случайный день окна,66,66,-3.4375961189900677,-59.06187593943865,51.0532540720336,0.0,0.0,0.0,0.0,,,,,0.5151515151515151,0.48484848484848486,,-10.312788356970204
AMD,wait,s15_k10,calendar25,"календарь: первый день с 25-го, иначе срок",66,66,41.63573366911505,-39.11098342779822,133.15909353009536,42.8807924476392,7.4665310051657885,85.15801435259237,0.19073789413815898,1.0,41.63573366911505,-39.11098342779822,133.15909353009536,0.45454545454545453,0.5454545454545454,7.0606060606060606,124.90720100734515
AMD,wait,s15_k10,screen,"экран: первый день с фактом уровня, иначе срок",66,66,11.101215220007479,-110.94573011946206,132.06020859617746,9.43678924573894,-70.03921716230806,88.82538578531766,0.04197574730820926,0.10606060606060606,259.1374249997301,110.63536428654558,456.4014469615625,0.3181818181818182,0.6818181818181818,6.545454545454546,33.30364566002244
AMD,wait,s15_k10,push,"первый пуш потока, иначе срок",66,66,19.470985493414613,-66.24267417923889,123.29440900024365,22.092127843002665,-42.91836128018628,97.0277209237223,0.09826791207160417,0.5454545454545454,118.27911765943175,1.8313355030053298,280.23696824876663,0.3484848484848485,0.6515151515151515,6.363636363636363,58.41295648024384
AMD,wait,s15_k10,push_or_calendar,"первый пуш, иначе календарь, иначе срок",66,66,37.50770152027348,-43.254447539798576,141.32226038649821,40.69634366429959,-20.807062751285827,114.42068166799926,0.1810212555919933,0.9393939393939394,39.92755323125887,-42.0849579807134,148.20086653881324,0.4090909090909091,0.5909090909090909,5.212121212121212,112.52310456082043
AMD,wait,s15_k10,oracle,оракул: лучший день окна,66,66,222.17016731042676,141.57194088183888,329.2201199227731,224.8152766989183,168.78211235653495,293.18393650769656,1.0,0.7121212121212122,311.9836392018759,204.09217756800504,448.65845095194123,0.0,1.0,3.9545454545454546,666.5105019312803
AMD,wait,s15_k15,habit,привычка: первый день окна,65,65,0.0,0.0,0.0,25.599616598004268,-52.07845569866847,108.23135307309495,0.08036790371766529,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s15_k15,deadline,ждать до срока,65,65,-53.78784900485207,-209.37750115888053,114.68316868677933,-49.94948085915801,-151.91931560713851,48.03613299819948,-0.15681231213240637,1.0,-53.78784900485207,-209.37750115888053,114.68316868677933,0.5076923076923077,0.49230769230769234,15.0,-161.36354701455622
AMD,wait,s15_k15,random,случайный день окна,65,65,-13.79065450250554,-92.17157839486049,64.03109431310934,0.0,0.0,0.0,0.0,,,,,0.49230769230769234,0.5076923076923077,,-41.37196350751662
AMD,wait,s15_k15,calendar25,"календарь: первый день с 25-го, иначе срок",65,65,48.671808198469286,-34.42617598528356,135.06203337977513,63.91092460425446,23.086834240470942,110.53686587832246,0.20064312351858107,1.0,48.671808198469286,-34.42617598528356,135.06203337977513,0.4461538461538462,0.5538461538461539,7.046153846153846,146.01542459540786
AMD,wait,s15_k15,screen,"экран: первый день с фактом уровня, иначе срок",65,65,19.947691169063408,-127.20022933898844,173.49631364221273,25.422544340625254,-62.070909892024375,110.33266369783883,0.0798119998400574,0.13846153846153847,392.833427814722,123.3561203136347,761.5973989279627,0.2923076923076923,0.7076923076923077,9.676923076923076,59.843073507190226
AMD,wait,s15_k15,push,"первый пуш потока, иначе срок",65,65,42.8520530996059,-51.327714366475526,156.83228330319383,60.73968651525182,-24.455550463699122,152.70993420983112,0.1906872807649585,0.5692307692307692,142.34171862105686,25.997585782326603,312.6714533037651,0.3230769230769231,0.676923076923077,8.307692307692308,128.55615929881768
AMD,wait,s15_k15,push_or_calendar,"первый пуш, иначе календарь, иначе срок",65,65,56.150482485023,-25.45642147988151,163.78513156196445,74.19792940683084,-1.409905226000714,156.86829505866595,0.23293833420470794,0.9384615384615385,59.83248133649992,-29.690713334465553,169.96850436238785,0.38461538461538464,0.6153846153846154,5.415384615384616,168.45144745506897
AMD,wait,s15_k15,oracle,оракул: лучший день окна,65,65,303.3601034497876,201.41894456500523,432.05200770161883,318.5303512200149,245.543520338267,403.63979514982486,1.0,0.7846153846153846,386.63542596541555,265.55482493044525,537.4209815457466,0.0,1.0,6.676923076923077,910.0803103493628
AMD,wait,s20_k05,habit,привычка: первый день окна,66,66,0.0,0.0,0.0,15.222268279310468,-31.72814038109854,67.09170971756197,0.11095377961839123,0.0,,,,0.0,1.0,0.0,0.0
AMD,wait,s20_k05,deadline,ждать до срока,66,66,-37.506188146898275,-127.1129196022608,45.097252538805364,-29.377706629008234,-79.3701905582659,16.507915670351714,-0.2141315293620867,1.0,-37.506188146898275,-127.1129196022608,45.097252538805364,0.45454545454545453,0.5454545454545454,5.0,-112.51856444069483
