window,pct,stall_days,rearm,n_events,freq_per_week,hit_mean,base_mean,lift_mean,hit_min,lift_min,benefit_excess_bps,empty_month_share,corridor,on_frontier
20,0.05,0,1,143,0.4987543597409069,0.5944055944055944,0.4939460510773486,1.2033816104190587,0.18181818181818182,0.9883499820563668,38.612163626169085,0.4393939393939394,AMD,False
20,0.05,0,3,76,0.2650722471350275,0.5921052631578947,0.5022819922599012,1.1788303627885492,0.17105263157894737,0.9219781190669155,47.70920379756588,0.4393939393939394,AMD,False
20,0.05,0,5,57,0.1988041853512706,0.6140350877192983,0.5070517045001387,1.210991073039831,0.12280701754385964,0.6634332377207459,32.27146521670191,0.4393939393939394,AMD,False
20,0.05,3,1,0,0.0,,,,,,,1.0,AMD,False
20,0.05,3,3,0,0.0,,,,,,,1.0,AMD,False
20,0.05,3,5,0,0.0,,,,,,,1.0,AMD,False
20,0.1,0,1,228,0.7952167414050824,0.5657894736842105,0.4896203327634775,1.1555677651106215,0.20175438596491227,1.1157556295749795,46.506160222550264,0.36363636363636365,AMD,False
20,0.1,0,3,103,0.3592426507224714,0.5436893203883495,0.49487932963916537,1.0986300858125824,0.18446601941747573,1.0054484308753349,24.174606817316974,0.36363636363636365,AMD,False
20,0.1,0,5,77,0.2685600398604883,0.5454545454545454,0.5006704224413425,1.0894483097180554,0.22077922077922077,1.1989595852687422,36.85978914845856,0.36363636363636365,AMD,False
20,0.1,3,1,43,0.14997508719481817,0.37209302325581395,0.4682876916636519,0.7945821124059569,0.13953488372093023,0.7788109329734987,2.1994234385120164,0.5757575757575758,AMD,False
20,0.1,3,3,36,0.12556053811659196,0.4444444444444444,0.4726030897362618,0.9404179830742718,0.16666666666666666,0.9337680456167816,38.76062866668488,0.5757575757575758,AMD,False
20,0.1,3,5,34,0.11858495266567018,0.4411764705882353,0.4818009587654939,0.9156820105104198,0.17647058823529413,0.9566734585838401,15.93252565412552,0.5757575757575758,AMD,False
20,0.15,0,1,308,1.0742401594419533,0.538961038961039,0.4863210319505246,1.1082412718187142,0.16558441558441558,0.9230266095932687,29.18309302630223,0.3333333333333333,AMD,False
20,0.15,0,3,132,0.46038863976083716,0.49242424242424243,0.4858380494503281,1.0135563548004647,0.15151515151515152,0.8498816928222734,10.01347901854771,0.3333333333333333,AMD,False
20,0.15,0,5,92,0.32087693074240164,0.5108695652173914,0.4937150046776594,1.0347458764210173,0.20652173913043478,1.1219228450828713,15.996986993514277,0.3484848484848485,AMD,False
20,0.15,3,1,95,0.3313403089187843,0.4631578947368421,0.48124073657569477,0.9624245404337078,0.11578947368421053,0.6417073379256218,6.0208801137972605,0.42424242424242425,AMD,False
20,0.15,3,3,61,0.21275535625311415,0.45901639344262296,0.48020334848412094,0.9558792017832034,0.14754098360655737,0.826950538436093,15.524056464540612,0.4393939393939394,AMD,False
20,0.15,3,5,55,0.1918285999003488,0.4727272727272727,0.4866723370584096,0.9713460920844095,0.16363636363636364,0.9068714962429159,10.751762880429762,0.45454545454545453,AMD,False
20,0.2,0,1,369,1.2869955156950674,0.5257452574525745,0.4884962403487867,1.0762524130732143,0.17073170731707318,0.9402744067218388,28.271421347959997,0.3181818181818182,AMD,False
20,0.2,0,3,150,0.5231689088191331,0.4866666666666667,0.49136838707444724,0.9904313738297775,0.19333333333333333,1.056455200149514,19.83375271633896,0.3181818181818182,AMD,False
20,0.2,0,5,100,0.34877927254608876,0.5,0.49525883098344403,1.0095731135316484,0.2,1.0732046410114158,15.81626339232911,0.3181818181818182,AMD,False
20,0.2,3,1,140,0.4882909815645243,0.45714285714285713,0.4843994742898449,0.9437311174068729,0.1357142857142857,0.7451446023143653,-0.02548356950246346,0.3787878787878788,AMD,False
20,0.2,3,3,77,0.2685600398604883,0.45454545454545453,0.4803465865085196,0.9462864259104974,0.15584415584415584,0.8652244537982068,-8.028435115958464,0.3787878787878788,AMD,False
20,0.2,3,5,67,0.23368211260587946,0.4626865671641791,0.4862951382440297,0.9514521753906503,0.14925373134328357,0.8254073058028041,-20.460734678794545,0.3939393939393939,AMD,False
20,0.3,0,1,469,1.6357747882411562,0.5202558635394456,0.49289642982237875,1.0555074698490436,0.17057569296375266,0.9315164301645704,18.41638716014807,0.21212121212121213,AMD,False
20,0.3,0,3,182,0.6347782760338815,0.4945054945054945,0.49865192331214286,0.9916847231248865,0.15384615384615385,0.834793547431673,11.073495846667857,0.22727272727272727,AMD,False
20,0.3,0,5,120,0.4185351270553065,0.5,0.5054093980327105,0.9892969975355299,0.16666666666666666,0.8845112671317172,-4.918376212091963,0.22727272727272727,AMD,False
20,0.3,3,1,220,0.7673143996013952,0.4636363636363636,0.4882909822238596,0.9495083475119495,0.15,0.8228238109777356,1.595228714149586,0.22727272727272727,AMD,False
20,0.3,3,3,109,0.3801694070752367,0.47706422018348627,0.49921097300848744,0.9556364863305506,0.14678899082568808,0.7957560754051236,13.910562341824395,0.24242424242424243,AMD,False
20,0.3,3,5,89,0.310413552566019,0.48314606741573035,0.501241472711068,0.9638988266524218,0.1348314606741573,0.7346183282901543,-4.742084661001732,0.25757575757575757,AMD,False
20,0.4,0,1,568,1.981066268061784,0.5176056338028169,0.5022230428990702,1.0306290026338718,0.1813380281690141,0.960124731715851,14.879230285941647,0.16666666666666666,AMD,False
20,0.4,0,3,213,0.742899850523169,0.5164319248826291,0.5105114422525331,1.011597159515119,0.1643192488262911,0.8531089185527895,7.14795518457609,0.18181818181818182,AMD,False
20,0.4,0,5,139,0.48480318883906337,0.5179856115107914,0.5126544247971528,1.0103991820918117,0.16546762589928057,0.8622185766375542,1.7477245400952806,0.18181818181818182,AMD,False
20,0.4,3,1,312,1.088191330343797,0.4775641025641026,0.5066519187689258,0.9425881653117955,0.17307692307692307,0.8962995891204362,-0.07214698416269509,0.18181818181818182,AMD,False
20,0.4,3,3,142,0.495266567015446,0.47183098591549294,0.5139160389532677,0.9181090881625478,0.16901408450704225,0.8685930360673022,-1.430253439285558,0.19696969696969696,AMD,False
20,0.4,3,5,108,0.3766816143497759,0.5092592592592593,0.5201689554853398,0.9790266294998299,0.16666666666666666,0.853434111766524,0.6763016126856888,0.21212121212121213,AMD,False
20,0.5,0,1,647,2.2566018933731944,0.5255023183925811,0.5084725550802418,1.0334920009786013,0.1839258114374034,0.9559318718366668,24.22974963555649,0.13636363636363635,AMD,True
20,0.5,0,3,243,0.8475336322869956,0.5349794238683128,0.5140214876933011,1.0407724904051414,0.16872427983539096,0.8607834822691479,20.6646735644234,0.15151515151515152,AMD,False
20,0.5,0,5,157,0.5475834578973593,0.5095541401273885,0.517199892210923,0.9852170269199971,0.1464968152866242,0.7459334357426027,9.46452055330034,0.15151515151515152,AMD,False
20,0.5,3,1,384,1.3393124065769808,0.4947916666666667,0.5148183698922484,0.9610994781911661,0.1796875,0.9084279278034593,18.65662287038685,0.15151515151515152,AMD,False
20,0.5,3,3,169,0.58943697060289,0.48520710059171596,0.5186030219450304,0.9356040749086606,0.15976331360946747,0.7986954590746819,5.6437619645637636,0.15151515151515152,AMD,False
20,0.5,3,5,126,0.4394618834080718,0.5,0.5285997704529641,0.9458952272558563,0.14285714285714285,0.7101963929677693,3.477096779332189,0.15151515151515152,AMD,False
40,0.05,0,1,152,0.530144494270055,0.6118421052631579,0.4576019708511818,1.3370617790939037,0.23026315789473684,1.4100943851295706,53.80423428900324,0.5606060606060606,AMD,False
40,0.05,0,3,73,0.25460886895864476,0.589041095890411,0.4616710170649605,1.2758892677196771,0.2054794520547945,1.2322951138120077,42.85566478895789,0.5606060606060606,AMD,False
40,0.05,0,5,53,0.18485301444942703,0.6226415094339622,0.4804818746527775,1.2958688813889538,0.18867924528301888,1.0777483289729948,34.77253369094536,0.5606060606060606,AMD,False
40,0.05,3,1,32,0.1116093672147484,0.5,0.44433307885597584,1.1252819647984564,0.21875,1.3080967767094225,33.777744721295704,0.6818181818181818,AMD,False
40,0.05,3,3,26,0.09068261086198308,0.5769230769230769,0.4602011454457843,1.253632422762067,0.23076923076923078,1.3434916368427183,75.79793749493273,0.6818181818181818,AMD,False
40,0.05,3,5,24,0.0837070254110613,0.625,0.46649995884831763,1.3397643196860787,0.25,1.4399436737551268,84.42083402645406,0.6818181818181818,AMD,False
40,0.1,0,1,253,0.8824115595416046,0.5454545454545454,0.45473076565593673,1.1995109780349744,0.1857707509881423,1.1167015820412525,28.605822043203602,0.48484848484848486,AMD,False
40,0.1,0,3,106,0.36970602889885407,0.5094339622641509,0.459444802104114,1.1088034077893627,0.18867924528301888,1.1070127385518589,22.642809760624743,0.48484848484848486,AMD,False
40,0.1,0,5,76,0.2650722471350275,0.5921052631578947,0.4702534457354047,1.2591194568110657,0.19736842105263158,1.1192347927830169,39.00167430295702,0.48484848484848486,AMD,False
40,0.1,3,1,106,0.36970602889885407,0.5,0.4585468418224174,1.0904011420356403,0.1792452830188679,1.0286037049644603,15.941836017694802,0.5151515151515151,AMD,False
40,0.1,3,3,61,0.21275535625311415,0.5245901639344263,0.4559865964953983,1.1504508421218917,0.18032786885245902,1.0486577316708523,36.591991041207734,0.5151515151515151,AMD,False
40,0.1,3,5,51,0.17787742899850525,0.5686274509803921,0.47068482305809567,1.2080853750200644,0.17647058823529413,0.998782884749395,28.326326367311378,0.5151515151515151,AMD,False
40,0.15,0,1,318,1.1091180866965622,0.5471698113207547,0.4556822376324623,1.2007705504687307,0.1761006289308176,1.066449816016894,32.049341607337404,0.45454545454545453,AMD,False
40,0.15,0,3,123,0.42899850523168914,0.5203252032520326,0.46581405738763815,1.1170234023638141,0.16260162601626016,0.9618119361340246,14.585964127026912,0.4696969696969697,AMD,False
40,0.15,0,5,86,0.29995017438963634,0.5465116279069767,0.4762302562644821,1.1475785520092254,0.11627906976744186,0.6679987352184057,16.590170570588494,0.4696969696969697,AMD,False
40,0.15,3,1,161,0.5615346287992029,0.515527950310559,0.45459169960389934,1.1340461138198419,0.16149068322981366,0.9626826096795719,38.65089253659849,0.4696969696969697,AMD,False
40,0.15,3,3,78,0.2720478325859492,0.5128205128205128,0.4671518883020484,1.097759691573667,0.14102564102564102,0.8203291740909557,25.4797182590832,0.4696969696969697,AMD,False
40,0.15,3,5,63,0.2197309417040359,0.5396825396825397,0.4728003714884898,1.1414596354556334,0.1111111111111111,0.6455183066411672,12.965602176411942,0.4696969696969697,AMD,False
40,0.2,0,1,380,1.3253612356751372,0.5394736842105263,0.461062354999672,1.1700666479502757,0.16842105263157894,1.0064176127427198,28.53917076164782,0.42424242424242425,AMD,False
40,0.2,0,3,144,0.5022421524663678,0.5486111111111112,0.47001708159500943,1.1672152621547112,0.1875,1.096386409221023,18.86154934460242,0.4393939393939394,AMD,False
40,0.2,0,5,95,0.3313403089187843,0.5578947368421052,0.4790908660399535,1.1644862726219871,0.14736842105263157,0.8408316286602305,8.117416465871614,0.4393939393939394,AMD,False
40,0.2,3,1,214,0.7463876432486299,0.5186915887850467,0.46289126475877146,1.120547368841265,0.1542056074766355,0.904963671702061,34.46474789767969,0.4393939393939394,AMD,False
40,0.2,3,3,97,0.3383158943697061,0.5154639175257731,0.4747551917304906,1.0857467732936181,0.15463917525773196,0.8830436490130029,10.718981149295548,0.45454545454545453,AMD,False
40,0.2,3,5,74,0.25809666168410567,0.527027027027027,0.48362626539998377,1.0897402906584253,0.12162162162162163,0.6829689727601465,2.2760842250037006,0.45454545454545453,AMD,False
40,0.3,0,1,462,1.61136023916293,0.512987012987013,0.46824311012854913,1.0955569914230667,0.16666666666666666,0.9844787035202119,15.342554279769896,0.3787878787878788,AMD,False
40,0.3,0,3,172,0.5999003487792727,0.4941860465116279,0.4798250572190876,1.0299296359714352,0.16279069767441862,0.9341920058656669,11.321217134528109,0.3939393939393939,AMD,False
40,0.3,0,5,110,0.3836571998006976,0.4727272727272727,0.47982364027277913,0.9852104670343625,0.15454545454545454,0.8745408975766744,-5.399328234530869,0.3939393939393939,AMD,False
40,0.3,3,1,291,1.0149476831091182,0.48109965635738833,0.47260847373592213,1.017966632198412,0.14776632302405499,0.8575300447994239,10.094605974678986,0.3939393939393939,AMD,False
40,0.3,3,3,127,0.4429496761335327,0.4645669291338583,0.48632083955645417,0.9552683976231896,0.14173228346456693,0.7991620968065672,-0.23744657406495043,0.3939393939393939,AMD,False
40,0.3,3,5,88,0.3069257598405581,0.4772727272727273,0.4921018630958844,0.9698657189999955,0.13636363636363635,0.7538143079891818,-13.031388840265755,0.3939393939393939,AMD,False
40,0.4,0,1,549,1.9147982062780273,0.48633879781420764,0.4787694313699073,1.015810045396261,0.16029143897996356,0.9110600797990447,1.3790068342744985,0.3333333333333333,AMD,False
40,0.4,0,3,198,0.6905829596412557,0.46464646464646464,0.4836923738616848,0.9606239208132182,0.13131313131313133,0.7400840058538216,-8.62994979114366,0.3333333333333333,AMD,False
40,0.4,0,5,128,0.4464374688589936,0.453125,0.4852647098549865,0.9337687056110243,0.171875,0.9628640334013794,0.05295146861643474,0.3333333333333333,AMD,False
40,0.4,3,1,375,1.3079222720478327,0.448,0.4867221735165637,0.9204429639258135,0.144,0.7941055586112561,-6.614147385147702,0.3333333333333333,AMD,False
