indicator,corridor,source,transferred,split,window,params,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
seasonality,AMD,KZT,True,0,2021-01…2021-06,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,5,5,0.2,0.1864406779661017,1.0727272727272728,,,0.6,0.5508474576271186,1.0892307692307692,93.34535408718514,43.40759409925216,49.937759987932985,,,,,,,31.601283916438792,90.0374423546928,0.19337016574585636,0.0,0.3206824187361892,59.0,0.16666666666666666
seasonality,KZT,KZT,False,0,2021-01…2021-06,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,3,3,0.0,0.15254237288135594,0.0,,,0.3333333333333333,0.4152542372881356,0.8027210884353742,-27.437264707632636,-18.204220636461798,-9.233044071170838,,,,,,,9.608733092415497,-8.016456429607763,0.11602209944751381,0.0,0.3333333333333333,65.0,0.5
dip_vs_trend,TJS,KZT,True,0,2021-01…2021-06,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,1,1,1.0,0.15254237288135594,6.555555555555555,,,1.0,0.5338983050847458,1.873015873015873,164.0973822589986,-2.594269522656172,166.69165178165477,,,,,,,135.94283464883893,-23.308758917072183,0.03867403314917127,0.0,,168.0,0.8333333333333334
dip_vs_trend,UZS,KZT,True,0,2021-01…2021-06,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,9,9,0.3333333333333333,0.13559322033898305,2.458333333333333,,,1.0,0.5169491525423728,1.9344262295081969,97.45318995967718,-12.978020395404887,110.43121035508206,,,,,,,102.1087653166043,57.55007237458588,0.34806629834254144,0.625,1.6943227128315876,113.0,0.5
dip_vs_trend,KGS,KZT,True,0,2021-01…2021-06,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,3,3,0.6666666666666666,0.1440677966101695,4.627450980392156,,,1.0,0.5,2.0,169.41500649558571,-8.151508733265231,177.56651522885096,,,,,,,219.37563662571606,179.76687983943438,0.11602209944751381,0.5,0.9405940594059405,142.0,0.6666666666666666
dip_vs_trend,AMD,KZT,True,0,2021-01…2021-06,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,3,3,0.3333333333333333,0.1864406779661017,1.7878787878787878,,,1.0,0.5508474576271186,1.8153846153846154,182.51366425384128,43.40759409925216,139.10607015458913,,,,,,,125.2994202592846,147.02827725126136,0.11602209944751381,1.0,0.0,161.0,0.8333333333333334
dip_vs_trend,KZT,KZT,False,0,2021-01…2021-06,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,19,19,0.21052631578947367,0.15254237288135594,1.3801169590643274,,,0.5263157894736842,0.4152542372881356,1.267454350161117,21.724485656218324,-18.204220636461798,39.92870629268012,,,,,,,60.271155815703665,8.607418843191361,0.7348066298342542,0.6666666666666666,1.2751622567984964,42.0,0.16666666666666666
momentum,TJS,KZT,True,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 1}",20,25.0,11,11,0.45454545454545453,0.17829457364341086,2.549407114624506,,,0.8181818181818182,0.5581395348837209,1.465909090909091,141.11705264720598,33.342203091136966,107.77484955606901,,,,,,,138.1668128803196,97.05672815519674,0.41847826086956524,0.4,1.3397002913269749,65.0,0.16666666666666666
momentum,UZS,KZT,True,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 1}",20,25.0,8,8,0.125,0.14728682170542637,0.8486842105263157,,,0.75,0.5116279069767442,1.4659090909090908,43.33700356219674,10.345720517709584,32.99128304448716,,,,,,,87.84916877770388,-15.132185384075097,0.30434782608695654,0.42857142857142855,0.9921333107243,63.0,0.3333333333333333
momentum,KGS,KZT,True,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 1}",20,25.0,12,12,0.3333333333333333,0.16279069767441862,2.0476190476190474,,,0.75,0.5348837209302325,1.4021739130434785,73.57500129383567,25.66914672872073,47.905854565114936,,,,,,,113.61299400547624,33.57467531954048,0.4565217391304348,0.5454545454545454,1.3844401473637553,59.0,0.16666666666666666
momentum,AMD,KZT,True,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 1}",20,25.0,4,4,0.25,0.13953488372093023,1.7916666666666667,,,1.0,0.6589147286821705,1.5176470588235296,139.4130283906414,51.49644441112181,87.91658397951957,,,,,,,141.04277377215425,121.71790024656349,0.15217391304347827,0.3333333333333333,0.7681538436355702,65.0,0.5
momentum,KZT,KZT,False,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 1}",20,25.0,10,10,0.4,0.2248062015503876,1.7793103448275862,,,0.7,0.5271317829457365,1.327941176470588,46.05054715316892,10.733408670057983,35.31713848311094,,,,,,,93.2592084104621,38.164062463698855,0.3804347826086957,0.4444444444444444,0.9667479840604266,36.0,0.16666666666666666
level,TJS,KZT,True,1,2021-07…2021-12,"{""window"": 250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 3}",20,25.0,28,28,0.10714285714285714,0.17829457364341086,0.6009316770186335,,,0.5714285714285714,0.5581395348837209,1.0238095238095237,20.596210962242576,33.342203091136966,-12.74599212889439,,,,,,,24.645792544920884,5.189916216559692,1.065217391304348,0.8518518518518519,0.31201521944363747,48.0,0.16666666666666666
level,UZS,KZT,True,1,2021-07…2021-12,"{""window"": 250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 3}",20,25.0,40,40,0.125,0.14728682170542637,0.8486842105263157,,,0.55,0.5116279069767442,1.075,18.695026967673083,10.345720517709584,8.3493064499635,,,,,,,23.937710761813083,7.1942294417576225,1.5217391304347827,0.9230769230769231,0.25553192770572364,12.0,0.0
