indicator,corridor,source,transferred,split,window,params,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
level,KGS,KZT,True,1,2021-07…2021-12,"{""window"": 250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 3}",20,25.0,32,32,0.1875,0.16279069767441862,1.1517857142857142,,,0.53125,0.5348837209302325,0.9932065217391305,30.878303173793277,25.66914672872073,5.209156445072548,,,,,,,31.8019423949209,25.419771537552627,1.2173913043478262,0.8709677419354839,0.995555832832064,35.0,0.0
level,AMD,KZT,True,1,2021-07…2021-12,"{""window"": 250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 3}",20,25.0,0,0,,0.13953488372093023,,,,,0.6589147286821705,,,51.49644441112181,,,,,,,,,,0.0,,,182.0,1.0
level,KZT,KZT,False,1,2021-07…2021-12,"{""window"": 250, ""pct"": 0.3, ""stall_days"": 0, ""rearm"": 3}",20,25.0,41,41,0.21951219512195122,0.2248062015503876,0.9764507989907485,,,0.5121951219512195,0.5271317829457365,0.971664275466284,14.177667148608107,10.733408670057983,3.4442584785501236,,,,,,,16.139950504879305,3.4742474515562143,1.5597826086956523,0.95,0.15803159630859215,10.0,0.0
reversal,TJS,KZT,True,1,2021-07…2021-12,"{""window"": 60, ""rise_bps"": 30, ""max_days_since_min"": 10, ""rearm"": 3}",20,25.0,5,5,1.0,0.5116279069767442,1.9545454545454544,,,1.0,0.5116279069767442,1.9545454545454544,241.56368964917752,33.342203091136966,208.22148655804057,,,,,,,146.20116098589088,57.39763990632939,0.19021739130434784,0.75,0.24743582965269675,111.0,0.6666666666666666
reversal,UZS,KZT,True,1,2021-07…2021-12,"{""window"": 60, ""rise_bps"": 30, ""max_days_since_min"": 10, ""rearm"": 3}",20,25.0,10,10,0.4,0.4263565891472868,0.9381818181818182,,,0.4,0.4263565891472868,0.9381818181818182,42.41000170371067,10.345720517709584,32.06428118600108,,,,,,,54.10300371700872,30.558724179281405,0.3804347826086957,0.6666666666666666,0.6043664240665301,74.0,0.5
reversal,KGS,KZT,True,1,2021-07…2021-12,"{""window"": 60, ""rise_bps"": 30, ""max_days_since_min"": 10, ""rearm"": 3}",20,25.0,8,8,0.5,0.43410852713178294,1.1517857142857144,,,0.5,0.43410852713178294,1.1517857142857144,91.66547175274474,25.66914672872073,65.996325024024,,,,,,,71.83684291946005,30.777923165510586,0.30434782608695654,0.5714285714285714,0.6098471777805596,81.0,0.5
reversal,AMD,KZT,True,1,2021-07…2021-12,"{""window"": 60, ""rise_bps"": 30, ""max_days_since_min"": 10, ""rearm"": 3}",20,25.0,5,5,0.6,0.5193798449612403,1.1552238805970148,,,0.6,0.5193798449612403,1.1552238805970148,176.80455003476814,51.49644441112181,125.30810562364633,,,,,,,75.24825071773856,70.36757554981676,0.19021739130434784,0.75,1.0392304845413265,89.0,0.5
reversal,KZT,KZT,False,1,2021-07…2021-12,"{""window"": 60, ""rise_bps"": 30, ""max_days_since_min"": 10, ""rearm"": 3}",20,25.0,5,5,0.6,0.4263565891472868,1.4072727272727272,,,0.6,0.4263565891472868,1.4072727272727272,54.21752089912135,10.733408670057983,43.48411222906336,,,,,,,54.28638993134416,28.128376916545903,0.19021739130434784,0.75,1.0825317547305484,83.0,0.5
seasonality,TJS,KZT,True,1,2021-07…2021-12,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,2,2,0.0,0.17829457364341086,0.0,,,0.0,0.5581395348837209,0.0,-67.5701175896487,33.342203091136966,-100.91232068078567,,,,,,,-56.50265811163236,-85.4551237154283,0.07608695652173914,0.0,0.0,128.0,0.6666666666666666
seasonality,UZS,KZT,True,1,2021-07…2021-12,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,2,2,0.0,0.14728682170542637,0.0,,,0.0,0.5116279069767442,0.0,-113.92780304536166,10.345720517709584,-124.27352356307124,,,,,,,-78.5636107201132,-127.56537866991712,0.07608695652173914,0.0,0.0,128.0,0.6666666666666666
seasonality,KGS,KZT,True,1,2021-07…2021-12,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,2,2,0.0,0.16279069767441862,0.0,,,0.0,0.5348837209302325,0.0,-130.27789817698587,25.66914672872073,-155.9470449057066,,,,,,,-107.79320961143424,-153.8598612815001,0.07608695652173914,0.0,0.0,128.0,0.6666666666666666
seasonality,AMD,KZT,True,1,2021-07…2021-12,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,2,2,0.0,0.13953488372093023,0.0,,,0.0,0.6589147286821705,0.0,-126.48972649509093,51.49644441112181,-177.98617090621275,,,,,,,-124.44331813970143,-149.39979370640455,0.07608695652173914,0.0,0.0,128.0,0.6666666666666666
seasonality,KZT,KZT,False,1,2021-07…2021-12,"{""min_share"": 0.5, ""min_years"": 3, ""from_day"": 24, ""rearm"": 20}",20,25.0,1,1,0.0,0.2248062015503876,0.0,,,0.0,0.5271317829457365,0.0,-65.91339266708518,10.733408670057983,-76.64680133714316,,,,,,,-68.43900839378914,-108.9639222409522,0.03804347826086957,0.0,,157.0,0.8333333333333334
dip_vs_trend,TJS,KZT,True,1,2021-07…2021-12,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,5,5,0.4,0.17829457364341086,2.243478260869565,,,1.0,0.5581395348837209,1.7916666666666667,192.3765916195519,33.342203091136966,159.03438852841492,,,,,,,162.49618750875692,80.72084633380072,0.19021739130434784,0.75,0.4330127018922193,106.0,0.6666666666666666
dip_vs_trend,UZS,KZT,True,1,2021-07…2021-12,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,6,6,0.3333333333333333,0.14728682170542637,2.2631578947368416,,,0.6666666666666666,0.5116279069767442,1.303030303030303,95.07231724626604,10.345720517709584,84.72659672855646,,,,,,,128.86458189276212,6.6642532245096175,0.2282608695652174,0.8,0.5,102.0,0.6666666666666666
dip_vs_trend,KGS,KZT,True,1,2021-07…2021-12,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,7,7,0.42857142857142855,0.16279069767441862,2.6326530612244894,,,0.7142857142857143,0.5348837209302325,1.3354037267080747,128.0832585476764,25.66914672872073,102.41411181895566,,,,,,,140.18585864369769,37.48456408013309,0.266304347826087,0.8333333333333334,0.31943828249996997,99.0,0.6666666666666666
dip_vs_trend,AMD,KZT,True,1,2021-07…2021-12,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,6,6,0.5,0.13953488372093023,3.5833333333333335,,,1.0,0.6589147286821705,1.5176470588235296,359.65628039529184,51.49644441112181,308.15983598417006,,,,,,,266.7870319561302,167.29993330124927,0.2282608695652174,0.6,1.2621312160831653,116.0,0.6666666666666666
dip_vs_trend,KZT,KZT,False,1,2021-07…2021-12,"{""span"": 80, ""window"": 120, ""pct"": 0.2, ""rearm"": 3}",20,25.0,5,5,0.4,0.2248062015503876,1.7793103448275862,,,0.6,0.5271317829457365,1.138235294117647,101.56090176700427,10.733408670057983,90.82749309694628,,,,,,,141.8955347226376,26.84164425869318,0.19021739130434784,0.75,0.4330127018922193,106.0,0.6666666666666666
momentum,TJS,KZT,True,2,2022-01…2022-06,"{""n"": 4, ""rearm"": 1}",20,25.0,13,13,0.15384615384615385,0.1452991452991453,1.0588235294117647,,,0.38461538461538464,0.4700854700854701,0.8181818181818182,-104.45167034109906,-53.00503542290707,-51.44663491819199,,,,,,,451.57655828693976,-285.00017319636186,0.5027624309392265,0.5,1.256890150406666,43.0,0.16666666666666666
