indicator,k,scope,country,corridor,split,window,scenario,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
holiday:k3:all,3,all,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,9,9,0.5555555555555556,0.29770992366412213,1.8660968660968662,,,0.7777777777777778,0.6717557251908397,1.1578282828282829,208.35104836715698,95.96472466495561,112.38632370220137,,,,,,,142.22546965559638,144.3757555144931,0.3423913043478261,0.75,1.5667747085561383,65.0,0.5
holiday:k3:all,3,all,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,18,18,0.2777777777777778,0.19658119658119658,1.4130434782608696,,,0.6666666666666666,0.4700854700854701,1.4181818181818182,-15.934156758201835,-112.63640534071882,96.70224858251699,,,,,,,43.96307580495042,-36.68291873137552,0.6961325966850829,0.7058823529411765,1.4874885620475278,55.0,0.5
holiday:k3:all,3,all,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,9,9,0.2222222222222222,0.2,1.111111111111111,,,0.3333333333333333,0.5692307692307692,0.5855855855855856,-31.276861330366234,24.64574363935889,-55.92260496972513,,,,,,,-29.003181066608533,87.00582864735581,0.3423913043478261,0.75,1.5638312294546772,65.0,0.3333333333333333
holiday:k3:all,3,all,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,15,15,0.3333333333333333,0.20512820512820512,1.625,,,0.6,0.5042735042735043,1.1898305084745762,27.62436884141292,12.647688147121416,14.976680694291504,,,,,,,-63.401373503567214,21.98578769433183,0.580110497237569,0.7142857142857143,1.6488196323869517,51.0,0.5
holiday:k5:all,5,all,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,22,22,0.2727272727272727,0.15254237288135594,1.7878787878787876,,,0.6818181818181818,0.5338983050847458,1.277056277056277,88.62319856405969,-2.594269522656172,91.21746808671587,,,,,,,85.36638797780417,36.25866878259942,0.8508287292817679,0.8571428571428571,2.1180769579975136,49.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,20,20,0.35,0.17829457364341086,1.9630434782608692,,,0.65,0.5581395348837209,1.1645833333333333,127.67368793831247,33.342203091136966,94.3314848471755,,,,,,,55.9391582040823,40.29133548726166,0.7608695652173914,0.8421052631578947,1.9453291638063608,51.0,0.16666666666666666
holiday:k5:all,5,all,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,23,23,0.0,0.1452991452991453,0.0,,,0.2608695652173913,0.4700854700854701,0.5549407114624506,-679.7629966982024,-53.00503542290707,-626.7579612752953,,,,,,,-469.0928634707555,-307.53948033890407,0.8895027624309392,0.8636363636363636,2.1324422226696127,50.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,20,20,0.05,0.2846153846153846,0.17567567567567569,,,0.15,0.6230769230769231,0.24074074074074073,-154.89514527476874,163.51128752215095,-318.4064327969197,,,,,,,-305.68517683511243,-153.36082112567584,0.7608695652173914,0.8421052631578947,1.9697418136649283,56.0,0.16666666666666666
holiday:k5:all,5,all,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,25,25,0.28,0.4915254237288136,0.5696551724137932,,,0.72,0.7627118644067796,0.9440000000000001,175.61415679785424,194.18642689935936,-18.572270101505126,,,,,,,64.11902973011482,52.159937352156845,0.9668508287292817,0.8333333333333334,2.006400016357911,51.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,15,15,0.0,0.24031007751937986,0.0,,,0.06666666666666667,0.5426356589147286,0.12285714285714286,-198.23936605167418,-14.369798255992611,-183.86956779568158,,,,,,,-65.10628156108456,-162.79849713760126,0.5706521739130435,0.8571428571428571,2.036572279881822,63.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,30,30,0.16666666666666666,0.19658119658119658,0.8478260869565217,,,0.6333333333333333,0.5555555555555556,1.14,13.683954224061392,16.838282384351277,-3.154328160289886,,,,,,,23.34932995350614,-15.955999293285613,1.1538461538461537,0.8275862068965517,1.6792966104150249,52.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,15,15,0.5333333333333333,0.29770992366412213,1.7914529914529915,,,0.8666666666666667,0.6717557251908397,1.2901515151515153,210.19868523011283,95.96472466495561,114.23396056515722,,,,,,,159.1726378691137,156.4234544185777,0.5706521739130435,0.8571428571428571,2.0481741383578846,63.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,30,30,0.26666666666666666,0.19658119658119658,1.3565217391304347,,,0.6666666666666666,0.4700854700854701,1.4181818181818182,-19.52158856940626,-112.63640534071882,93.11481677131256,,,,,,,48.09768332577746,-17.931497473349246,1.160220994475138,0.8620689655172413,1.7672838742328467,53.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,15,15,0.26666666666666666,0.2,1.3333333333333333,,,0.4666666666666667,0.5692307692307692,0.8198198198198199,-0.9342746799366997,24.64574363935889,-25.58001831929559,,,,,,,-3.164074819556494,121.47048602999979,0.5706521739130435,0.8571428571428571,2.0422132407353843,63.0,0.3333333333333333
holiday:k5:all,5,all,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,25,25,0.44,0.20512820512820512,2.145,,,0.68,0.5042735042735043,1.3484745762711865,79.92217609642927,12.647688147121416,67.27448794930785,,,,,,,-10.84409577842207,96.26297852114777,0.9668508287292817,0.8333333333333334,2.034084560680799,49.0,0.5
holiday:k1:major,1,major,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,2,2,0.5,0.15254237288135594,3.2777777777777777,,,0.5,0.5338983050847458,0.9365079365079365,105.55225212602325,-2.594269522656172,108.14652164867942,,,,,,,92.5089289338965,84.69666134638342,0.07734806629834254,0.0,0.0,67.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,3,3,0.3333333333333333,0.17829457364341086,1.8695652173913042,,,0.3333333333333333,0.5581395348837209,0.5972222222222222,40.694986564397595,33.342203091136966,7.352783473260629,,,,,,,-16.988311059004854,26.721484184070913,0.1141304347826087,0.0,0.3620689655172414,113.0,0.5
holiday:k1:major,1,major,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,2,2,0.0,0.1452991452991453,0.0,,,0.0,0.4700854700854701,0.0,-1421.5055050792469,-53.00503542290707,-1368.5004696563399,,,,,,,-576.152998380145,-1079.92444350785,0.07734806629834254,0.0,0.0,67.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,3,3,0.0,0.2846153846153846,0.0,,,0.0,0.6230769230769231,0.0,-220.96962162198588,163.51128752215095,-384.48090914413683,,,,,,,-392.2169593799063,-346.7690162685099,0.1141304347826087,0.0,0.2903225806451613,113.0,0.5
holiday:k1:major,1,major,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,3,3,0.3333333333333333,0.4915254237288136,0.6781609195402298,,,0.6666666666666666,0.7627118644067796,0.8740740740740741,193.2411428774668,194.18642689935936,-0.9452840218925473,,,,,,,-19.266068593217778,142.86320321855507,0.11602209944751381,0.0,0.31343283582089554,70.0,0.5
holiday:k1:major,1,major,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,2,2,0.0,0.24031007751937986,0.0,,,0.0,0.5426356589147286,0.0,-77.32574041490581,-14.369798255992611,-62.955942158913196,,,,,,,-49.15344789511721,-176.11659706501194,0.07608695652173914,0.0,0.0,112.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,3,3,0.0,0.19658119658119658,0.0,,,0.6666666666666666,0.5555555555555556,1.2,-31.49891341688749,16.838282384351277,-48.337195801238764,,,,,,,-43.35628863256817,45.10467837949283,0.11538461538461539,0.0,0.5087719298245614,71.0,0.5
holiday:k1:major,1,major,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,2,2,0.5,0.29770992366412213,1.6794871794871795,,,0.5,0.6717557251908397,0.7443181818181818,63.745289241005636,95.96472466495561,-32.219435423949975,,,,,,,66.7962141970968,109.09824453650852,0.07608695652173914,0.0,0.0,113.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,3,3,0.0,0.19658119658119658,0.0,,,0.6666666666666666,0.4700854700854701,1.4181818181818182,-9.096322814894364,-112.63640534071882,103.54008252582446,,,,,,,50.71195853871465,-98.77754882688494,0.11602209944751381,0.0,0.7647058823529411,70.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,2,2,0.0,0.2,0.0,,,0.5,0.5692307692307692,0.8783783783783784,-46.00687822770733,24.64574363935889,-70.65262186706622,,,,,,,-65.7664708648864,-47.83798455922306,0.07608695652173914,0.0,0.0,113.0,0.6666666666666666
holiday:k1:major,1,major,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,2,2,0.0,0.20512820512820512,0.0,,,0.5,0.5042735042735043,0.9915254237288136,-231.51836871336485,12.647688147121416,-244.16605686048626,,,,,,,-255.08105333819753,-61.042432214602485,0.07734806629834254,0.0,0.0,68.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,6,6,0.5,0.15254237288135594,3.2777777777777777,,,0.5,0.5338983050847458,0.9365079365079365,132.744186753588,-2.594269522656172,135.33845627624416,,,,,,,124.88554382104131,136.55888832314278,0.23204419889502761,0.8,1.7368421052631577,65.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,9,9,0.3333333333333333,0.17829457364341086,1.8695652173913042,,,0.4444444444444444,0.5581395348837209,0.7962962962962963,77.92238822640499,33.342203091136966,44.580185135268025,,,,,,,19.191917412815968,19.730909991305047,0.3423913043478261,0.75,1.764585054247664,111.0,0.5
holiday:k3:major,3,major,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,6,6,0.0,0.1452991452991453,0.0,,,0.0,0.4700854700854701,0.0,-1439.4073054671226,-53.00503542290707,-1386.4022700442156,,,,,,,-657.4581374128285,-858.2307930452961,0.23204419889502761,0.8,1.6875,65.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,9,9,0.0,0.2846153846153846,0.0,,,0.0,0.6230769230769231,0.0,-336.11035790443935,163.51128752215095,-499.6216454265903,,,,,,,-528.3632454218788,-419.2600187116316,0.3423913043478261,0.75,1.7197883467659496,111.0,0.5
holiday:k3:major,3,major,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,9,9,0.4444444444444444,0.4915254237288136,0.904214559386973,,,0.6666666666666666,0.7627118644067796,0.8740740740740741,216.41710797628235,194.18642689935936,22.23068107692299,,,,,,,2.9246021078347884,160.53530107404262,0.34806629834254144,0.75,1.6477821109959323,66.0,0.5
holiday:k3:major,3,major,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,6,6,0.0,0.24031007751937986,0.0,,,0.0,0.5426356589147286,0.0,-136.02910348895398,-14.369798255992611,-121.65930523296137,,,,,,,-107.53931597372794,-216.87514100927413,0.2282608695652174,0.8,1.8765432098765433,110.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,9,9,0.1111111111111111,0.19658119658119658,0.5652173913043478,,,0.6666666666666666,0.5555555555555556,1.2,-5.434156228146189,16.838282384351277,-22.272438612497467,,,,,,,-16.65640284506245,-49.149771689654465,0.34615384615384615,0.75,1.7910852048015329,69.0,0.5
holiday:k3:major,3,major,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,6,6,0.5,0.29770992366412213,1.6794871794871795,,,0.6666666666666666,0.6717557251908397,0.9924242424242423,135.5242863766635,95.96472466495561,39.559561711707886,,,,,,,150.8650865981202,207.7117163896706,0.2282608695652174,0.8,1.8795180722891562,111.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,9,9,0.2222222222222222,0.19658119658119658,1.1304347826086956,,,0.7777777777777778,0.4700854700854701,1.6545454545454545,59.187842737934425,-112.63640534071882,171.82424807865326,,,,,,,130.7331785363309,35.956200536661555,0.34806629834254144,0.75,2.0805255791874457,68.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,6,6,0.3333333333333333,0.2,1.6666666666666665,,,0.5,0.5692307692307692,0.8783783783783784,18.358960184420116,24.64574363935889,-6.286783454938774,,,,,,,-3.7730924537356594,120.17572066004902,0.2282608695652174,0.8,1.878048780487805,109.0,0.6666666666666666
holiday:k3:major,3,major,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,6,6,0.16666666666666666,0.20512820512820512,0.8125,,,0.5,0.5042735042735043,0.9915254237288136,-106.10447535239763,12.647688147121416,-118.75216349951904,,,,,,,-139.75981582302063,-57.421937006033225,0.23204419889502761,0.8,1.7916666666666667,64.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,10,10,0.4,0.15254237288135594,2.6222222222222222,,,0.5,0.5338983050847458,0.9365079365079365,125.17149282560645,-2.594269522656172,127.76576234826263,,,,,,,125.49991983904252,118.15750991105634,0.3867403314917127,0.8888888888888888,2.1920310216782974,63.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,15,15,0.3333333333333333,0.17829457364341086,1.8695652173913042,,,0.5333333333333333,0.5581395348837209,0.9555555555555556,92.8325099558543,33.342203091136966,59.49030686471734,,,,,,,35.990925191608994,52.40788499950096,0.5706521739130435,0.8571428571428571,2.3535434278267875,107.0,0.5
holiday:k5:major,5,major,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,10,10,0.0,0.1452991452991453,0.0,,,0.0,0.4700854700854701,0.0,-1492.2961885728773,-53.00503542290707,-1439.2911531499703,,,,,,,-770.0948654160813,-811.3616877326551,0.3867403314917127,0.8888888888888888,2.0797258270192573,63.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,15,15,0.06666666666666667,0.2846153846153846,0.23423423423423423,,,0.2,0.6230769230769231,0.3209876543209877,-160.7175767209222,163.51128752215095,-324.2288642430732,,,,,,,-381.01299858412403,-166.80761248920018,0.5706521739130435,0.8571428571428571,2.304992034964546,109.0,0.5
holiday:k5:major,5,major,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,15,15,0.4666666666666667,0.4915254237288136,0.9494252873563218,,,0.6666666666666666,0.7627118644067796,0.8740740740740741,231.53744376974197,194.18642689935936,37.35101687038261,,,,,,,19.761932124912217,156.61825735128903,0.580110497237569,0.8571428571428571,2.1164754568509623,64.0,0.5
holiday:k5:major,5,major,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,10,10,0.0,0.24031007751937986,0.0,,,0.1,0.5426356589147286,0.1842857142857143,-146.6702668124272,-14.369798255992611,-132.3004685564346,,,,,,,-121.8864569086974,-201.56264697518944,0.3804347826086957,0.8888888888888888,2.5217302076050365,108.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,15,15,0.2,0.19658119658119658,1.0173913043478262,,,0.6666666666666666,0.5555555555555556,1.2,2.8687953949161775,16.838282384351277,-13.9694869894351,,,,,,,-8.298831300730615,-19.21316931171058,0.5769230769230769,0.8571428571428571,2.2680492276652955,65.0,0.5
holiday:k5:major,5,major,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,10,10,0.4,0.29770992366412213,1.3435897435897437,,,0.8,0.6717557251908397,1.190909090909091,144.88131819984662,95.96472466495561,48.91659353489101,,,,,,,175.2428291126016,205.58513211563437,0.3804347826086957,0.8888888888888888,2.528946605655417,109.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,15,15,0.13333333333333333,0.19658119658119658,0.6782608695652174,,,0.7333333333333333,0.4700854700854701,1.5599999999999998,32.675848824778626,-112.63640534071882,145.31225416549745,,,,,,,112.61622188154762,46.793812325811295,0.580110497237569,0.9285714285714286,2.6179924173917426,64.0,0.5
holiday:k5:major,5,major,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,10,10,0.4,0.2,2.0,,,0.5,0.5692307692307692,0.8783783783783784,25.182639432504,24.64574363935889,0.5368957931451099,,,,,,,0.08007277917565432,139.5721038378843,0.3804347826086957,0.8888888888888888,2.5253813613805267,107.0,0.6666666666666666
holiday:k5:major,5,major,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,10,10,0.3,0.20512820512820512,1.4625,,,0.7,0.5042735042735043,1.388135593220339,-9.752315668995042,12.647688147121416,-22.40000381611646,,,,,,,-47.90498022641865,82.9589382571676,0.3867403314917127,0.8888888888888888,2.3193102422918757,62.0,0.6666666666666666
holiday:k1:fixed,1,fixed,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,4,4,0.5,0.15254237288135594,3.2777777777777777,,,0.75,0.5338983050847458,1.4047619047619047,123.87307448712468,-2.594269522656172,126.46734400978086,,,,,,,89.86784799529912,73.02642850048392,0.15469613259668508,0.0,0.45618252166736095,53.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,3,3,0.3333333333333333,0.17829457364341086,1.8695652173913042,,,0.6666666666666666,0.5581395348837209,1.1944444444444444,148.75391607218478,33.342203091136966,115.41171298104781,,,,,,,46.440088151386384,47.0351264304795,0.1141304347826087,0.0,0.012658227848101266,69.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,4,4,0.0,0.1452991452991453,0.0,,,0.25,0.4700854700854701,0.5318181818181819,-662.3141445134669,-53.00503542290707,-609.3091090905598,,,,,,,-433.5339164782571,-337.46971320067627,0.15469613259668508,0.0,0.4749297485851977,54.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,3,3,0.0,0.2846153846153846,0.0,,,0.0,0.6230769230769231,0.0,-234.75332477544632,163.51128752215095,-398.2646122975973,,,,,,,-238.39898939245873,-304.2984898602067,0.1141304347826087,0.0,0.0,69.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,4,4,0.25,0.4915254237288136,0.5086206896551724,,,1.0,0.7627118644067796,1.3111111111111111,352.61857147655894,194.18642689935936,158.43214457719958,,,,,,,204.56306231776466,228.3014949958123,0.15469613259668508,0.0,0.47777485215307264,57.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,3,3,0.0,0.24031007751937986,0.0,,,0.0,0.5426356589147286,0.0,-166.55841426833257,-14.369798255992611,-152.18861601233996,,,,,,,-36.953608449132496,-149.43909865972384,0.1141304347826087,0.0,0.012658227848101266,67.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,4,4,0.25,0.19658119658119658,1.2717391304347827,,,0.75,0.5555555555555556,1.3499999999999999,7.147435460362619,16.838282384351277,-9.690846923988659,,,,,,,10.995519685835232,17.269435629404803,0.15384615384615385,0.0,0.4749297485851977,58.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,3,3,0.3333333333333333,0.29770992366412213,1.1196581196581197,,,0.6666666666666666,0.6717557251908397,0.9924242424242423,158.19943907006254,95.96472466495561,62.23471440510693,,,,,,,80.50264263314973,68.03998408288122,0.1141304347826087,0.0,0.037037037037037035,67.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,4,4,0.25,0.19658119658119658,1.2717391304347827,,,0.75,0.4700854700854701,1.5954545454545455,-39.284792551973766,-112.63640534071882,73.35161278874506,,,,,,,30.593925497358626,-59.99214622181308,0.15469613259668508,0.0,0.4455741360901532,57.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,3,3,0.0,0.2,0.0,,,0.3333333333333333,0.5692307692307692,0.5855855855855856,-88.0033320502808,24.64574363935889,-112.64907568963969,,,,,,,-82.26921233486932,-30.11387889748085,0.1141304347826087,0.0,0.025,69.0,0.5
holiday:k1:fixed,1,fixed,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,4,4,0.0,0.20512820512820512,0.0,,,0.5,0.5042735042735043,0.9915254237288136,-114.10793383025057,12.647688147121416,-126.75562197737199,,,,,,,-215.3409367228884,-91.69148724671699,0.15469613259668508,0.0,0.45618252166736095,53.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,12,12,0.4166666666666667,0.15254237288135594,2.7314814814814814,,,0.75,0.5338983050847458,1.4047619047619047,129.72849274095813,-2.594269522656172,132.3227622636143,,,,,,,104.23129655952637,78.72856437203119,0.46408839779005523,0.7272727272727273,1.640725132741536,51.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,9,9,0.3333333333333333,0.17829457364341086,1.8695652173913042,,,0.7777777777777778,0.5581395348837209,1.3935185185185186,173.99509595035616,33.342203091136966,140.6528928592192,,,,,,,77.05187673011389,19.068364200956417,0.3423913043478261,0.75,1.561179330602823,67.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,12,12,0.0,0.1452991452991453,0.0,,,0.25,0.4700854700854701,0.5318181818181819,-668.0425501539272,-53.00503542290707,-615.0375147310201,,,,,,,-489.072839804704,-351.8610029218862,0.46408839779005523,0.7272727272727273,1.6508583625899989,52.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,9,9,0.0,0.2846153846153846,0.0,,,0.0,0.6230769230769231,0.0,-254.56433857020394,163.51128752215095,-418.0756260923549,,,,,,,-277.2369698781171,-260.14113396086935,0.3423913043478261,0.75,1.5630702409767918,67.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,12,12,0.3333333333333333,0.4915254237288136,0.6781609195402298,,,1.0,0.7627118644067796,1.3111111111111111,310.29652539703164,194.18642689935936,116.11009849767228,,,,,,,172.47490369675634,130.14434089867254,0.46408839779005523,0.7272727272727273,1.6565366200018647,53.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,9,9,0.0,0.24031007751937986,0.0,,,0.0,0.5426356589147286,0.0,-205.51447081108378,-14.369798255992611,-191.14467255509118,,,,,,,-72.6087100689326,-184.85089371179618,0.3423913043478261,0.75,1.561179330602823,65.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,12,12,0.25,0.19658119658119658,1.2717391304347827,,,0.75,0.5555555555555556,1.3499999999999999,35.48724592165727,16.838282384351277,18.648963537305992,,,,,,,41.72290553889144,36.918713800099994,0.46153846153846156,0.7272727272727273,1.6508583625899989,56.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,9,9,0.5555555555555556,0.29770992366412213,1.8660968660968662,,,0.7777777777777778,0.6717557251908397,1.1578282828282829,208.35104836715698,95.96472466495561,112.38632370220137,,,,,,,142.22546965559638,144.3757555144931,0.3423913043478261,0.75,1.5667747085561383,65.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,12,12,0.4166666666666667,0.19658119658119658,2.1195652173913047,,,0.6666666666666666,0.4700854700854701,1.4181818181818182,-19.501973852351444,-112.63640534071882,93.13443148836738,,,,,,,61.36746709100442,-46.24503538940209,0.46408839779005523,0.7272727272727273,1.6221796037019658,55.0,0.5
holiday:k3:fixed,3,fixed,TJ,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,9,9,0.2222222222222222,0.2,1.111111111111111,,,0.3333333333333333,0.5692307692307692,0.5855855855855856,-31.276861330366234,24.64574363935889,-55.92260496972513,,,,,,,-29.003181066608533,87.00582864735581,0.3423913043478261,0.75,1.5638312294546772,65.0,0.3333333333333333
holiday:k3:fixed,3,fixed,TJ,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,12,12,0.3333333333333333,0.20512820512820512,1.625,,,0.5,0.5042735042735043,0.9915254237288136,-35.2588488184167,12.647688147121416,-47.906536965538116,,,,,,,-148.9098709208562,-11.091570517160193,0.46408839779005523,0.7272727272727273,1.640725132741536,51.0,0.5
holiday:k5:fixed,5,fixed,TJ,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,20,20,0.3,0.15254237288135594,1.9666666666666666,,,0.75,0.5338983050847458,1.4047619047619047,105.07453256709837,-2.594269522656172,107.66880208975455,,,,,,,87.49963256011439,45.415043233627785,0.7734806629834254,0.8421052631578947,2.071306954557919,49.0,0.3333333333333333
holiday:k5:fixed,5,fixed,TJ,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,15,15,0.4666666666666667,0.17829457364341086,2.617391304347826,,,0.8666666666666667,0.5581395348837209,1.5527777777777778,194.8494342353688,33.342203091136966,161.5072311442318,,,,,,,107.26634752523586,57.02804781406952,0.5706521739130435,0.8571428571428571,2.036572279881822,63.0,0.3333333333333333
holiday:k5:fixed,5,fixed,TJ,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,20,20,0.0,0.1452991452991453,0.0,,,0.3,0.4700854700854701,0.6381818181818182,-640.336104563873,-53.00503542290707,-587.331069140966,,,,,,,-543.4903968769131,-245.53012471927732,0.7734806629834254,0.8421052631578947,2.076054355411983,50.0,0.3333333333333333
holiday:k5:fixed,5,fixed,TJ,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,15,15,0.0,0.2846153846153846,0.0,,,0.06666666666666667,0.6230769230769231,0.10699588477366255,-196.95463231953124,163.51128752215095,-360.4659198416822,,,,,,,-242.85592835009024,-156.6042033694181,0.5706521739130435,0.8571428571428571,2.041241452319315,63.0,0.3333333333333333
holiday:k5:fixed,5,fixed,TJ,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,20,20,0.35,0.4915254237288136,0.7120689655172413,,,0.9,0.7627118644067796,1.1800000000000002,275.4070279995724,194.18642689935936,81.22060110021303,,,,,,,146.4638125427868,68.4511921053199,0.7734806629834254,0.8421052631578947,2.0863193590898503,51.0,0.3333333333333333
