indicator,rule,mode,corridor,split,window,scenario,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
calendar:day20-28:all,day20-28,all,TJS,6,2024-01…2024-06,BUY_NOW,20,25.0,38,38,0.18421052631578946,0.19658119658119658,0.9370709382151029,,,0.5526315789473685,0.5555555555555556,0.9947368421052633,24.439202181573545,16.838282384351277,7.600919797222268,,,,,,,29.07579032269038,-6.39244252762671,1.4615384615384615,0.8648648648648649,1.6802168483635305,25.0,0.0
calendar:day20-28:all,day20-28,all,TJS,7,2024-07…2024-12,BUY_NOW,20,25.0,38,38,0.2894736842105263,0.29770992366412213,0.9723346828609987,,,0.6052631578947368,0.6717557251908397,0.9010167464114832,37.28217675208374,95.96472466495561,-58.68254791287187,,,,,,,-46.49350004993464,53.64416502905163,1.4456521739130435,0.8648648648648649,1.716857374348939,25.0,0.0
calendar:day20-28:all,day20-28,all,TJS,8,2025-01…2025-06,BUY_NOW,20,25.0,40,40,0.25,0.19658119658119658,1.2717391304347827,,,0.65,0.4700854700854701,1.3827272727272728,-16.85784316739677,-112.63640534071882,95.77856217332206,,,,,,,101.72528069996949,80.94621485161124,1.5469613259668509,0.8717948717948718,1.680804236268589,24.0,0.0
calendar:day20-28:all,day20-28,all,TJS,9,2025-07…2025-12,BUY_NOW,20,25.0,37,37,0.24324324324324326,0.2,1.2162162162162162,,,0.5405405405405406,0.5692307692307692,0.9495982468955443,39.10897350637025,24.64574363935889,14.463229867011357,,,,,,,16.975603351495554,-28.529868449400272,1.407608695652174,0.8611111111111112,1.6977086731299282,25.0,0.0
calendar:day20-28:all,day20-28,all,TJS,10,2026-01…2026-06,BUY_NOW,20,25.0,37,37,0.24324324324324326,0.20512820512820512,1.185810810810811,,,0.5945945945945946,0.5042735042735043,1.1791113147045351,20.903675390654737,12.647688147121416,8.25598724353332,,,,,,,47.706605717185326,57.82469869587624,1.430939226519337,0.8611111111111112,1.6666666666666667,25.0,0.0
calendar:day25:first,day25,first,TJS,0,2021-01…2021-06,BUY_NOW,20,25.0,6,6,0.16666666666666666,0.15254237288135594,1.0925925925925926,,,0.6666666666666666,0.5338983050847458,1.2486772486772486,31.62200423757514,-2.594269522656172,34.21627376023131,,,,,,,34.803848230168065,65.5681651726007,0.23204419889502761,0.0,0.07065835796489936,32.0,0.0
calendar:day25:first,day25,first,TJS,1,2021-07…2021-12,BUY_NOW,20,25.0,6,6,0.16666666666666666,0.17829457364341086,0.9347826086956521,,,0.3333333333333333,0.5581395348837209,0.5972222222222222,58.80783409554372,33.342203091136966,25.465631004406752,,,,,,,22.783712631681922,32.512759226440515,0.2282608695652174,0.0,0.04721314364437764,33.0,0.0
calendar:day25:first,day25,first,TJS,2,2022-01…2022-06,BUY_NOW,20,25.0,6,6,0.3333333333333333,0.1452991452991453,2.2941176470588234,,,0.5,0.4700854700854701,1.0636363636363637,177.11613533400023,-53.00503542290707,230.1211707569073,,,,,,,335.32665151823875,277.93339232631337,0.23204419889502761,0.0,0.07964743533956825,33.0,0.0
calendar:day25:first,day25,first,TJS,3,2022-07…2022-12,BUY_NOW,20,25.0,6,6,0.5,0.2846153846153846,1.7567567567567568,,,0.8333333333333334,0.6230769230769231,1.337448559670782,277.6008283802872,163.51128752215095,114.08954085813627,,,,,,,95.01788894816748,207.79440882536505,0.2282608695652174,0.0,0.03432713198875175,32.0,0.0
calendar:day25:first,day25,first,TJS,4,2023-01…2023-06,BUY_NOW,20,25.0,6,6,0.6666666666666666,0.4915254237288136,1.3563218390804597,,,0.8333333333333334,0.7627118644067796,1.0925925925925928,255.14760174383665,194.18642689935936,60.961174844477284,,,,,,,91.97949315494854,119.82061146661412,0.23204419889502761,0.0,0.04850474738184512,33.0,0.0
calendar:day25:first,day25,first,TJS,5,2023-07…2023-12,BUY_NOW,20,25.0,6,6,0.5,0.24031007751937986,2.0806451612903225,,,0.6666666666666666,0.5426356589147286,1.2285714285714286,92.57423150257443,-14.369798255992611,106.94402975856704,,,,,,,100.05510905700918,111.68268791039846,0.2282608695652174,0.0,0.04721314364437763,33.0,0.0
