name,lift_med_corr_median,lift_med_corr_min,lift_pooled,lift_win_median_all,share_windows_lift_gt1,benefit_excess_med,fpw,n_events,clump_share,empty_month_share,longest_gap,sec,spec,per_corr_lift,share_weeks_any,share_2weeks_any,share_4weeks_any,longest_gap_any,gaps_over_30,gaps_over_60,longest_gap_corr_max
FINAL_lr_exAll_gate0.3_fpw2,1.3876658860265418,1.2626506024096387,1.273511211540154,1.303030303030303,0.7272727272727273,96.8108059760287,0.39766327235099763,570,0.6564807211186816,0.5545454545454545,118.0,1.0,"{""name"": ""FINAL_lr_exAll_gate0.3_fpw2"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.3, ""target_fpw"": 2.0, ""dump"": true, ""dump_events"": true}","{""AMD"": 1.533, ""KGS"": 1.394, ""KZT"": 1.263, ""TJS"": 1.265, ""UZS"": 1.388}",0.3958333333333333,0.4930555555555556,0.5833333333333334,392.0,6,5,483.0
