name,lift_med_corr_median,lift_med_corr_min,lift_pooled,lift_win_median_all,share_windows_lift_gt1,benefit_excess_med,fpw,n_events,clump_share,empty_month_share,longest_gap,sec,spec,per_corr_lift
BEST_lr_exAll_gate0.2_fpw2_dump,1.4644179350061703,1.2040816326530612,1.343258428495273,1.3916157372039724,0.7636363636363637,98.6105279504109,0.3343333042168017,479,0.6626587578507784,0.606060606060606,134.0,1.1,"{""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""BEST_lr_exAll_gate0.2_fpw2_dump"", ""dump"": true}","{""AMD"": 1.55, ""KGS"": 1.464, ""KZT"": 1.204, ""TJS"": 1.297, ""UZS"": 1.489}"
ref_calendar25_dump,1.2,0.9932659932659933,1.116080497594208,1.1727272727272728,0.6181818181818182,44.92541639808759,0.23020859755185955,330,0.0,0.0,32.0,0.6,"{""name"": ""ref_calendar25_dump"", ""model"": ""calendar"", ""policy"": {""cooldown"": 1, ""cap"": 5, ""span"": 7}, ""dump"": true}","{""AMD"": 0.993, ""KGS"": 1.265, ""KZT"": 1.204, ""TJS"": 1.2, ""UZS"": 0.993}"
ref_level_only_dump,1.130900743097198,1.0085227272727273,1.0759006870516197,1.0810234541577826,0.5636363636363636,28.621068795699657,0.6511179488299356,931,0.7738700835452043,0.4848484848484848,88.0,0.6,"{""name"": ""ref_level_only_dump"", ""model"": ""level_only"", ""dump"": true}","{""AMD"": 1.318, ""KGS"": 1.131, ""KZT"": 1.151, ""TJS"": 1.009, ""UZS"": 1.041}"
spec_lr_base_dump,0.9060881928528988,0.7477305937162677,0.9143146763596549,0.9413793103448277,0.34545454545454546,4.197174513303146,0.4928314539172094,707,0.7012525779939208,0.603030303030303,121.0,0.6,"{""name"": ""spec_lr_base_dump"", ""model"": ""logreg"", ""dump"": true}","{""AMD"": 1.051, ""KGS"": 0.905, ""KZT"": 0.748, ""TJS"": 0.906, ""UZS"": 1.17}"
abl_drop_vol,1.4044117647058822,1.2040816326530612,1.343120338861336,1.3636363636363638,0.7272727272727273,99.44576910540663,0.32592237812631764,467,0.6495757365365208,0.609090909090909,132.0,1.0,"{""model"": ""logreg"", ""extra"": [""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""abl_drop_vol""}","{""AMD"": 1.486, ""KGS"": 1.404, ""KZT"": 1.204, ""TJS"": 1.308, ""UZS"": 1.458}"
abl_drop_tech,1.256691565515095,1.151189423137676,1.3211717295454384,1.327941176470588,0.6545454545454545,97.96022013655123,0.31615795326460716,453,0.6957884542420179,0.6303030303030303,135.0,1.0,"{""model"": ""logreg"", ""extra"": [""vol"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""abl_drop_tech""}","{""AMD"": 1.522, ""KGS"": 1.39, ""KZT"": 1.151, ""TJS"": 1.257, ""UZS"": 1.252}"
abl_drop_usd,1.489396551724138,1.14868330464716,1.338084065299579,1.4395604395604396,0.6909090909090909,98.31927247422286,0.33549904335395564,480,0.668319155563079,0.6060606060606061,127.0,0.8,"{""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""abl_drop_usd""}","{""AMD"": 1.494, ""KGS"": 1.529, ""KZT"": 1.149, ""TJS"": 1.354, ""UZS"": 1.489}"
abl_drop_basket,1.4311974789915967,1.2114158163265305,1.393481402805047,1.4366919844861021,0.7272727272727273,108.68840823016005,0.33092826582497503,474,0.6509114492448752,0.612121212121212,134.0,1.0,"{""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""abl_drop_basket""}","{""AMD"": 1.526, ""KGS"": 1.431, ""KZT"": 1.211, ""TJS"": 1.405, ""UZS"": 1.563}"
abl_drop_cal,1.4338235294117647,1.2040816326530612,1.3545802038546617,1.3650000000000002,0.7090909090909091,99.5832689760797,0.33149011689727526,475,0.6745323649537807,0.6121212121212122,134.0,1.0,"{""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""abl_drop_cal""}","{""AMD"": 1.44, ""KGS"": 1.434, ""KZT"": 1.204, ""TJS"": 1.295, ""UZS"": 1.466}"
lr_exAll_gate0.15_fpw2,1.4918649051660466,1.2626506024096387,1.3846160584604383,1.4527347652347653,0.7818181818181819,116.60068463389766,0.2829263458136867,405,0.5949291168516503,0.6424242424242425,141.0,1.1,"{""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.15, ""target_fpw"": 2.0, ""name"": ""lr_exAll_gate0.15_fpw2""}","{""AMD"": 1.668, ""KGS"": 1.492, ""KZT"": 1.263, ""TJS"": 1.322, ""UZS"": 1.549}"
