name,lift_med,lift_min_corr,lift_pooled,share_win_gt1,benefit_excess,benefit_excess_pooled,fpw,n_events,clump_share,empty_month_share,longest_gap_corr_max,share_weeks_any,share_2weeks_any,longest_gap_any_days,n_any,sec,per_corr_lift,spec
B_hgbrf_gateNone_fpw2.0,1.0,0.9782608695652173,0.9905796008614013,0.4727272727272727,14.432971975136546,16.22688757801295,0.8234388359658598,1181,0.6300741483478308,0.27878787878787875,210.0,0.6979166666666666,0.8055555555555556,127.0,475,234.6,"{""AMD"": 0.985, ""KGS"": 1.0, ""KZT"": 1.052, ""TJS"": 0.978, ""UZS"": 1.001}","{""name"": ""B_hgbrf_gateNone_fpw2.0"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
B_hgbrf_gateNone_fpw3.0,1.005194805194805,0.975206611570248,1.0099485950410816,0.509090909090909,6.4730377094009555,18.72439159581539,1.0118138647324328,1451,0.708611198517919,0.20606060606060603,182.0,0.78125,0.8680555555555556,123.0,572,163.6,"{""AMD"": 0.975, ""KGS"": 1.078, ""KZT"": 1.034, ""TJS"": 0.978, ""UZS"": 1.005}","{""name"": ""B_hgbrf_gateNone_fpw3.0"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 3.0]}"
B_hgbrf_gateNone_lift1.3,0.992576882290562,0.9535353535353536,0.9890544475739295,0.2727272727272727,8.803749136720377,14.868820318435537,0.4884561211068537,698,0.6575180525996005,0.5757575757575758,613.0,0.4305555555555556,0.4930555555555556,362.0,298,176.4,"{""AMD"": 0.993, ""KGS"": 0.962, ""KZT"": 0.993, ""TJS"": 0.954, ""UZS"": 1.406}","{""name"": ""B_hgbrf_gateNone_lift1.3"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""lift"", 1.3]}"
