name,error,spec
ref_calendar25,ValueError('Can only compare identically-labeled Series objects'),"{""name"": ""ref_calendar25"", ""model"": ""calendar"", ""policy"": {""cooldown"": 1, ""cap"": 5, ""span"": 7}}"
lr_ex_cal,1.0272168568920106,0.7499699879951981,0.9306090770427397,0.9848484848484849,0.43636363636363634,16.23986091057119,0.47321962207861795,679,0.6123353809879122,0.5606060606060607,109.0,0.6,"{""name"": ""lr_ex_cal"", ""model"": ""logreg"", ""extra"": [""cal""]}","{""AMD"": 1.17, ""KGS"": 1.027, ""KZT"": 0.75, ""TJS"": 0.827, ""UZS"": 1.506}"
lr_ex_vol+tech,1.102175498298493,0.9177777777777778,1.0144387540161408,1.0661157024793388,0.4909090909090909,28.797430636542845,0.4980561775481304,714,0.6524962597753293,0.5424242424242424,105.0,0.7,"{""name"": ""lr_ex_vol+tech"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech""]}","{""AMD"": 1.102, ""KGS"": 1.031, ""KZT"": 1.156, ""TJS"": 0.918, ""UZS"": 1.192}"
lr_ex_vol+tech+usd,1.0526315789473684,1.002832674571805,1.077569569992575,1.0569280343716434,0.5454545454545454,37.81002145272312,0.5386704215793816,773,0.6705622331762906,0.5000000000000001,93.0,0.9,"{""name"": ""lr_ex_vol+tech+usd"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd""]}","{""AMD"": 1.069, ""KGS"": 1.053, ""KZT"": 1.046, ""TJS"": 1.07, ""UZS"": 1.003}"
lr_ex_vol+tech+usd+basket+cal,1.0946005267778753,1.0623529411764705,1.081037647636351,1.1142857142857143,0.6363636363636364,62.424620642902696,0.5840939747257308,838,0.5991715458731423,0.43636363636363645,91.0,1.0,"{""name"": ""lr_ex_vol+tech+usd+basket+cal"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""]}","{""AMD"": 1.12, ""KGS"": 1.062, ""KZT"": 1.095, ""TJS"": 1.07, ""UZS"": 1.291}"
lr_C0.01,0.9770572163291547,0.7794961398658807,0.918262458865446,0.9752786615221464,0.38181818181818183,2.676706943186927,0.504066375613337,723,0.6872684916538182,0.5909090909090909,109.0,0.6,"{""name"": ""lr_C0.01"", ""model"": ""logreg"", ""C"": 0.01}","{""AMD"": 1.059, ""KGS"": 1.011, ""KZT"": 0.779, ""TJS"": 0.889, ""UZS"": 0.977}"
lr_C1.0,0.9701492537313434,0.7624148276038456,0.9104932528772877,0.9451659451659451,0.36363636363636365,2.0390763137418517,0.49703137362277405,713,0.7043633565961246,0.5939393939393939,106.0,0.6,"{""name"": ""lr_C1.0"", ""model"": ""logreg"", ""C"": 1.0}","{""AMD"": 1.084, ""KGS"": 0.97, ""KZT"": 0.762, ""TJS"": 0.857, ""UZS"": 1.29}"
lr_balanced,0.9053694843168527,0.7477305937162677,0.9121004342623582,0.9413793103448277,0.36363636363636365,4.197174513303146,0.4900455897693467,703,0.708320079398093,0.603030303030303,108.0,0.6,"{""name"": ""lr_balanced"", ""model"": ""logreg"", ""cw"": ""balanced""}","{""AMD"": 1.051, ""KGS"": 0.905, ""KZT"": 0.748, ""TJS"": 0.864, ""UZS"": 1.29}"
lr_decay1,1.0636363636363637,0.9406751336898396,0.9858148873371967,1.1021739130434782,0.509090909090909,37.888853758387086,0.374300447330714,537,0.6379020964023885,0.6424242424242425,122.0,0.6,"{""name"": ""lr_decay1"", ""model"": ""logreg"", ""decay"": 1}","{""AMD"": 1.337, ""KGS"": 0.941, ""KZT"": 1.027, ""TJS"": 1.064, ""UZS"": 1.828}"
lr_decay2,0.8990683229813665,0.8008896947208635,0.9134688490308753,0.9160098522167488,0.38181818181818183,6.495207937459967,0.40287010611295976,578,0.7020290705218935,0.6606060606060606,123.0,0.6,"{""name"": ""lr_decay2"", ""model"": ""logreg"", ""decay"": 2}","{""AMD"": 1.187, ""KGS"": 0.899, ""KZT"": 0.849, ""TJS"": 0.801, ""UZS"": 1.23}"
lr_decay4,0.9253623188405797,0.7159451659451659,0.9086672498715714,0.9672131147540984,0.4,3.752002201903962,0.44325186583774145,636,0.6862448004355307,0.6363636363636362,123.0,0.6,"{""name"": ""lr_decay4"", ""model"": ""logreg"", ""decay"": 4}","{""AMD"": 1.144, ""KGS"": 0.925, ""KZT"": 0.823, ""TJS"": 0.716, ""UZS"": 1.114}"
lr_recent3,1.0585858585858585,0.8227848101265823,0.9637656484683418,0.9912909836065573,0.4,8.34734647383835,0.49111763806695335,704,0.7173773590562588,0.5909090909090909,120.0,0.6,"{""name"": ""lr_recent3"", ""model"": ""logreg"", ""recent_years"": 3}","{""AMD"": 1.108, ""KGS"": 1.059, ""KZT"": 0.823, ""TJS"": 1.16, ""UZS"": 0.991}"
lr_recent5,0.8405797101449275,0.7443181818181818,0.8946720019212064,0.9315607763883627,0.36363636363636365,5.429042198634814,0.47480090171658756,681,0.7188492425875965,0.6151515151515151,122.0,0.6,"{""name"": ""lr_recent5"", ""model"": ""logreg"", ""recent_years"": 5}","{""AMD"": 1.028, ""KGS"": 0.841, ""KZT"": 0.748, ""TJS"": 0.744, ""UZS"": 0.967}"
