h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share,split,corr,theta
20,25.0,36,36,0.2222222222222222,0.15254237288135594,1.45679012345679,,,0.6111111111111112,0.5338983050847458,1.144620811287478,34.15646658662039,-2.594269522656172,36.75073610927656,,,,,,,54.19861318247081,11.135471458050091,1.3922651933701657,0.9428571428571428,1.3411754122134072,41.0,0.0,0,TJS,0.5416666666666667
20,25.0,37,37,0.1891891891891892,0.13559322033898305,1.3952702702702704,,,0.5405405405405406,0.5169491525423728,1.0456357997341605,19.02426317373344,-12.978020395404887,32.00228356913833,,,,,,,50.04421553599276,5.871370763597088,1.430939226519337,0.9444444444444444,1.1797438203142074,35.0,0.0,0,UZS,0.5416666666666667
20,25.0,38,38,0.21052631578947367,0.1440677966101695,1.461300309597523,,,0.5263157894736842,0.5,1.0526315789473684,20.469560062434425,-8.151508733265231,28.621068795699657,,,,,,,53.7299624091767,1.630872883764022,1.4696132596685083,0.918918918918919,1.0750660184910272,31.0,0.0,0,KGS,0.5416666666666667
20,25.0,36,36,0.25,0.1864406779661017,1.3409090909090908,,,0.5833333333333334,0.5508474576271186,1.058974358974359,72.21300273890837,43.40759409925216,28.805408639656214,,,,,,,65.03967108951446,24.456141131542907,1.3922651933701657,0.8857142857142857,1.031495556961657,30.0,0.0,0,AMD,0.5416666666666667
20,25.0,38,38,0.23684210526315788,0.15254237288135594,1.5526315789473681,,,0.5,0.4152542372881356,1.2040816326530612,8.035827254518638,-18.204220636461798,26.240047890980435,,,,,,,42.358621287563714,7.798510186596568,1.4696132596685083,0.918918918918919,0.6883608544026598,18.0,0.0,0,KZT,0.5416666666666667
20,25.0,10,10,0.3,0.17829457364341086,1.6826086956521737,,,0.8,0.5581395348837209,1.4333333333333333,107.05849627664688,33.342203091136966,73.71629318550991,,,,,,,106.73279035481698,51.84441341417878,0.3804347826086957,0.3333333333333333,1.4702294681604013,66.0,0.3333333333333333,1,TJS,0.8683333333333337
20,25.0,22,22,0.13636363636363635,0.14728682170542637,0.9258373205741626,,,0.5909090909090909,0.5116279069767442,1.1549586776859504,12.973946147384037,10.345720517709584,2.6282256296744535,,,,,,,51.708197989005846,5.50625265336976,0.8369565217391305,0.8571428571428571,1.1878679122272238,49.0,0.16666666666666666,1,UZS,0.8683333333333337
20,25.0,19,19,0.21052631578947367,0.16279069767441862,1.2932330827067668,,,0.631578947368421,0.5348837209302325,1.1807780320366132,47.46245947239456,25.66914672872073,21.793312743673834,,,,,,,74.38980778926815,12.603026137911868,0.7228260869565217,0.8333333333333334,1.1559959042367949,49.0,0.3333333333333333,1,KGS,0.8683333333333337
20,25.0,0,0,,0.13953488372093023,,,,,0.6589147286821705,,,51.49644441112181,,,,,,,,,,0.0,,,182.0,1.0,1,AMD,0.8683333333333337
20,25.0,13,13,0.23076923076923078,0.2248062015503876,1.026525198938992,,,0.6923076923076923,0.5271317829457365,1.3133484162895925,39.71100469301312,10.733408670057983,28.97759602295514,,,,,,,75.03050288476216,5.099088749138924,0.4945652173913044,0.8333333333333334,1.760652135354218,71.0,0.3333333333333333,1,KZT,0.8683333333333337
20,25.0,11,11,0.09090909090909091,0.1452991452991453,0.6256684491978609,,,0.45454545454545453,0.4700854700854701,0.9669421487603306,-95.29792113232939,-53.00503542290707,-42.29288570942232,,,,,,,582.2339010110676,19.985550613608687,0.42541436464088395,0.7,1.0506910031944041,87.0,0.5,2,TJS,0.9333333333333333
20,25.0,18,18,0.0,0.1111111111111111,0.0,,,0.3333333333333333,0.41025641025641024,0.8125,-323.84923032127864,-133.26289884507412,-190.58633147620452,,,,,,,320.7668249266151,-172.62345017965652,0.6961325966850829,0.8235294117647058,0.6290548936075433,88.0,0.5,2,UZS,0.9333333333333333
20,25.0,14,14,0.0,0.10256410256410256,0.0,,,0.35714285714285715,0.39316239316239315,0.9083850931677019,-88.80046192921863,-134.33666686632213,45.536204937103506,,,,,,,430.1619052141213,5.6268075544609975,0.5414364640883977,0.7692307692307693,0.970725343394151,88.0,0.5,2,KGS,0.9333333333333333
20,25.0,13,13,0.0,0.10256410256410256,0.0,,,0.5384615384615384,0.42735042735042733,1.26,78.46639725032131,-7.685668238494408,86.15206548881571,,,,,,,370.9583319760663,-13.981143039375551,0.5027624309392265,0.9166666666666666,0.45265655765013885,115.0,0.6666666666666666,2,AMD,0.9333333333333333
20,25.0,17,17,0.0,0.1111111111111111,0.0,,,0.23529411764705882,0.38461538461538464,0.6117647058823529,-506.2624534687616,-253.47141149360772,-252.79104197515386,,,,,,,233.78496387245193,-262.17194702709844,0.6574585635359116,0.875,0.7137464271463297,87.0,0.5,2,KZT,0.9333333333333333
