name,lift_med,lift_min_corr,lift_pooled,share_win_gt1,benefit_excess,benefit_excess_pooled,fpw,n_events,clump_share,empty_month_share,longest_gap_corr_max,share_weeks_any,share_2weeks_any,longest_gap_any_days,n_any,sec,per_corr_lift,spec
A_none_lrfixed,0.9915254237288136,0.962686567164179,0.9670478526567782,0.45454545454545453,7.456747009183907,2.152131224014126,0.9110474140320406,1305,0.8011157745981301,0.36363636363636365,311.0,0.6736111111111112,0.7291666666666666,103.0,456,0.9,"{""AMD"": 0.975, ""KGS"": 0.992, ""KZT"": 0.963, ""TJS"": 0.992, ""UZS"": 1.115}","{""name"": ""A_none_lrfixed"", ""bases"": [], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_none_lrall,1.09310496267018,0.9750000000000001,1.0639651530294527,0.5818181818181818,32.80925226664924,44.202889412538816,0.8453675318196097,1212,0.762213677206532,0.29090909090909095,198.0,0.7361111111111112,0.8263888888888888,123.0,509,1.2,"{""AMD"": 1.002, ""KGS"": 1.093, ""KZT"": 0.975, ""TJS"": 1.204, ""UZS"": 1.2}","{""name"": ""A_none_lrall"", ""bases"": [], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb_lrfixed,1.0267857142857144,0.9750000000000001,1.003762408635412,0.5454545454545454,13.756160955333016,13.083409224076684,0.9931881174314515,1423,0.8199361160763439,0.3242424242424242,311.0,0.7048611111111112,0.7777777777777778,103.0,471,220.7,"{""AMD"": 0.975, ""KGS"": 1.022, ""KZT"": 1.141, ""TJS"": 1.027, ""UZS"": 1.099}","{""name"": ""A_hgb_lrfixed"", ""bases"": [""hgb""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb_lrall,1.0143133462282399,0.9485294117647058,1.0397807245057136,0.5272727272727272,26.366030086764162,29.158281953829466,0.8653344733575336,1241,0.6839545796625892,0.2909090909090909,219.0,0.7256944444444444,0.8263888888888888,127.0,487,125.1,"{""AMD"": 1.014, ""KGS"": 1.091, ""KZT"": 0.949, ""TJS"": 0.978, ""UZS"": 1.057}","{""name"": ""A_hgb_lrall"", ""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb+rf_lrfixed,0.9916443850267378,0.8860606060606061,0.9772236516890925,0.4727272727272727,-2.2810311556993104,5.775819153697921,0.8664004743754925,1242,0.7679629417102125,0.36060606060606054,311.0,0.6701388888888888,0.75,103.0,484,173.8,"{""AMD"": 0.886, ""KGS"": 0.992, ""KZT"": 1.125, ""TJS"": 1.027, ""UZS"": 0.914}","{""name"": ""A_hgb+rf_lrfixed"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb+rf_lrall,1.0,0.9782608695652173,1.0037191532150742,0.4909090909090909,14.432971975136546,17.663686914275903,0.827600498228651,1187,0.6218276677752634,0.27878787878787875,214.0,0.7013888888888888,0.8055555555555556,127.0,493,167.7,"{""AMD"": 0.985, ""KGS"": 1.0, ""KZT"": 1.052, ""TJS"": 0.978, ""UZS"": 1.001}","{""name"": ""A_hgb+rf_lrall"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb+et+rf_lrfixed,1.014705882352941,0.9256329113924051,0.9810617976697364,0.509090909090909,22.84039030853466,22.61850192664939,0.8055599696964098,1156,0.731614129900535,0.3363636363636363,202.0,0.6597222222222222,0.7777777777777778,168.0,477,178.4,"{""AMD"": 1.059, ""KGS"": 1.015, ""KZT"": 0.926, ""TJS"": 1.006, ""UZS"": 1.022}","{""name"": ""A_hgb+et+rf_lrfixed"", ""bases"": [""hgb"", ""et"", ""rf""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb+et+rf_lrall,0.9667178699436764,0.9388437649307214,0.9869738969779347,0.41818181818181815,5.050357200685994,18.39311633927164,0.6522901551967132,937,0.6846713970758114,0.37878787878787873,210.0,0.5868055555555556,0.6944444444444444,125.0,407,178.2,"{""AMD"": 0.939, ""KGS"": 1.067, ""KZT"": 0.965, ""TJS"": 0.967, ""UZS"": 0.967}","{""name"": ""A_hgb+et+rf_lrall"", ""bases"": [""hgb"", ""et"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
