name,lift_med,lift_min_corr,lift_pooled,share_win_gt1,benefit_excess,benefit_excess_pooled,fpw,n_events,clump_share,empty_month_share,longest_gap_corr_max,share_weeks_any,share_2weeks_any,longest_gap_any_days,n_any,sec,per_corr_lift,spec
s_stack_hgb_fixed_dump,1.0267857142857144,0.9750000000000001,1.0033603569146219,0.5454545454545454,13.756160955333016,12.314747577895858,0.9911015539828896,1420,0.829548149353238,0.33333333333333337,311.0,0.6979166666666666,0.7638888888888888,103.0,465,220.4,"{""AMD"": 0.975, ""KGS"": 1.022, ""KZT"": 1.141, ""TJS"": 1.027, ""UZS"": 1.099}","{""name"": ""s_stack_hgb_fixed_dump"", ""bases"": [""hgb""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0], ""dump"": true}"
