name,lift_med_corr_median,lift_med_corr_min,lift_pooled,lift_win_median_all,share_windows_lift_gt1,benefit_excess_med,fpw,n_events,clump_share,empty_month_share,longest_gap,sec,spec,per_corr_lift
lr_gate0.2_fpw3,1.3106764265447666,1.1578282828282829,1.261099886282235,1.3627704099102405,0.6181818181818182,96.3589974189726,0.3728884495278922,534,0.7273108580553432,0.6212121212121213,119.0,0.6,"{""name"": ""lr_gate0.2_fpw3"", ""model"": ""logreg"", ""gate_rank120"": 0.2, ""target_fpw"": 3.0}","{""AMD"": 1.495, ""KGS"": 1.437, ""KZT"": 1.161, ""TJS"": 1.158, ""UZS"": 1.311}"
lr_exAll_gate0.3_fpw3.0,1.358646616541353,1.2415752741774675,1.2601204858287798,1.3242753623188406,0.7454545454545455,83.261994602165,0.4626868147466274,663,0.6856241878500751,0.509090909090909,117.0,1.1,"{""name"": ""lr_exAll_gate0.3_fpw3.0"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.3, ""target_fpw"": 3.0}","{""AMD"": 1.544, ""KGS"": 1.415, ""KZT"": 1.246, ""TJS"": 1.242, ""UZS"": 1.359}"
rf_exAll_gate0.2_fpw2,1.2939814814814814,1.1330079858030169,1.2557224419484248,1.323232323232323,0.7272727272727273,90.429060491428,0.3478460765753583,498,0.639120250838023,0.609090909090909,134.0,10.1,"{""model"": ""rf"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0, ""name"": ""rf_exAll_gate0.2_fpw2""}","{""AMD"": 1.506, ""KGS"": 1.397, ""KZT"": 1.133, ""TJS"": 1.294, ""UZS"": 1.204}"
ref_level_only_fpw0.35,1.323232323232323,0.975,1.2382319484838542,1.3164556962025318,0.5272727272727272,82.0012576199087,0.3442492890246914,492,0.6919460214747851,0.6484848484848486,129.0,0.5,"{""name"": ""ref_level_only_fpw0.35"", ""model"": ""level_only"", ""target_fpw"": 0.35}","{""AMD"": 1.352, ""KGS"": 1.323, ""KZT"": 0.975, ""TJS"": 1.425, ""UZS"": 1.004}"
ref_level_only_fpw0.35_dump,1.323232323232323,0.975,1.2382319484838542,1.3164556962025318,0.5272727272727272,82.0012576199087,0.3442492890246914,492,0.6919460214747851,0.6484848484848486,129.0,0.5,"{""name"": ""ref_level_only_fpw0.35_dump"", ""model"": ""level_only"", ""target_fpw"": 0.35, ""dump"": true}","{""AMD"": 1.352, ""KGS"": 1.323, ""KZT"": 0.975, ""TJS"": 1.425, ""UZS"": 1.004}"
lr_localmin_exAll_gate0.2_fpw2,1.2317708333333333,1.1246456164650378,1.2245708223444445,1.2717391304347827,0.7454545454545455,82.14824932129675,0.4964543203613585,710,0.6872274916301909,0.5090909090909093,116.0,1.0,"{""name"": ""lr_localmin_exAll_gate0.2_fpw2"", ""model"": ""logreg"", ""target"": ""localmin20"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""gate_rank120"": 0.2, ""target_fpw"": 2.0}","{""AMD"": 1.478, ""KGS"": 1.326, ""KZT"": 1.125, ""TJS"": 1.232, ""UZS"": 1.133}"
lr_gate0.2,1.2778735632183909,0.8181818181818182,1.2157519246843558,1.323232323232323,0.509090909090909,60.96914072248848,0.2155979079772017,309,0.6328994753851281,0.7515151515151512,135.0,0.6,"{""name"": ""lr_gate0.2"", ""model"": ""logreg"", ""gate_rank120"": 0.2}","{""AMD"": 1.494, ""KGS"": 1.391, ""KZT"": 0.818, ""TJS"": 1.022, ""UZS"": 1.278}"
ref_level_only_fpw0.5,1.2989342403628117,1.0524475524475525,1.1970117853629814,1.267382702091577,0.5818181818181818,71.05773239185102,0.4260789774722034,609,0.7278848349732683,0.5848484848484848,115.0,0.5,"{""name"": ""ref_level_only_fpw0.5"", ""model"": ""level_only"", ""target_fpw"": 0.5}","{""AMD"": 1.455, ""KGS"": 1.323, ""KZT"": 1.204, ""TJS"": 1.299, ""UZS"": 1.052}"
ref_level_only_gate0.2_fpw2,1.2507891414141414,1.2130800189393938,1.1960428832396346,1.3014829513141952,0.6909090909090909,62.38225615766304,0.5808225224211292,831,0.7692330249311012,0.496969696969697,115.0,0.5,"{""name"": ""ref_level_only_gate0.2_fpw2"", ""model"": ""level_only"", ""gate_rank120"": 0.2, ""target_fpw"": 2.0}","{""AMD"": 1.467, ""KGS"": 1.326, ""KZT"": 1.23, ""TJS"": 1.251, ""UZS"": 1.213}"
lr_exAll_decay1,1.2134861688783256,1.02362012987013,1.1597016014356718,1.1749079748239857,0.6727272727272727,61.18030756231997,0.5701916567698457,819,0.6402274548294371,0.4515151515151516,88.0,1.0,"{""name"": ""lr_exAll_decay1"", ""model"": ""logreg"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""decay"": 1}","{""AMD"": 1.326, ""KGS"": 1.213, ""KZT"": 1.185, ""TJS"": 1.024, ""UZS"": 1.254}"
