corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,125,0.4945652173913044,0.25757575757575757,17,-19
KGS,130,0.5414364640883977,0.2121212121212121,12,106,0.4565217391304348,0.25757575757575757,12,-24
KZT,181,0.6467391304347826,0.07575757575757575,19,152,0.6086956521739131,0.10606060606060605,19,-29
TJS,159,0.5384615384615384,0.07575757575757575,12,138,0.4640883977900552,0.12121212121212119,12,-21
UZS,121,0.3846153846153846,0.2727272727272727,7,104,0.3076923076923077,0.3333333333333333,7,-17
