scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,547,0.5429616087751371,38.77377133687488,0.011178663038702963,9.878684729860346
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,78,0.47435897435897434,-39.67205191953344,0.018803418803418792,19.222469147214085
all,735,0.5224489795918368,18.145338728594687,625,0.5344,28.98373259447513,0.011951020408163204,10.838393865880441
