corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,136,0.4184782608695652,0.22727272727272727,13,-8
KGS,130,0.5414364640883977,0.2121212121212121,12,166,0.580110497237569,0.015151515151515145,17,36
KZT,181,0.6467391304347826,0.07575757575757575,19,143,0.580110497237569,0.1515151515151515,16,-38
TJS,159,0.5384615384615384,0.07575757575757575,12,137,0.4184782608695652,0.1818181818181818,13,-22
UZS,121,0.3846153846153846,0.2727272727272727,7,132,0.4184782608695652,0.16666666666666663,10,11
