scenario,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
BUY_NOW,55,645,631,1.0408172315365805,1.0908728318839755,0.05005560034739509,-0.02841875704302208,0.12923219745920272,34.25731206598712,44.15108988317917,9.893777817192046,-17.13460326330984,34.37817155235212,11,-0.04680343880642242,0.1618898909448459,-17.959535978251395,37.56723127268611,разницы нет,разницы нет,разницы нет,разницы нет
WINDOW_CLOSING,23,90,83,1.106607938706009,1.2398538876697687,0.13324594896375963,-0.12168451287275593,0.4018950760393483,-26.552353629577343,51.05900138665841,77.61135501623575,4.420035782379727,156.86995417379663,10,-0.14575157344849526,0.3237700248930606,-47.076383205815624,176.71715890568197,разницы нет,разницы нет,вариант,разницы нет
all,55,735,714,1.0474663409853064,1.1070791449720727,0.05961280398676627,-0.0154425593999326,0.1366017748038243,26.811230552244535,44.95411040809342,18.142879855848886,-4.152951793301227,40.36475935982619,11,-0.023742635900273888,0.15296088842662772,-1.015964252418887,38.63373815069167,разницы нет,разницы нет,разницы нет,разницы нет
