scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,631,0.5483359746434231,28.764413569328656,0.016553028906988954,-0.13067303768587735
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,83,0.5783132530120482,61.72663997094589,0.12275769745649262,120.62116103769341
all,735,0.5224489795918368,18.145338728594687,714,0.5518207282913166,32.596156974558674,0.029371748699479783,14.450818245963987
