corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,98,0.3423913043478261,0.11538461538461539,0.8508287292817679,0.0,0.3333333333333333,154.0,0.0,55,6
KGS,11,108,0.30434782608695654,0.15469613259668508,0.7348066298342542,0.0,0.22727272727272727,102.0,0.0,55,9
KZT,11,107,0.3423913043478261,0.19021739130434784,0.7348066298342542,0.0,0.25757575757575757,110.0,0.0,68,11
TJS,11,93,0.3804347826086957,0.15217391304347827,0.46408839779005523,0.0,0.22727272727272727,92.0,0.0,54,8
UZS,11,99,0.3804347826086957,0.15469613259668508,0.6187845303867403,0.0,0.2727272727272727,112.0,0.0,43,7
