scenario,blocks,events_latest,events_variant,lift_latest,lift_variant,diff_lift,diff_lift_ci_lo,diff_lift_ci_hi,benefit_latest,benefit_variant,diff_benefit,diff_benefit_ci_lo,diff_benefit_ci_hi,blocks_by_window,diff_lift_ci_lo_by_window,diff_lift_ci_hi_by_window,diff_benefit_ci_lo_by_window,diff_benefit_ci_hi_by_window,verdict_lift,verdict_lift_by_window,verdict_benefit,verdict_benefit_by_window
BUY_NOW,55,645,555,1.0408172315365805,1.0559011346239129,0.015083903087332429,-0.04634002744007937,0.07542960726862147,34.25731206598712,37.10704669142697,2.849734625439851,-17.90510816411229,21.97201041413969,11,-0.03141719085955935,0.06890416996508782,-21.575911555392093,20.70147814488455,разницы нет,разницы нет,разницы нет,разницы нет
WINDOW_CLOSING,22,90,86,1.106607938706009,1.0654552082995608,-0.04115273040644829,-0.1625383920597145,0.10047042079809565,-26.552353629577343,-42.606461159234776,-16.054107529657433,-48.57612959195306,18.824201860785465,10,-0.1755867263629408,0.023042760641623545,-51.0729571567819,0.5821597383296085,разницы нет,разницы нет,разницы нет,разницы нет
all,55,735,641,1.0474663409853064,1.0569859807170583,0.00951963973175185,-0.039930225190576554,0.06345912349138397,26.811230552244535,26.41225468650199,-0.3989758657425462,-17.99928675782481,16.55033512298042,11,-0.03269700594005267,0.06079425127329893,-20.323452731172384,14.833432908996148,разницы нет,разницы нет,разницы нет,разницы нет
