scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,555,0.5297297297297298,23.63443931904819,-0.0020532160067043836,-5.260647287966343
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,86,0.4418604651162791,-67.14196499379031,-0.01369509043927647,-8.247443927042788
all,735,0.5224489795918368,18.145338728594687,641,0.5179407176287052,11.455389754455197,-0.004508261963131588,-6.68994897413949
