indicator,corridor,split,window,scenario,speed,h,tol_bps,n_events,n_scored,hit_rate,base_rate,lift,lift_ci_lo,lift_ci_hi,hit_mean,base_mean,lift_mean,benefit_fwd_bps,benefit_random_day_bps,benefit_excess_bps,benefit_excess_ci_lo,benefit_excess_ci_hi,benefit_fwd_ci_lo,benefit_fwd_ci_hi,benefit_fwd_block_ci_lo,benefit_fwd_block_ci_hi,benefit_sym_bps,vs_wait5_bps,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share,hit_mean_trunc,base_mean_trunc,n_scored_trunc,lift_mean_trunc,benefit_excess_trunc
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,9,25.0,48,48,0.4583333333333333,0.456957928802589,1.0030099150141643,0.7294617563739376,1.322149433427762,0.7708333333333334,0.7579288025889968,1.0170260461144323,3.6249509893591476,11.018587311157493,-7.393636321798345,-26.37517581198133,9.646669592476975,-15.356588500823834,20.665256903634468,-18.16137575475627,23.29846999395556,11.167324454163655,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,9,50.0,48,48,0.6041666666666666,0.6161812297734628,0.980501575630252,0.743828781512605,1.1833639705882353,0.8333333333333334,0.8550161812297734,0.9746404239212718,3.6249509893591476,11.018587311157493,-7.393636321798345,-26.37517581198133,9.646669592476975,-15.356588500823834,20.665256903634468,-18.16137575475627,23.29846999395556,11.167324454163655,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,45,0.0,48,48,0.14583333333333334,0.15275080906148866,0.9547139830508475,0.4091631355932204,1.6366525423728815,0.5625,0.6427184466019418,0.8751888217522659,37.70338853947624,49.63501222767193,-11.931623688195693,-51.342422662966555,29.96716425812705,-1.7074104352946267,79.60217648579898,-14.615395570350094,90.95264154321023,2.423066707065388,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,45,10.0,48,48,0.1875,0.20906148867313915,0.8968653250773995,0.39860681114551083,1.3951238390092882,0.6041666666666666,0.6789644012944984,0.8898355576739752,37.70338853947624,49.63501222767193,-11.931623688195693,-51.342422662966555,29.96716425812705,-1.7074104352946267,79.60217648579898,-14.615395570350094,90.95264154321023,2.423066707065388,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,45,25.0,48,48,0.25,0.29579288025889966,0.8451859956236324,0.49126435995623646,1.2677789934354486,0.6458333333333334,0.7152103559870551,0.9029977375565611,37.70338853947624,49.63501222767193,-11.931623688195693,-51.342422662966555,29.96716425812705,-1.7074104352946267,79.60217648579898,-14.615395570350094,90.95264154321023,2.423066707065388,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,45,50.0,48,48,0.3958333333333333,0.41877022653721685,0.9452279752704791,0.6467349304482225,1.293469860896445,0.7708333333333334,0.7702265372168284,1.0007878151260505,37.70338853947624,49.63501222767193,-11.931623688195693,-51.342422662966555,29.96716425812705,-1.7074104352946267,79.60217648579898,-14.615395570350094,90.95264154321023,2.423066707065388,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,180,0.0,48,48,0.14583333333333334,0.1203883495145631,1.2113575268817205,0.5191532258064516,2.0766129032258065,0.7083333333333334,0.7029126213592233,1.0077117863720075,192.04116293258036,196.25929429886097,-4.218131366280602,-99.80127222108514,92.74666897732018,96.45802207777582,289.00596327618115,58.43571320402881,329.1286332089084,13.415903644506194,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,180,10.0,48,48,0.1875,0.1669902912621359,1.1228197674418605,0.499031007751938,1.7466085271317833,0.7083333333333334,0.7106796116504854,0.9966985428051003,192.04116293258036,196.25929429886097,-4.218131366280602,-99.80127222108514,92.74666897732018,96.45802207777582,289.00596327618115,58.43571320402881,329.1286332089084,13.415903644506194,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,180,25.0,48,48,0.22916666666666666,0.23883495145631067,0.9595189701897019,0.5233739837398375,1.4828929539295395,0.7083333333333334,0.7152103559870551,0.9903846153846154,192.04116293258036,196.25929429886097,-4.218131366280602,-99.80127222108514,92.74666897732018,96.45802207777582,289.00596327618115,58.43571320402881,329.1286332089084,13.415903644506194,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,0.6666666666666666,0.6776556776556777,42.0,0.9837837837837837,-4.8490357049521435
momentum,KZT,0,2022-12…2023-05,BUY_NOW,fast,180,50.0,48,48,0.375,0.34757281553398056,1.0789106145251397,0.7192737430167598,1.4984869646182497,0.7291666666666666,0.7262135922330097,1.0040663992869874,192.04116293258036,196.25929429886097,-4.218131366280602,-99.80127222108514,92.74666897732018,96.45802207777582,289.00596327618115,58.43571320402881,329.1286332089084,13.415903644506194,0.25753585494864417,1.8461538461538463,0.0,0.1830083117690267,6.0,0.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,1,0.0,0,0,,0.545631067961165,,,,,0.545631067961165,,,2.2551949417680768,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,1,10.0,0,0,,0.7009708737864078,,,,,0.7009708737864078,,,2.2551949417680768,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,1,25.0,0,0,,0.8271844660194175,,,,,0.8271844660194175,,,2.2551949417680768,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,1,50.0,0,0,,0.9216828478964402,,,,,0.9216828478964402,,,2.2551949417680768,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,4,0.0,0,0,,0.33915857605177996,,,,,0.5773462783171521,,,5.550736645449219,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,4,10.0,0,0,,0.45436893203883494,,,,,0.6750809061488673,,,5.550736645449219,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,4,25.0,0,0,,0.6,,,,,0.7786407766990291,,,5.550736645449219,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,4,50.0,0,0,,0.7572815533980582,,,,,0.8841423948220065,,,5.550736645449219,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,9,0.0,0,0,,0.24271844660194175,,,,,0.5922330097087378,,,11.018587311157493,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,9,10.0,0,0,,0.3300970873786408,,,,,0.6614886731391586,,,11.018587311157493,,,,,,,,,,0.0,,,180.0,1.0,,,,,
level,KZT,0,2022-12…2023-05,BUY_NOW,medium,9,25.0,0,0,,0.456957928802589,,,,,0.7579288025889968,,,11.018587311157493,,,,,,,,,,0.0,,,180.0,1.0,,,,,
