date,corridor,indicator,indicator_label,scenario,direction,strength,speed,split,rate,params,facts
2025-03-25 16:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1775,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 2.3054755043227626, ""min_rate"": 0.1735, ""days_since_min"": 46.0, ""window"": 1080.0}"
2025-03-28 15:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.9768518518518519,medium,4,0.175075,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.004629629629629629, ""window"": 1080.0, ""days_since_min"": 68.0}"
2025-03-28 16:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.1748999999999999,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -0.9065155807365999}"
2025-03-31 11:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1768499999999999,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 1.9308357348702732, ""min_rate"": 0.1735, ""days_since_min"": 73.0, ""window"": 1080.0}"
2025-04-04 17:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.675925925925926,medium,4,0.1770749999999999,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.06481481481481481, ""window"": 1080.0, ""days_since_min"": 113.0}"
2025-04-10 10:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.9953703703703703,medium,4,0.1646999999999999,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -6.961344519354473, ""pct_rank"": 0.000925925925925926, ""window"": 1080.0, ""span"": 180.0}"
2025-04-10 11:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.173725,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 5.479659987856755, ""min_rate"": 0.1646999999999999, ""days_since_min"": 1.0, ""window"": 1080.0}"
2025-04-11 12:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.171625,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -1.914559222746104}"
2025-04-11 16:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.9907407407407407,medium,4,0.1716,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.001851851851851852, ""window"": 1080.0, ""days_since_min"": 14.0}"
2025-04-15 11:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.9074074074074074,medium,4,0.167675,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -4.739360052646391, ""pct_rank"": 0.018518518518518517, ""window"": 1080.0, ""span"": 180.0}"
