corridor,pushes_latest,freq_per_week_median_latest,empty_month_share_mean_latest,storm_blocked_latest,pushes_variant,freq_per_week_median_variant,empty_month_share_mean_variant,storm_blocked_variant,pushes_diff
AMD,144,0.532608695652174,0.22727272727272727,17,193,0.6467391304347826,0.0,20,49
KGS,130,0.5414364640883977,0.2121212121212121,12,155,0.5706521739130435,0.1212121212121212,13,25
KZT,181,0.6467391304347826,0.07575757575757575,19,212,0.7228260869565217,0.0,25,31
TJS,159,0.5384615384615384,0.07575757575757575,12,192,0.6574585635359116,0.03030303030303029,15,33
UZS,121,0.3846153846153846,0.2727272727272727,7,182,0.6086956521739131,0.0606060606060606,7,61
