scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,865,0.5190751445086705,20.806739614716303,-0.012707801227763604,-8.08834699229823
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,69,0.4782608695652174,-53.6751249300111,0.02270531400966186,5.219396136736421
all,735,0.5224489795918368,18.145338728594687,934,0.5160599571734475,15.304332062696826,-0.006389022418389234,-2.8410066658978614
