scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,654,0.5351681957186545,30.90167007645207,0.0033852499822203397,2.006583469437537
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,87,0.4482758620689655,-64.06897734588934,-0.007279693486590022,-5.174456279141815
all,735,0.5224489795918368,18.145338728594687,741,0.524966261808367,19.751270176662995,0.0025172822165302478,1.6059314480683078
