corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,148,0.532608695652174,0.03867403314917127,0.8508287292817679,0.0,0.22727272727272727,168.0,0.0,55,18
KGS,11,147,0.6187845303867403,0.07734806629834254,0.9281767955801105,0.0,0.19696969696969696,105.0,0.0,55,13
KZT,11,182,0.6467391304347826,0.1141304347826087,0.9510869565217391,0.0,0.07575757575757575,92.0,0.0,68,19
TJS,11,175,0.6467391304347826,0.2282608695652174,0.9668508287292817,0.0,0.0606060606060606,84.0,0.0,54,18
UZS,11,135,0.38461538461538464,0.07734806629834254,0.875,0.0,0.25757575757575757,119.0,0.0,43,7
