scenario,events_latest,hit_latest,benefit_fwd_latest,events_variant,hit_variant,benefit_fwd_variant,diff_hit,diff_benefit_fwd
BUY_NOW,645,0.5317829457364341,28.895086607014534,508,0.49803149606299213,-6.16936664887403,-0.03375144967344201,-35.064453255888566
WINDOW_CLOSING,90,0.45555555555555555,-58.89452106674752,90,0.43333333333333335,-55.498601735845014,-0.0222222222222222,3.395919330902508
all,735,0.5224489795918368,18.145338728594687,598,0.4882943143812709,-13.593499019822836,-0.03415466521056587,-31.738837748417524
