indicator,corridor,windows,silent_windows,events,lift_min_median,lift_mean_median,share_lift_mean_ge_1_3,share_lift_mean_lt_1,hit_mean_pooled,base_mean_pooled,benefit_excess_median_bps,benefit_fwd_median_bps,benefit_sym_median_bps,freq_per_week_median,empty_month_share_mean,lift_mean_pooled
dip_vs_trend,AMD,11,2,67,1.04,1.0274509803921568,0.3333333333333333,0.4444444444444444,0.417910447761194,0.4168498097926875,73.0015432238374,113.38544796863593,166.5204025658123,0.1141304347826087,0.696969696969697,1.0025444127443264
dip_vs_trend,KGS,11,5,47,0.0,1.0645081967213115,0.16666666666666666,0.5,0.3404255319148936,0.391228920242975,-76.48964924065618,-40.06871754274604,194.08045736209692,0.03804347826086957,0.7272727272727273,0.8701440877721165
dip_vs_trend,KZT,11,2,68,0.0,0.7930327868852459,0.4444444444444444,0.5555555555555556,0.39705882352941174,0.4077002347684355,13.691905244441273,-2.0235701853854664,134.98001671333415,0.2282608695652174,0.5909090909090909,0.9738989327659627
dip_vs_trend,TJS,11,3,63,1.184920634920635,0.9866324307500779,0.125,0.5,0.47619047619047616,0.5276301077125718,-2.025396949132139,30.5325288206562,136.02067699063946,0.266304347826087,0.5454545454545454,0.9025081571915954
dip_vs_trend,UZS,11,4,67,1.316326530612245,1.370023419203747,0.5714285714285714,0.42857142857142855,0.3582089552238806,0.3729865876342794,217.76967478016468,228.11539529787427,250.65020485431455,0.03804347826086957,0.7575757575757577,0.9603802578957917
level,AMD,11,3,80,1.8689516129032258,1.4530392156862746,0.625,0.125,0.6125,0.45033625163525537,179.75281782732546,177.64166379350044,245.4574835210399,0.15217391304347827,0.606060606060606,1.3600948130999841
level,KGS,11,3,62,1.7539682539682537,1.5236559139784944,0.5,0.25,0.43548387096774194,0.36295533574832217,112.17314994830689,85.75805536602445,149.32375092585272,0.19337016574585636,0.6212121212121212,1.1998277145310021
level,KZT,11,1,87,1.788095238095238,1.0249624060150375,0.1,0.5,0.3218390804597701,0.3508954129072819,60.918047908668115,46.640293019246975,183.90353368580605,0.266304347826087,0.5606060606060606,0.9171937523868703
level,TJS,11,4,35,1.8970588235294117,1.5411764705882354,0.7142857142857143,0.0,0.6857142857142857,0.48085953662895836,169.91821689508726,203.26041998622424,155.39214448932916,0.11538461538461539,0.6818181818181818,1.4260178565271915
level,UZS,11,2,55,0.0,0.946987951807229,0.1111111111111111,0.5555555555555556,0.4,0.4208947205316662,35.91460547560373,38.78360540146814,102.0868616634768,0.15384615384615385,0.606060606060606,0.9503564204719119
ml_localmin,AMD,11,3,41,1.516801075268817,1.5665066026410563,0.625,0.125,0.5121951219512195,0.34547109355620176,97.09345803008173,74.02823386305974,172.60161066205848,0.07608695652173914,0.7424242424242423,1.4825990698058067
ml_localmin,KGS,11,1,63,0.3633540372670807,1.6022588522588523,0.6,0.3,0.47619047619047616,0.37664067295436515,85.30928718207915,69.92856267221175,155.3820292308583,0.19230769230769232,0.5454545454545454,1.2643097529941296
