corridor,windows,pushes,freq_per_week_median,freq_per_week_min,freq_per_week_max,share_windows_in_band,empty_month_share_mean,longest_gap_days_max,clump_share_series_mean,storm_days,storm_blocked
AMD,11,135,0.4565217391304348,0.15469613259668508,0.9281767955801105,0.0,0.2121212121212121,111.0,0.0,55,9
KGS,11,119,0.41847826086956524,0.15469613259668508,0.8508287292817679,0.0,0.2121212121212121,102.0,0.0,55,12
KZT,11,116,0.3804347826086957,0.1141304347826087,0.7734806629834254,0.0,0.19696969696969696,92.0,0.0,68,11
TJS,11,102,0.3867403314917127,0.15217391304347827,0.6086956521739131,0.0,0.19696969696969696,113.0,0.0,54,7
UZS,11,91,0.30939226519337015,0.15217391304347827,0.5414364640883977,0.0,0.25757575757575757,111.0,0.0,43,7
