corridor,split,window,pushes,storm_days,storm_blocked,freq_per_week,clump_share_series,clump_cv_gaps,longest_gap_days,empty_month_share
KZT,1,2019-07…2019-12,26,0,0,0.9891304347826088,0.0,0.2939826206597934,15.0,0.0
KZT,2,2020-01…2020-06,6,29,0,0.23076923076923078,0.0,0.8317951866097028,84.0,0.5
KZT,3,2020-07…2020-12,9,0,0,0.3423913043478261,0.0,1.283600552641986,92.0,0.3333333333333333
KZT,4,2021-01…2021-06,16,0,0,0.6187845303867403,0.0,0.8486658631409502,36.0,0.0
KZT,5,2021-07…2021-12,23,0,0,0.875,0.0,0.21054114384887598,13.0,0.0
KZT,6,2022-01…2022-06,16,31,0,0.6187845303867403,0.0,1.5156929447881775,70.0,0.16666666666666666
KZT,7,2022-07…2022-12,2,0,0,0.07608695652173914,0.0,0.0,92.0,0.6666666666666666
KZT,8,2023-01…2023-06,4,0,0,0.15469613259668508,0.0,0.2619160170741759,61.0,0.3333333333333333
KZT,9,2023-07…2023-12,8,3,0,0.30434782608695654,0.0,0.19204897253687347,120.0,0.5
KZT,10,2024-01…2024-06,16,6,4,0.6153846153846154,0.0,0.8745186964702495,38.0,0.0
KZT,11,2024-07…2024-12,19,21,9,0.7228260869565217,0.0,0.30565602486509597,22.0,0.0
KZT,12,2025-01…2025-06,24,0,0,0.9281767955801105,0.0,0.16269506132448602,14.0,0.0
KZT,13,2025-07…2025-12,17,0,0,0.6467391304347826,0.0,0.34329743627182785,18.0,0.0
KZT,14,2026-01…2026-06,15,7,1,0.580110497237569,0.0,0.5473172873368348,27.0,0.0
TJS,0,2019-01…2019-06,24,0,0,0.9281767955801105,0.0,0.2071628302782235,14.0,0.0
TJS,1,2019-07…2019-12,24,0,0,0.9130434782608696,0.0,0.6763283263615775,29.0,0.0
TJS,2,2020-01…2020-06,15,30,4,0.5769230769230769,0.0,1.156567304134992,63.0,0.16666666666666666
TJS,3,2020-07…2020-12,12,9,8,0.4565217391304348,0.0,1.4831599083070806,92.0,0.3333333333333333
TJS,4,2021-01…2021-06,19,0,0,0.7348066298342542,0.0,0.4393834899488936,24.0,0.0
TJS,5,2021-07…2021-12,10,0,0,0.3804347826086957,0.0,0.51425947722658,52.0,0.16666666666666666
TJS,6,2022-01…2022-06,12,30,4,0.46408839779005523,0.0,0.14856618630210963,87.0,0.5
TJS,7,2022-07…2022-12,3,0,0,0.1141304347826087,0.0,0.8181818181818182,84.0,0.6666666666666666
TJS,8,2023-01…2023-06,2,0,0,0.07734806629834254,0.0,0.0,120.0,0.6666666666666666
TJS,9,2023-07…2023-12,3,0,0,0.1141304347826087,0.0,0.5348837209302325,92.0,0.5
TJS,10,2024-01…2024-06,4,7,2,0.15384615384615385,0.0,0.861538293569459,119.0,0.5
TJS,11,2024-07…2024-12,3,11,3,0.1141304347826087,0.0,0.09090909090909091,150.0,0.8333333333333334
TJS,12,2025-01…2025-06,12,0,0,0.46408839779005523,0.0,0.5312132340218945,36.0,0.16666666666666666
TJS,13,2025-07…2025-12,1,0,0,0.03804347826086957,0.0,,178.0,0.8333333333333334
TJS,14,2026-01…2026-06,13,6,1,0.5027624309392265,0.0,0.9336595292814593,49.0,0.16666666666666666
UZS,0,2019-01…2019-06,25,0,0,0.9668508287292817,0.0,0.17455919949238946,11.0,0.0
UZS,1,2019-07…2019-12,23,8,4,0.875,0.0,0.3295041187252751,14.0,0.0
UZS,2,2020-01…2020-06,15,22,3,0.5769230769230769,0.0,1.0841524323808256,60.0,0.16666666666666666
UZS,3,2020-07…2020-12,7,0,0,0.266304347826087,0.0,1.2199075358790947,94.0,0.3333333333333333
UZS,4,2021-01…2021-06,13,0,0,0.5027624309392265,0.0,1.1685102663058693,67.0,0.16666666666666666
UZS,5,2021-07…2021-12,16,0,0,0.6086956521739131,0.0,0.4562755932313559,49.0,0.16666666666666666
UZS,6,2022-01…2022-06,13,25,0,0.5027624309392265,0.0,0.16329931618554522,80.0,0.3333333333333333
UZS,7,2022-07…2022-12,5,0,0,0.19021739130434784,0.0,0.666190082084633,67.0,0.3333333333333333
UZS,8,2023-01…2023-06,2,0,0,0.07734806629834254,0.0,0.0,119.0,0.6666666666666666
UZS,9,2023-07…2023-12,9,0,0,0.3423913043478261,0.0,1.4081367432299017,92.0,0.3333333333333333
UZS,10,2024-01…2024-06,10,7,3,0.38461538461538464,0.0,1.1827436165558773,70.0,0.3333333333333333
UZS,11,2024-07…2024-12,6,11,4,0.2282608695652174,0.0,1.234695644219834,109.0,0.3333333333333333
UZS,12,2025-01…2025-06,16,0,0,0.6187845303867403,0.0,0.28969529727711,21.0,0.0
UZS,13,2025-07…2025-12,3,0,0,0.1141304347826087,0.0,0.09090909090909091,167.0,0.8333333333333334
UZS,14,2026-01…2026-06,13,0,0,0.5027624309392265,0.0,0.9687638522160829,54.0,0.16666666666666666
