indicator,corridor,windows,silent_windows,events,lift_min_median,lift_mean_median,share_lift_mean_ge_1_3,share_lift_mean_lt_1,hit_mean_pooled,base_mean_pooled,benefit_excess_median_bps,benefit_fwd_median_bps,benefit_sym_median_bps,freq_per_week_median,empty_month_share_mean,lift_mean_pooled
dip_vs_trend,AMD,15,2,135,1.201863354037267,1.4181818181818182,0.5384615384615384,0.3076923076923077,0.5555555555555556,0.474485776394917,52.402200530285924,29.967178800780367,150.38157704973966,0.3867403314917127,0.6,1.170858186259231
dip_vs_trend,KGS,15,2,140,1.0155038759689923,1.323232323232323,0.5384615384615384,0.3076923076923077,0.5214285714285715,0.4581242670255724,84.30445680265501,57.84878029493296,228.13024123503132,0.3804347826086957,0.5777777777777777,1.138181513094711
dip_vs_trend,KZT,15,3,163,1.078822314049587,1.0985952589991221,0.25,0.4166666666666667,0.4662576687116564,0.43474414657514066,20.74758259366788,23.247316613411787,81.55512655054454,0.41847826086956524,0.5333333333333333,1.072487513367978
dip_vs_trend,TJS,15,2,157,1.1607142857142856,1.1600000000000001,0.46153846153846156,0.38461538461538464,0.5031847133757962,0.5045853275735478,38.864244909918895,10.825151717948716,126.49530520276197,0.3804347826086957,0.5666666666666667,0.9972242272590706
dip_vs_trend,UZS,15,2,120,1.5555555555555554,1.462686567164179,0.6153846153846154,0.3076923076923077,0.5166666666666667,0.42718583132041626,99.8905540424403,110.72880371048713,161.50976507603275,0.2692307692307692,0.6444444444444444,1.209465831461845
level,AMD,15,2,198,0.8863636363636365,1.1614420062695925,0.3076923076923077,0.23076923076923078,0.5808080808080808,0.4878391495409889,47.41420487474804,33.079313739454115,103.9010827911467,0.42541436464088395,0.5111111111111111,1.1905729200999284
level,KGS,15,2,181,1.0699588477366253,1.1341991341991342,0.3076923076923077,0.3076923076923077,0.5248618784530387,0.4765341223469981,54.111249833181915,41.91110698004456,68.46268386178139,0.3867403314917127,0.43333333333333335,1.1014151009124373
level,KZT,15,1,220,1.1654761904761903,1.2321332719883444,0.35714285714285715,0.35714285714285715,0.4909090909090909,0.44651854602961866,28.90304792015123,34.29903690288054,96.8778317450069,0.41847826086956524,0.4666666666666667,1.0994147841656003
level,TJS,15,4,150,1.0826446280991735,1.1600000000000001,0.36363636363636365,0.36363636363636365,0.5666666666666667,0.4985419716808991,46.32980657080955,24.935140357125594,105.67247915767243,0.30434782608695654,0.5666666666666667,1.13664786287918
level,UZS,15,1,188,1.2791666666666668,1.0506885245901638,0.2857142857142857,0.2857142857142857,0.4787234042553192,0.4402349414472231,24.334433395636683,26.773473571491696,96.7815235278265,0.4230769230769231,0.4666666666666667,1.0874270967260562
ml_localmin,AMD,15,4,51,1.0833333333333333,1.4647887323943665,0.6363636363636364,0.09090909090909091,0.5686274509803921,0.41991492266199615,65.00503815249685,29.846332452730394,192.97696062405947,0.07608695652173914,0.7555555555555556,1.3541491866391702
ml_localmin,KGS,15,2,83,0.9849624060150376,1.323232323232323,0.5384615384615384,0.23076923076923078,0.5542168674698795,0.44561302233571287,64.64967792807514,42.03973764160559,167.1609588151189,0.19230769230769232,0.5777777777777777,1.2437178441619856
ml_localmin,KZT,15,2,93,0.7738095238095237,1.3,0.5384615384615384,0.3076923076923077,0.5268817204301075,0.44866500516751595,69.88932283075204,104.60481106018325,145.1296844994802,0.2282608695652174,0.5777777777777777,1.1743321060517928
ml_localmin,TJS,15,3,76,0.8429863147605082,1.2092009685230023,0.25,0.3333333333333333,0.5526315789473685,0.5150307753581927,14.868052161554917,15.07960515581019,123.57625542577881,0.11538461538461539,0.6777777777777777,1.073006906360159
ml_localmin,UZS,15,2,86,0.9848484848484849,1.0875,0.38461538461538464,0.46153846153846156,0.4418604651162791,0.41597030446915206,38.50590363460185,-37.81460914854623,108.4926188572019,0.15217391304347827,0.5666666666666667,1.0622404060313084
momentum,AMD,15,0,255,0.7132486388384754,0.915492957746479,0.0,0.6666666666666666,0.5137254901960784,0.5507452949670363,-22.599897839250527,-13.45277189826934,45.19136257572712,0.6538461538461539,0.02222222222222222,0.9327823494648763
momentum,KGS,15,0,202,0.7834821428571428,1.0186567164179106,0.06666666666666667,0.4666666666666667,0.4752475247524752,0.5137456113553617,4.354758124210001,11.485915159746124,84.03380657466212,0.46153846153846156,0.1111111111111111,0.9250639114924584
momentum,KZT,15,0,315,1.125,1.0196078431372548,0.13333333333333333,0.4,0.526984126984127,0.5152369856363128,6.560500983479365,2.488444747268979,61.91795140648592,0.7608695652173914,0.0,1.0227994916422907
momentum,TJS,15,0,304,0.8397435897435898,0.9348795718108831,0.06666666666666667,0.6,0.5296052631578947,0.545069130467211,6.787433194175609,16.35380810815784,62.40768688162281,0.7734806629834254,0.02222222222222222,0.9716295301917736
momentum,UZS,15,0,305,0.8383999999999999,0.9743069641649764,0.0,0.5333333333333333,0.4721311475409836,0.5003953316952081,-2.8646829828654887,-44.77728764816852,47.42537065748391,0.7989130434782609,0.0,0.9435162912921812
reversal,AMD,15,2,130,1.2835820895522387,1.2835820895522387,0.46153846153846156,0.23076923076923078,0.5230769230769231,0.413563816942435,36.74146977418257,19.96296086680986,45.602887080928596,0.30939226519337015,0.611111111111111,1.264803403122018
reversal,KGS,15,1,170,1.0144146948941468,1.0144146948941468,0.21428571428571427,0.5,0.4470588235294118,0.40319995153409055,15.677992228759749,-10.800984392693252,10.52544629841636,0.46408839779005523,0.4666666666666667,1.1087769773494454
reversal,KZT,15,1,146,1.173625140291807,1.173625140291807,0.35714285714285715,0.2857142857142857,0.4794520547945205,0.402266062290159,22.225287302213665,33.260168773867704,27.175458162260007,0.30939226519337015,0.5777777777777777,1.1918779627218128
reversal,TJS,15,2,166,1.212962962962963,1.212962962962963,0.3076923076923077,0.46153846153846156,0.5120481927710844,0.4507772375603647,-0.6760202802159299,-45.83035247677127,59.39082987389557,0.4230769230769231,0.5222222222222223,1.135922912927729
reversal,UZS,15,2,159,1.3235294117647058,1.3235294117647058,0.5384615384615384,0.46153846153846156,0.4025157232704403,0.3362272786502745,71.47675919310527,1.9844222878058968,23.56784383942264,0.3804347826086957,0.5222222222222223,1.1971536779712493
seasonality,AMD,15,0,31,1.597560975609756,1.191919191919192,0.4666666666666667,0.4,0.5806451612903226,0.5623331536250168,66.6974770478669,44.8224739941024,66.08955091720325,0.07608695652173914,0.6555555555555556,1.0325643393907322
seasonality,KGS,15,0,41,0.9076923076923077,0.9285714285714286,0.2,0.6666666666666666,0.5121951219512195,0.5069399256866838,23.92977878315071,28.93930807742528,46.38350169201999,0.1141304347826087,0.5444444444444444,1.0103665069532988
seasonality,KZT,15,0,44,0.5175438596491229,1.0522088353413654,0.2,0.4666666666666667,0.5227272727272727,0.5163854050791706,18.707614023281003,-13.461253373483109,15.642208151038506,0.1141304347826087,0.5111111111111111,1.0122812681879143
seasonality,TJS,15,0,38,0.0,0.8999999999999999,0.2,0.6666666666666666,0.5263157894736842,0.5486824205045661,39.070490337527104,16.56597084167692,55.44598989012716,0.07734806629834254,0.5777777777777777,0.9592357433097389
seasonality,UZS,15,1,34,0.0,1.2470669427191168,0.42857142857142855,0.2857142857142857,0.5882352941176471,0.4959834017845126,31.573194014071476,71.47179610241047,37.6495715712083,0.07734806629834254,0.6222222222222222,1.1859979426755387
